CPB,TITULO_ORIGINAL,NUMERO_FSA
B1900172900000  ,GRETA                                                                                               ,2077
B1900173300000  ,"REPÚBLICA DO PERU, 2A TEMPORADA                                                                     ",2061
B1900173600000  ,BAILÃO - SÉRIE ESPECIAL                                                                             ,2486
B1900175200000  ,ENQUANTO ESTAMOS AQUI                                                                               ,1674
B1900179300000  ,OLHOS DE FOGO                                                                                       ,899
B1900180200000  ,AO VIVO NO SOMA                                                                                     ,1184
B1900186200000  ,MARCADAS                                                                                            ,1331
B1900189100000  ,MISSÃO CUPIDO                                                                                       ,1460
B1900189100000  ,MISSÃO CUPIDO                                                                                       ,1456
B1900189100000  ,MISSÃO CUPIDO                                                                                       ,1457
B1900189200000  ,BICOS                                                                                               ,2519
B1900189800000  ,EMPATE                                                                                              ,959
B1900197700000  ,NATUREZA DO HOMEM                                                                                   ,2053
B1900197900000  ,TABUH!                                                                                              ,969
B1900198800000  ,ACONTECEU NA QUARTA-FEIRA (DOPPELGANGER)                                                            ,1593
B1900201100000  ,SEMPRE POA                                                                                          ,1165
B1900201200000  ,GÊNERO PLURAL                                                                                       ,1141
B1900202900000  ,OS OVOS DA RAPOSA                                                                                   ,1121
B1900203000000  ,CHÃO                                                                                                ,973
B1900203600000  ,NONA - SI ME MOJAN YO LOS QUEMO                                                                     ,1489
B1900203700000  ,JOÃO E MARIA - UMA AVENTURA NO CERRADO (O FILME)                                                    ,1220
B1900205100000  ,FOTOGRAFAÇÃO                                                                                        ,2056
B1900205500000  ,O OUTRO LADO DA MEMÓRIA                                                                             ,878
B1900206200000  ,HELEN                                                                                               ,2187
B1900209700000  ,PACARRETE                                                                                           ,1910
B1900210300000  ,"CIRCO SOCIAL ""OS KACO""                                                                              ",1241
B1900211400000  ,VIRANDO A PAGINA                                                                                    ,308
B1900215700000  ,CHUTEIRA PRETA                                                                                      ,1890
B1900216400000  ,HAYDEE E O PEIXE VOADOR                                                                             ,1865
B1900223700000  ,BAIXO CENTRO                                                                                        ,813
B1900225700000  ,QUERO BOTAR MEU BLOCO NA RUA                                                                        ,1350
B1900229700000  ,TRANSGENTE                                                                                          ,1503
B1900231600000  ,ONTEM HAVIA COISAS ESTRANHAS NO CÉU                                                                 ,952
B1900231600000  ,ONTEM HAVIA COISAS ESTRANHAS NO CÉU                                                                 ,953
B1900231600000  ,ONTEM HAVIA COISAS ESTRANHAS NO CÉU                                                                 ,2992
B1900232600000  ,BACURAU                                                                                             ,2094
B1900232700000  ,DIVINO AMOR                                                                                         ,1590
B1900232700000  ,DIVINO AMOR                                                                                         ,1589
B1900232700000  ,DIVINO AMOR                                                                                         ,1969
B1900232700000  ,DIVINO AMOR                                                                                         ,1587
B1900235200000  ,ORQUESTRA DO MUNDO - RIO SÃO FRANCISCO                                                              ,1732
B1900235500000  ,TURMA DA MÔNICA - LAÇOS                                                                             ,2222
B1900235800000  ,OS SONÂMBULOS                                                                                       ,1515
B1900240000000  ,ANNA                                                                                                ,1501
B1900241600000  ,TODA FORMA DE AMOR                                                                                  ,1282
B1900243100000  ,O DIÁRIO DE ALICE - PILOTO                                                                          ,1038
B1900243600000  ,IDENTIDADE #TRANSVIVE                                                                               ,1087
B1900244200000  ,AS MICROAVENTURAS DE TITO E MUDA - 2ª TEMPORADA                                                     ,1148
B1900245400000  ,DE QUEBRADA EM QUEBRADA                                                                             ,1086
B1900245500000  ,ÁGUAS SELVAGENS                                                                                     ,1568
B1900245500000  ,ÁGUAS SELVAGENS                                                                                     ,1917
B1900246600000  ,SÃO PAULO MEU HUMOR                                                                                 ,1601
B1900247000000  ,EM REFORMA                                                                                          ,1956
B1900247400000  ,A VIDA NAS BACIAS HIDROGRÁFICAS DA REGIÃO SUDESTE                                                   ,1225
B1900247500000  ,MEZANINO                                                                                            ,1895
B1900247800000  ,PELA FECHADURA                                                                                      ,904
B1900248100000  ,JUNTOS                                                                                              ,2035
B1900248400000  ,HUNT                                                                                                ,2349
B1900249100000  ,A NOITE AMARELA                                                                                     ,1189
B1900249100000  ,A NOITE AMARELA                                                                                     ,2300
B1900251300000  ,NOSSO OFÍCIO - 2ª TEMPORADA                                                                         ,2277
B1900251500000  ,FAZENDAS HISTÓRICAS                                                                                 ,1505
B1900252400000  ,ALMA CLANDESTINA                                                                                    ,1330
B1900261100000  ,DIDI                                                                                                ,912
B1900261300000  ,O OUTRO LADO DO OUTRO                                                                               ,1123
B1900262100000  ,ALCEU VALENÇA - NA EMBOLADA DO TEMPO                                                                ,1731
B1900263400000  ,BREVE MIRAGEM DE SOL                                                                                ,854
B1900263600000  ,VESTÍGIOS DO BRASIL                                                                                 ,1909
B1900266700000  ,TURMA 33B - PILOTO                                                                                  ,871
B1900267300000  ,LUPITA NO PLANETA DE GENTE GRANDE                                                                   ,1079
B1900268200000  ,CASALTOPIA                                                                                          ,949
B1900268600000  ,CRIAS DE DULCINA                                                                                    ,1095
B1900269000000  ,SEM DESCANSO                                                                                        ,1803
B1900272200000  ,CAUSANDO NA RUA - 2ª TEMPORADA                                                                      ,1576
B1900272800000  ,UMA BAÍA                                                                                            ,324
B1900278700000  ,"TAQUARAS, TAMBORES E VIOLAS - 2ª TEMPORADA                                                          ",976
B1900280000000  ,DIÁRIO DE LULI                                                                                      ,1120
B1900282500000  ,MÚSICA PARA VER                                                                                     ,1193
B1900284200000  ,PORFÍRIO DO AMARAL - A VERDADE SOBRE O SAMBA                                                        ,1289
B1900288400000  ,DR. OCRIDE                                                                                          ,1698
B1900289300000  ,O MÉTODO                                                                                            ,1943
B1900290500000  ,FRONTEIRAS FLUIDAS                                                                                  ,481
B1900291200000  ,PARALELO 30                                                                                         ,989
B1900298300000  ,DESTINO DAS SOMBRAS                                                                                 ,870
B1900298300000  ,DESTINO DAS SOMBRAS                                                                                 ,2732
B1900299800000  ,RAIA 4                                                                                              ,1474
B1900300800000  ,BENTO                                                                                               ,1756
B1900303900000  ,PLIN & PLAN                                                                                         ,2503
B1900307100000  ,NO CORAÇÃO DO MUNDO                                                                                 ,1396
B1900308000000  ,CURTAS JORNADAS NOITE ADENTRO                                                                       ,1848
B1900308000000  ,CURTAS JORNADAS NOITE ADENTRO                                                                       ,30706
B1900309300000  ,ANGEL VIANNA VOANDO COM OS PÉS NO CHÃO                                                              ,1795
B1900311700000  ,LUSÓFONAS                                                                                           ,1630
B1900320300000  ,A MULHER DA LUZ PRÓPRIA                                                                             ,1128
B1900322000000  ,VIVIR ALLÍ NO ES EL INFIERNO ES EL FUEGO DEL DESIERTO.LA PLENITUD DE LA VIDA QUEDÓ AHÍ COMO UN ÁRBOL,1760
B1900323700000  ,CURTA O SOM - 2ª TEMPORADA                                                                          ,1352
B1900331600000  ,SE ARREPENDIMENTO MATASSE                                                                           ,1588
B1900332300000  ,RIO DE VOZES                                                                                        ,1493
B1900336500000  ,SEU AMOR DE VOLTA (MESMO QUE ELE NÃO QUEIRA)                                                        ,1071
B1900336600000  ,FAIXA DE GAZA                                                                                       ,1070
B1900337100000  ,TRAVESSIA                                                                                           ,1085
B1900337300000  ,PASSARINHAS MULHERES INSPIRADORAS                                                                   ,2189
B1900340400000  ,SUPER FIGHT - 1ª TEMPORADA                                                                          ,2174
B1900341900000  ,MÚSICA PARA MORRER DE AMOR                                                                          ,1913
B1900344400000  ,"EU, PRESO                                                                                           ",1972
B1900346200000  ,INVESTIGADORES DA HISTÓRIA                                                                          ,1094
B1900347600000  ,AMBIENTE FAMILIAR                                                                                   ,1072
B1900347800000  ,PIEDADE                                                                                             ,380
B1900347800000  ,PIEDADE                                                                                             ,1512
B1900350600000  ,PARQUE OESTE                                                                                        ,1856
B1900350700000  ,ESPERO TUA (RE)VOLTA                                                                                ,2986
B1900350700000  ,ESPERO TUA (RE)VOLTA                                                                                ,2118
B1900352900000  ,DA NASCENTE À FOZ                                                                                   ,2161
B1900357900000  ,DIZ A ELA QUE ME VIU CHORAR                                                                         ,1479
B1900357900000  ,DIZ A ELA QUE ME VIU CHORAR                                                                         ,2413
B1900363600000  ,MARÉS                                                                                               ,789
B1900363700000  ,CONTA COMIGO                                                                                        ,158
B1900366600000  ,A VIDA INVISÍVEL                                                                                    ,2724
B1900366600000  ,A VIDA INVISÍVEL                                                                                    ,2725
B1900366600000  ,A VIDA INVISÍVEL                                                                                    ,2726
B1900368000000  ,FIO DA MEADA                                                                                        ,925
B1900371300000  ,A CIDADE DO FUTURO TV                                                                               ,916
B1900372100000  ,ANTENA DA RAÇA                                                                                      ,1662
B1900372300000  ,SONS AFRICANOS                                                                                      ,1570
B1900376200000  ,GIGANTE POR NATUREZA                                                                                ,2818
B1900376800000  ,BOA NOITE                                                                                           ,1422
B1900376800000  ,BOA NOITE                                                                                           ,1423
B1900379100000  ,DEPOIS DE SER CINZA                                                                                 ,2737
B1900379100000  ,DEPOIS DE SER CINZA                                                                                 ,914
B1900380000000  ,VOU NADAR ATÉ VOCÊ                                                                                  ,435
B1900380200000  ,ITINERÁRIOS DO OLHAR                                                                                ,2106
B1900381200000  ,CASA                                                                                                ,1426
B1900381500000  ,SEM SEU SANGUE                                                                                      ,1522
B1900381500000  ,SEM SEU SANGUE                                                                                      ,214
B1900390100000  ,ELE ERA ASSIM: ARY BARROSO                                                                          ,1595
B1900397500000  ,TEMPO DA TERRA                                                                                      ,2666
B1900397800000  ,UM PEIXE PARA DOIS                                                                                  ,1245
B1900405700000  ,RECONSTRUÇÕES                                                                                       ,2274
B1900409100000  ,CARLINHOS E CARLÃO                                                                                  ,1649
B1900410500000  ,TRÊS VERÕES                                                                                         ,939
B1900411500000  ,TEKOAYHU - AMIZADE                                                                                  ,1652
B1900412100000  ,A VOZ DO VERBO ENCANTADO                                                                            ,1603
B1900413700000  ,PLANETA PALAVRA                                                                                     ,271
B1900417800000  ,SEGUNDO TEMPO                                                                                       ,1302
B1900417800000  ,SEGUNDO TEMPO                                                                                       ,2237
B1900420000000  ,RETRATOS DO CÁRCERE                                                                                 ,1295
B1900420300000  ,ARTE CONTEMPORÂNEA: DIÁLOGOS                                                                        ,1635
B1900420500000  ,CENÁRIOS FUTUROS                                                                                    ,1180
B1900421000000  ,RÁDIO ZOO                                                                                           ,2511
B1900421600000  ,OS BRAVOS NUNCA SE CALAM                                                                            ,1313
B1900421800000  ,LUCICREIDE VAI PRA MARTE                                                                            ,1660
B1900422100000  ,ANTES QUE ME ESQUEÇAM MEU NOME É EDY STAR                                                           ,1349
B1900423500000  ,50 ANOS DO BALÉ DA CIDADE DE SÃO PAULO                                                              ,2645
B1900423900000  ,DOIS TEMPOS                                                                                         ,1857
B1900425300000  ,RODANTES                                                                                            ,436
B1900427100000  ,QUANDO AS COISAS SE DESMANCHAM                                                                      ,1477
B1900428900000  ,OCUPAÇÕES                                                                                           ,867
B1900429200000  ,SUBMERSOS                                                                                           ,1683
B1900433000000  ,CODINOME BRENO                                                                                      ,1478
B1900439300000  ,TERAPIA DO MEDO                                                                                     ,1195
B1900439300000  ,TERAPIA DO MEDO                                                                                     ,720
B1900439600000  ,TUIGA - 1ª TEMPORADA                                                                                ,2188
B1900447800000  ,M8                                                                                                  ,1516
B1900447800000  ,M8                                                                                                  ,1058
B1900448000000  ,VEREDAS DO BRASIL - ESTRADA REAL E SEUS OFÍCIOS                                                     ,900
B1900448200000  ,AOS OLHOS DE ERNESTO                                                                                ,1311
B1900448300000  ,OLHAR SUBMERSO - NAUFRÁGIOS DE PERNAMBUCO                                                           ,2438
B1900450400000  ,"BIW, SAL E SOM                                                                                      ",874
B1900452000000  ,CLANDESTINO                                                                                         ,898
B1900452200000  ,DEPENDENTES                                                                                         ,2497
B1900452200000  ,DEPENDENTES                                                                                         ,608
B1900453800000  ,O DIABO BRANCO                                                                                      ,2507
B1900453800000  ,O DIABO BRANCO                                                                                      ,2508
B1900454200000  ,VENEZA                                                                                              ,2591
B1900454200000  ,VENEZA                                                                                              ,3117
B1900460900000  ,ONDE A BELEZA ESTÁ                                                                                  ,2326
B1900461300000  ,O HOMEM CORDIAL                                                                                     ,2911
B1900461300000  ,O HOMEM CORDIAL                                                                                     ,1936
B1900461500000  ,MUSEUS À CÉU ABERTO                                                                                 ,1196
B1900461700000  ,IBIUNA                                                                                              ,955
B1900463100000  ,FLUXOS                                                                                              ,1703
B1900468100000  ,VERLUST                                                                                             ,791
B1900468200000  ,FEITO TORTO PARA FICAR DIREITO - A SÉRIE                                                            ,1140
B1900468300000  ,CABRAS DA PESTE                                                                                     ,2593
B1900468300000  ,CABRAS DA PESTE                                                                                     ,2594
B1900468300000  ,CABRAS DA PESTE                                                                                     ,2621
B1900471700000  ,A ARTE URBANA                                                                                       ,1586
B1900478800000  ,SEMENTES DO AMANHÃ                                                                                  ,2332
B1900479000000  ,OS SUBURBANOS - O FILME                                                                             ,2073
B1900484000000  ,SACOLEIRAS S/A                                                                                      ,1078
B1900484900000  ,SANTIAGO DE LAS AMERICAS OU O OLHO DO TERCEIRO MUNDO                                                ,1606
B1900486200000  ,A FEBRE                                                                                             ,1508
B1900486900000  ,UM DIA QUALQUER                                                                                     ,2018
B1900487000000  ,FAMÍLIA DE AXÉ                                                                                      ,2878
B1900487100000  ,OS PARÇAS 2                                                                                         ,3087
B1900487100000  ,OS PARÇAS 2                                                                                         ,2951
B1900487200000  ,OUTRAS BRASILEIRAS                                                                                  ,1686
B1900489000000  ,OS HERDEIROS                                                                                        ,1063
B1900490100000  ,RETRATOS URBANOS                                                                                    ,2758
B1900490500000  ,PROIBIDO NASCER NO PARAÍSO                                                                          ,3012
B1900490500000  ,PROIBIDO NASCER NO PARAÍSO                                                                          ,1301
B1900494500000  ,FÉ E FÚRIA                                                                                          ,2799
B1900494600000  ,A BATALHA DE SHANGRI-LÁ                                                                             ,2471
B1900494600000  ,A BATALHA DE SHANGRI-LÁ                                                                             ,1633
B1900496000000  ,A BRUXINHA LILI                                                                                     ,1644
B1900498800000  ,BATE CORAÇÃO                                                                                        ,1358
B1900498800000  ,BATE CORAÇÃO                                                                                        ,432
B1900498800000  ,BATE CORAÇÃO                                                                                        ,1853
B1900504800000  ,"BRASÍLIA, A HISTÓRIA DA HISTÓRIA                                                                    ",1882
B1900505100000  ,SAIDEIRA 2ª TEMPORADA                                                                               ,2193
B1900505800000  ,BILLY E CATARINA                                                                                    ,1797
B1900505900000  ,QUERIDA ROSÁLIA - EPÍSÓDIO PILOTO                                                                   ,972
B1900507000000  ,RECIFE ASSOMBRADO - FILME                                                                           ,3099
B1900507000000  ,RECIFE ASSOMBRADO - FILME                                                                           ,1530
B1900507200000  ,QUERÊNCIA                                                                                           ,843
B1900507200000  ,QUERÊNCIA                                                                                           ,641
B1900508000000  ,"PIXINGUINHA, UM HOMEM CARINHOSO                                                                     ",22010
B1900512200000  ,NAS ASAS DA PANAM                                                                                   ,1375
B1900512200000  ,NAS ASAS DA PANAM                                                                                   ,1492
B1900513800000  ,NÃO VAMOS PAGAR NADA                                                                                ,3097
B1900514000000  ,D'ARQUEOLOGIA - A OCUPAÇÃO DO BRASIL                                                                ,1658
B1900525000000  ,UMA GAROTA CHAMADA MARINA                                                                           ,1691
B1900526700000  ,ÁGUA DE PLANTAR                                                                                     ,2318
B1900529300000  ,CONSCIÊNCIA³                                                                                        ,1965
B1900529800000  ,SABORES DA FLORESTA                                                                                 ,2635
B1900531900000  ,O ASTRONAUTA TUPY                                                                                   ,1724
B1900531900000  ,O ASTRONAUTA TUPY                                                                                   ,1723
B1900532900000  ,O BARATO IACANGA                                                                                    ,1796
B1900533600000  ,"EU, NIRVANA                                                                                         ",957
B1900535100000  ,O MILAGRE DE SANTA LUZIA - 3ª TEMPORADA                                                             ,1651
B1900537000000  ,TELA SOBRE TINTA                                                                                    ,2109
B1900541900000  ,BREVE HISTÓRIA DO PLANETA VERDE                                                                     ,2570
B1900542100000  ,"GUAÍBA, ONDE AS ÁGUAS SE ENCONTRAM                                                                  ",1179
B1900542900000  ,A CRUCIGRAMISTA - 2ª TEMPORADA                                                                      ,2745
B1900545200000  ,DESTERRO                                                                                            ,1277
B1900548300000  ,"LIMA BARRETO, AO TERCEIRO DIA                                                                       ",1665
B1900561100000  ,CAPITÃO ASTÚCIA                                                                                     ,1562
B1900563800000  ,AS CIDADES AZUIS                                                                                    ,1341
B1900570100000  ,QUEM TEM MEDO DE LUCIENE CARVALHO?                                                                  ,1804
B1900571100000  ,INCOMPATÍVEL                                                                                        ,1232
B1900572600000  ,PUREZA                                                                                              ,1876
B1900572600000  ,PUREZA                                                                                              ,2697
B1900572600000  ,PUREZA                                                                                              ,31
B1900572800000  ,NOITES DE ALFACE                                                                                    ,2108
B1900576700000  ,ÊXTASE                                                                                              ,1383
B1900579600000  ,SOB O OLHAR DO PADROEIRO                                                                            ,2961
B1900579700000  ,PADROEIROS OFICIAIS DO BRASIL                                                                       ,3159
B1900583000000  ,SERIAL KELLY                                                                                        ,1598
B1900583000000  ,SERIAL KELLY                                                                                        ,1597
B1900583000000  ,SERIAL KELLY                                                                                        ,1600
B1900583000000  ,SERIAL KELLY                                                                                        ,1599
B1900583200000  ,CIDADE PÁSSARO                                                                                      ,3115
B1900583200000  ,CIDADE PÁSSARO                                                                                      ,1455
B1900583200000  ,CIDADE PÁSSARO                                                                                      ,3138
B1900583200000  ,CIDADE PÁSSARO                                                                                      ,3107
B1900584400000  ,AQUARELA MUSICAL                                                                                    ,1980
B1900584500000  ,UTOPIA BRASIL                                                                                       ,901
B1900585300000  ,A MARAVILHA DO SÉCULO                                                                               ,1653
B1900588100000  ,BANALIDADE DO MAL                                                                                   ,1247
B1900588900000  ,MADAME                                                                                              ,2900
B1900589000000  ,FABIANA                                                                                             ,2513
B1900589200000  ,OS SALAFRÁRIOS                                                                                      ,1584
B1900589200000  ,OS SALAFRÁRIOS                                                                                      ,1697
B1900590100000  ,VILA MARIOTE                                                                                        ,1886
B1900591800000  ,BORIS E RUFUS- TEMPORADA 03                                                                         ,3544
B1900592900000  ,A DIVISÃO - O FILME                                                                                 ,1687
B1900593200000  ,KING KONG EM ASUNCIÓN                                                                               ,855
B1900593500000  ,101 CANÇÕES                                                                                         ,2677
B1900593500000  ,101 CANÇÕES                                                                                         ,1556
B1900594800000  ,AMIGAS DE SORTE                                                                                     ,1544
B1900595100000  ,"BLITZ, O FILME                                                                                      ",1851
B1900596400000  ,FOI ASSIM E FOI ASSADO                                                                              ,1340
B1900597000000  ,A QUEM INTERESSA A IGNORÂNCIA?                                                                      ,1463
B1900597000000  ,A QUEM INTERESSA A IGNORÂNCIA?                                                                      ,3234
B1900597200000  ,SERTÂNIA                                                                                            ,1694
B1900605200000  ,"JORGE, O PADROEIRO GUERREIRO                                                                        ",3124
B1900606600000  ,FREQUÊNCIA POSITIVA                                                                                 ,2107
B1900611200000  ,A CIDADE DOS ABISMOS                                                                                ,2641
B1900612000000  ,FILHOS DO PAI ETERNO                                                                                ,3125
B1900613600000  ,AMOR SERTANEJO                                                                                      ,2058
B1900616500000  ,MILTON E O  CLUBE DA ESQUINA                                                                        ,2089
B1900617900000  ,A ÉTICA DAS HIENAS                                                                                  ,1550
B1900618000000  ,MACABRO                                                                                             ,2230
B1900618000000  ,MACABRO                                                                                             ,995
B1900619400000  ,GILBERTO GIL ANTOLOGIA VOL 1                                                                        ,2114
B1900619400000  ,GILBERTO GIL ANTOLOGIA VOL 1                                                                        ,1759
B1900623300000  ,OS OSSOS DA SAUDADE                                                                                 ,975
B1900623600000  ,UM ANIMAL AMARELO                                                                                   ,892
B1900630800000  ,O BONECO DE BARRO E O REI                                                                           ,1077
B1900630900000  ,MISSIVAS                                                                                            ,1357
B2000002200000  ,MATCHES                                                                                             ,2768
B2000002200000  ,MATCHES                                                                                             ,2228
B2000003600000  ,ONDE DORMEM OS SONHOS                                                                               ,1309
B2000004600000  ,SOLDADOS DA BORRACHA - OS HERÓIS ESQUECIDOS                                                         ,1553
B2000006000000  ,DE PERTO ELA NÃO É NORMAL                                                                           ,2253
B2000006000000  ,DE PERTO ELA NÃO É NORMAL                                                                           ,2115
B2000006500000  ,BABENCO - ALGUÉM TEM QUE OUVIR O CORAÇÃO E DIZER: PAROU                                             ,2640
B2000006700000  ,MARIGHELLA                                                                                          ,808
B2000006700000  ,MARIGHELLA                                                                                          ,2010
B2000007500000  ,"APERTE START, WOLFGANG                                                                              ",862
B2000008400000  ,ENCARCERADOS                                                                                        ,1639
B2000008700000  ,SALVE A MALANDRAGEM                                                                                 ,1551
B2000008800000  ,BOTO                                                                                                ,1082
B2000010600000  ,OPÇÃO AMÉRICA                                                                                       ,1784
B2000011200000  ,PERDIDO                                                                                             ,1813
B2000026900000  ,CULTURAMA                                                                                           ,929
B2000028000000  ,BRASIL JOIADO                                                                                       ,1832
B2000034100000  ,NO GOGÓ DO PAULINHO                                                                                 ,2659
B2000034100000  ,NO GOGÓ DO PAULINHO                                                                                 ,3182
B2000037100000  ,JOE & JOY (EX VIDAS FOFINHAS) - PILOTO                                                              ,839
B2000038400000  ,MATIZES DO BRASIL                                                                                   ,1467
B2000040200000  ,SOLTEIRA QUASE SURTANDO                                                                             ,3161
B2000041300000  ,O PALESTRANTE                                                                                       ,2312
B2000042800000  ,LAMENTO                                                                                             ,1727
B2000043200000  ,LEGADO ITALIANO                                                                                     ,1733
B2000043400000  ,A OUTRA PELE                                                                                        ,2147
B2000044900000  ,PARA ONDE VOAM AS FEITICEIRAS                                                                       ,2235
B2000045700000  ,JUAZEIRO - CHÃO SAGRADO                                                                             ,1226
B2000046400000  ,FAVELA GAY - PERIFERIAS LGBTQI+                                                                     ,1862
B2000047900000  ,JÚPITER                                                                                             ,1618
B2000047900000  ,JÚPITER                                                                                             ,2910
B2000048800000  ,"UMA MULHER, UMA ALDEIA                                                                              ",1805
B2000050400000  ,HISTÓRIAS DE CARNAVAL - SÉRIE ESPECIAL                                                              ,3033
B2000056100000  ,DIRETAS JÁ                                                                                          ,968
B2000059600000  ,DA MANGA ROSA                                                                                       ,1809
B2000059900000  ,VILA HAITI                                                                                          ,1288
B2000060400000  ,MERGULHANDO                                                                                         ,1222
B2000064200000  ,SANKOFA A AFRICA QUE TE HABITA                                                                      ,1925
B2000064800000  ,BAHIA DE FÉ                                                                                         ,2865
B2000065800000  ,TARSILINHA                                                                                          ,757
B2000066500000  ,FIM DE FESTA                                                                                        ,3126
B2000066500000  ,FIM DE FESTA                                                                                        ,2051
B2000066500000  ,FIM DE FESTA                                                                                        ,2050
B2000066500000  ,FIM DE FESTA                                                                                        ,2049
B2000069400000  ,A MÃE DE TODAS AS LUTAS                                                                             ,1923
B2000070300000  ,DOIS MAIS DOIS                                                                                      ,2977
B2000070700000  ,RIOS                                                                                                ,1534
B2000073200000  ,CASA IZABEL                                                                                         ,2342
B2000075100000  ,GAMEBROS                                                                                            ,323
B2000076800000  ,MATO SECO EM CHAMAS                                                                                 ,1520
B2000078000000  ,DEPOIS A LOUCA SOU EU                                                                               ,3001
B2000078000000  ,DEPOIS A LOUCA SOU EU                                                                               ,2623
B2000078000000  ,DEPOIS A LOUCA SOU EU                                                                               ,3412
B2000081700000  ,ELA E EU                                                                                            ,1607
B2000090900000  ,O LABORATÓRIO DO PROFESSOR POLICARPO - 2ª TEMPORADA                                                 ,1945
B2000091000000  ,NÓS                                                                                                 ,362
B2000096200000  ,EDUARDO E MÔNICA                                                                                    ,1312
B2000096300000  ,A MORTE HABITA À NOITE                                                                              ,1229
B2000096300000  ,A MORTE HABITA À NOITE                                                                              ,1234
B2000096400000  ,SAMBALANÇO - A BOSSA QUE DANÇA                                                                      ,2888
B2000096400000  ,SAMBALANÇO - A BOSSA QUE DANÇA                                                                      ,2893
B2000096500000  ,ACQUA MOVIE                                                                                         ,1298
B2000096500000  ,ACQUA MOVIE                                                                                         ,1868
B2000096500000  ,ACQUA MOVIE                                                                                         ,2954
B2000097600000  ,SELVAGEM                                                                                            ,2392
B2000097600000  ,SELVAGEM                                                                                            ,3176
B2000098200000  ,CÍCERO                                                                                              ,2616
B2000099000000  ,COMIDA AQUI É MATO!                                                                                 ,2905
B2000100300000  ,PASSAGEM SECRETA                                                                                    ,1981
B2000100400000  ,HOSANA NAS ALTURAS                                                                                  ,985
B2000100500000  ,NOSSO AMOR DE HOJE                                                                                  ,1792
B2000100700000  ,MOVIMENTOS DO INVISÍVEL                                                                             ,1983
B2000101500000  ,OS ÚLTIMOS DIAS DE GILDA                                                                            ,1139
B2000102800000  ,CORRENDO POR UM SONHO                                                                               ,72
B2000102800000  ,CORRENDO POR UM SONHO                                                                               ,1880
