REGISTRO_ANCINE,RAZAO_SOCIAL,CNPJ,ATIVIDADE_ECONOMICA,CLASSIFICACAO_ATIVIDADE
45333,MIA CONTEUDO E PRODUÇÕES LTDA,35.587.888/0001-95,"Atividades de produção de fotografias, exceto aérea e submarina",SECUNDARIA
45333,MIA CONTEUDO E PRODUÇÕES LTDA,35.587.888/0001-95,Consultoria em publicidade,SECUNDARIA
45333,MIA CONTEUDO E PRODUÇÕES LTDA,35.587.888/0001-95,Estúdios cinematográficos,SECUNDARIA
45333,MIA CONTEUDO E PRODUÇÕES LTDA,35.587.888/0001-95,Filmagem de festas e eventos,SECUNDARIA
45333,MIA CONTEUDO E PRODUÇÕES LTDA,35.587.888/0001-95,Marketing direto,SECUNDARIA
45333,MIA CONTEUDO E PRODUÇÕES LTDA,35.587.888/0001-95,Produção de filmes para publicidade,SECUNDARIA
45333,MIA CONTEUDO E PRODUÇÕES LTDA,35.587.888/0001-95,Promoção de vendas,SECUNDARIA
45333,MIA CONTEUDO E PRODUÇÕES LTDA,35.587.888/0001-95,Seleção e agenciamento de mão-de-obra,SECUNDARIA
45814,ANDRE MACEDO RIOS CAVALCANTI 10422172707,26.421.082/0001-31,"Atividades de pós-produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente",PRINCIPAL
45814,ANDRE MACEDO RIOS CAVALCANTI 10422172707,26.421.082/0001-31,Atividades de produção de fotografias aéreas e submarinas,SECUNDARIA
45814,ANDRE MACEDO RIOS CAVALCANTI 10422172707,26.421.082/0001-31,"Atividades de produção de fotografias, exceto aérea e submarina",SECUNDARIA
45814,ANDRE MACEDO RIOS CAVALCANTI 10422172707,26.421.082/0001-31,Filmagem de festas e eventos,SECUNDARIA
45814,ANDRE MACEDO RIOS CAVALCANTI 10422172707,26.421.082/0001-31,Serviços combinados de escritório e apoio administrativo,SECUNDARIA
45838,ELIMARIO DE SOUZA MACHADO 11343969700,36.219.247/0001-40,"Atividades de pós-produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente",PRINCIPAL
45838,ELIMARIO DE SOUZA MACHADO 11343969700,36.219.247/0001-40,Atividades de produção de fotografias aéreas e submarinas,SECUNDARIA
45838,ELIMARIO DE SOUZA MACHADO 11343969700,36.219.247/0001-40,"Atividades de produção de fotografias, exceto aérea e submarina",SECUNDARIA
45838,ELIMARIO DE SOUZA MACHADO 11343969700,36.219.247/0001-40,Edição de livros,SECUNDARIA
45838,ELIMARIO DE SOUZA MACHADO 11343969700,36.219.247/0001-40,Edição de revistas,SECUNDARIA
4587,VIDEOMAKER PRODUÇÕES LTDA.,00.414.568/0001-59,Agências de publicidade,PRINCIPAL
4587,VIDEOMAKER PRODUÇÕES LTDA.,00.414.568/0001-59,Filmagem de festas e eventos,SECUNDARIA
4587,VIDEOMAKER PRODUÇÕES LTDA.,00.414.568/0001-59,Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente,SECUNDARIA
46038,YAGO DE VARGAS MENDONCA 13977949764,35.862.793/0001-32,"Atividades de pós-produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente",PRINCIPAL
46038,YAGO DE VARGAS MENDONCA 13977949764,35.862.793/0001-32,"Atividades de produção de fotografias, exceto aérea e submarina",SECUNDARIA
46038,YAGO DE VARGAS MENDONCA 13977949764,35.862.793/0001-32,Filmagem de festas e eventos,SECUNDARIA
46096,THIAGO DOS SANTOS CO 08771060707,37.114.074/0001-69,"Atividades de pós-produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente",PRINCIPAL
46096,THIAGO DOS SANTOS CO 08771060707,37.114.074/0001-69,Atividades de produção de fotografias aéreas e submarinas,SECUNDARIA
46096,THIAGO DOS SANTOS CO 08771060707,37.114.074/0001-69,"Atividades de produção de fotografias, exceto aérea e submarina",SECUNDARIA
46096,THIAGO DOS SANTOS CO 08771060707,37.114.074/0001-69,Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente,SECUNDARIA
46096,THIAGO DOS SANTOS CO 08771060707,37.114.074/0001-69,Fabricação de alimentos e pratos prontos,SECUNDARIA
46096,THIAGO DOS SANTOS CO 08771060707,37.114.074/0001-69,Filmagem de festas e eventos,SECUNDARIA
46130,ANDRE LUIZ TEIXEIRA TRAVASSOS 00759467269,29.031.260/0001-06,"Atividades de pós-produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente",PRINCIPAL
46130,ANDRE LUIZ TEIXEIRA TRAVASSOS 00759467269,29.031.260/0001-06,"Atividades de produção de fotografias, exceto aérea e submarina",SECUNDARIA
46130,ANDRE LUIZ TEIXEIRA TRAVASSOS 00759467269,29.031.260/0001-06,Filmagem de festas e eventos,SECUNDARIA
46130,ANDRE LUIZ TEIXEIRA TRAVASSOS 00759467269,29.031.260/0001-06,Impressão de material para outros usos,SECUNDARIA
46130,ANDRE LUIZ TEIXEIRA TRAVASSOS 00759467269,29.031.260/0001-06,Produção teatral,SECUNDARIA
46409,RAFAELA RODRIGUES BRANDÃO DE ANDRADE 05840981702,23.572.489/0001-71,Filmagem de festas e eventos,PRINCIPAL
46409,RAFAELA RODRIGUES BRANDÃO DE ANDRADE 05840981702,23.572.489/0001-71,"Atividades de pós-produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente",SECUNDARIA
46409,RAFAELA RODRIGUES BRANDÃO DE ANDRADE 05840981702,23.572.489/0001-71,Atividades de produção de fotografias aéreas e submarinas,SECUNDARIA
46409,RAFAELA RODRIGUES BRANDÃO DE ANDRADE 05840981702,23.572.489/0001-71,"Atividades de produção de fotografias, exceto aérea e submarina",SECUNDARIA
46519,SALVADOR AGENCIA DE PUBLICIDADE LTDA,05.804.377/0001-17,Agências de publicidade,PRINCIPAL
46519,SALVADOR AGENCIA DE PUBLICIDADE LTDA,05.804.377/0001-17,Atividades de gravação de som e de edição de música,SECUNDARIA
46519,SALVADOR AGENCIA DE PUBLICIDADE LTDA,05.804.377/0001-17,"Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente",SECUNDARIA
46519,SALVADOR AGENCIA DE PUBLICIDADE LTDA,05.804.377/0001-17,Desenvolvimento de programas de computador sob encomenda,SECUNDARIA
46519,SALVADOR AGENCIA DE PUBLICIDADE LTDA,05.804.377/0001-17,Produção de filmes para publicidade,SECUNDARIA
46519,SALVADOR AGENCIA DE PUBLICIDADE LTDA,05.804.377/0001-17,Produção musical,SECUNDARIA
46530,CREARE ASSESSORIA COMUNICAÇÃO E MARKETING LTDA,37.184.804/0001-06,Agências de publicidade,PRINCIPAL
46530,CREARE ASSESSORIA COMUNICAÇÃO E MARKETING LTDA,37.184.804/0001-06,"Agenciamento de espaços para publicidade, exceto em veículos de comunicação",SECUNDARIA
46530,CREARE ASSESSORIA COMUNICAÇÃO E MARKETING LTDA,37.184.804/0001-06,Agências de notícias,SECUNDARIA
46530,CREARE ASSESSORIA COMUNICAÇÃO E MARKETING LTDA,37.184.804/0001-06,"Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente",SECUNDARIA
46530,CREARE ASSESSORIA COMUNICAÇÃO E MARKETING LTDA,37.184.804/0001-06,"Atividades de produção de fotografias, exceto aérea e submarina",SECUNDARIA
46530,CREARE ASSESSORIA COMUNICAÇÃO E MARKETING LTDA,37.184.804/0001-06,Consultoria em publicidade,SECUNDARIA
46530,CREARE ASSESSORIA COMUNICAÇÃO E MARKETING LTDA,37.184.804/0001-06,Estúdios cinematográficos,SECUNDARIA
46530,CREARE ASSESSORIA COMUNICAÇÃO E MARKETING LTDA,37.184.804/0001-06,Laboratórios fotográficos,SECUNDARIA
46530,CREARE ASSESSORIA COMUNICAÇÃO E MARKETING LTDA,37.184.804/0001-06,Outras atividades de publicidade não especificadas anteriormente,SECUNDARIA
46530,CREARE ASSESSORIA COMUNICAÇÃO E MARKETING LTDA,37.184.804/0001-06,Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente,SECUNDARIA
46530,CREARE ASSESSORIA COMUNICAÇÃO E MARKETING LTDA,37.184.804/0001-06,Produção de filmes para publicidade,SECUNDARIA
46530,CREARE ASSESSORIA COMUNICAÇÃO E MARKETING LTDA,37.184.804/0001-06,Promoção de vendas,SECUNDARIA
46530,CREARE ASSESSORIA COMUNICAÇÃO E MARKETING LTDA,37.184.804/0001-06,Web design,SECUNDARIA
46534,ALEXANDRE ANTONIO VIANA 12891115708,28.298.402/0001-33,"Atividades de pós-produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente",PRINCIPAL
46534,ALEXANDRE ANTONIO VIANA 12891115708,28.298.402/0001-33,Aluguel de máquinas e equipamentos para escritório,SECUNDARIA
46534,ALEXANDRE ANTONIO VIANA 12891115708,28.298.402/0001-33,Atividades de produção de fotografias aéreas e submarinas,SECUNDARIA
46534,ALEXANDRE ANTONIO VIANA 12891115708,28.298.402/0001-33,"Atividades de produção de fotografias, exceto aérea e submarina",SECUNDARIA
46534,ALEXANDRE ANTONIO VIANA 12891115708,28.298.402/0001-33,Filmagem de festas e eventos,SECUNDARIA
46534,ALEXANDRE ANTONIO VIANA 12891115708,28.298.402/0001-33,Reparação e manutenção de computadores e de equipamentos periféricos,SECUNDARIA
46542,FILIPE DE MORAES 10493777709,37.064.188/0001-41,"Atividades de produção de fotografias, exceto aérea e submarina",PRINCIPAL
46542,FILIPE DE MORAES 10493777709,37.064.188/0001-41,"Atividades de pós-produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente",SECUNDARIA
46542,FILIPE DE MORAES 10493777709,37.064.188/0001-41,Atividades de produção de fotografias aéreas e submarinas,SECUNDARIA
46552,CARLOS AUGUSTO GONCALVES VIEIRA 07331497740,31.529.645/0001-40,"Ensino de artes cênicas, exceto dança",PRINCIPAL
46552,CARLOS AUGUSTO GONCALVES VIEIRA 07331497740,31.529.645/0001-40,Outras atividades de ensino não especificadas anteriormente,SECUNDARIA
46552,CARLOS AUGUSTO GONCALVES VIEIRA 07331497740,31.529.645/0001-40,"Serviços de organização de feiras, congressos, exposições e festas",SECUNDARIA
46552,CARLOS AUGUSTO GONCALVES VIEIRA 07331497740,31.529.645/0001-40,Treinamento em desenvolvimento profissional e gerencial,SECUNDARIA
47020,LUIZ EDUARDO DA SILVA BECIGO 13198962781,23.717.729/0001-89,"Atividades de pós-produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente",PRINCIPAL
47243,THIAGO CLEITON SILVA SOARES 12319602720,23.923.441/0001-60,Produção musical,PRINCIPAL
47243,THIAGO CLEITON SILVA SOARES 12319602720,23.923.441/0001-60,"Atividades de pós-produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente",SECUNDARIA
47243,THIAGO CLEITON SILVA SOARES 12319602720,23.923.441/0001-60,Atividades de produção de fotografias aéreas e submarinas,SECUNDARIA
47243,THIAGO CLEITON SILVA SOARES 12319602720,23.923.441/0001-60,"Atividades de produção de fotografias, exceto aérea e submarina",SECUNDARIA
47243,THIAGO CLEITON SILVA SOARES 12319602720,23.923.441/0001-60,Atividades de sonorização e de iluminação,SECUNDARIA
47243,THIAGO CLEITON SILVA SOARES 12319602720,23.923.441/0001-60,"Edição de cadastros, listas e outros produtos gráficos",SECUNDARIA
47243,THIAGO CLEITON SILVA SOARES 12319602720,23.923.441/0001-60,Ensino de música,SECUNDARIA
47243,THIAGO CLEITON SILVA SOARES 12319602720,23.923.441/0001-60,Filmagem de festas e eventos,SECUNDARIA
47243,THIAGO CLEITON SILVA SOARES 12319602720,23.923.441/0001-60,"Serviços de organização de feiras, congressos, exposições e festas",SECUNDARIA
47263,RODRIGO NOVO GAMA 14592353714,31.458.492/0001-97,Produção musical,PRINCIPAL
47263,RODRIGO NOVO GAMA 14592353714,31.458.492/0001-97,Preparação de documentos e serviços especializados de apoio administrativo não especificados anteriormente,SECUNDARIA
47290,ANA GABRIELA FONSECA FERREIRA 15819436792,32.577.562/0001-99,Produção musical,PRINCIPAL
47290,ANA GABRIELA FONSECA FERREIRA 15819436792,32.577.562/0001-99,"Aluguel de móveis, utensílios e aparelhos de uso doméstico e pessoal; instrumentos musicais",SECUNDARIA
47290,ANA GABRIELA FONSECA FERREIRA 15819436792,32.577.562/0001-99,"Atividades de pós-produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente",SECUNDARIA
47290,ANA GABRIELA FONSECA FERREIRA 15819436792,32.577.562/0001-99,"Comércio varejista de discos, CDs, DVDs e fitas",SECUNDARIA
47290,ANA GABRIELA FONSECA FERREIRA 15819436792,32.577.562/0001-99,Comércio varejista de objetos de arte,SECUNDARIA
47290,ANA GABRIELA FONSECA FERREIRA 15819436792,32.577.562/0001-99,Comércio varejista especializado de instrumentos musicais e acessórios,SECUNDARIA
47290,ANA GABRIELA FONSECA FERREIRA 15819436792,32.577.562/0001-99,Edição de livros,SECUNDARIA
47290,ANA GABRIELA FONSECA FERREIRA 15819436792,32.577.562/0001-99,Ensino de arte e cultura não especificado anteriormente,SECUNDARIA
47290,ANA GABRIELA FONSECA FERREIRA 15819436792,32.577.562/0001-99,"Ensino de artes cênicas, exceto dança",SECUNDARIA
47290,ANA GABRIELA FONSECA FERREIRA 15819436792,32.577.562/0001-99,Ensino de música,SECUNDARIA
47290,ANA GABRIELA FONSECA FERREIRA 15819436792,32.577.562/0001-99,Fabricação de produtos diversos não especificados anteriormente,SECUNDARIA
47290,ANA GABRIELA FONSECA FERREIRA 15819436792,32.577.562/0001-99,Filmagem de festas e eventos,SECUNDARIA
47290,ANA GABRIELA FONSECA FERREIRA 15819436792,32.577.562/0001-99,Outras atividades de ensino não especificadas anteriormente,SECUNDARIA
47290,ANA GABRIELA FONSECA FERREIRA 15819436792,32.577.562/0001-99,Produção teatral,SECUNDARIA
47290,ANA GABRIELA FONSECA FERREIRA 15819436792,32.577.562/0001-99,Serviços de dublagem,SECUNDARIA
47290,ANA GABRIELA FONSECA FERREIRA 15819436792,32.577.562/0001-99,"Serviços de organização de feiras, congressos, exposições e festas",SECUNDARIA
47308,ESTRIPOLIA PRODUÇÕES ARTÍSTICAS LTDA,15.651.792/0001-31,"Serviços de organização de feiras, congressos, exposições e festas",PRINCIPAL
47308,ESTRIPOLIA PRODUÇÕES ARTÍSTICAS LTDA,15.651.792/0001-31,"Artes cênicas, espetáculos e atividades complementares não especificados anteriormente",SECUNDARIA
47308,ESTRIPOLIA PRODUÇÕES ARTÍSTICAS LTDA,15.651.792/0001-31,"Ensino de artes cênicas, exceto dança",SECUNDARIA
47308,ESTRIPOLIA PRODUÇÕES ARTÍSTICAS LTDA,15.651.792/0001-31,Ensino de dança,SECUNDARIA
47308,ESTRIPOLIA PRODUÇÕES ARTÍSTICAS LTDA,15.651.792/0001-31,Ensino de música,SECUNDARIA
47308,ESTRIPOLIA PRODUÇÕES ARTÍSTICAS LTDA,15.651.792/0001-31,"Produção de espetáculos circenses, de marionetes e similares",SECUNDARIA
47308,ESTRIPOLIA PRODUÇÕES ARTÍSTICAS LTDA,15.651.792/0001-31,Produção musical,SECUNDARIA
47308,ESTRIPOLIA PRODUÇÕES ARTÍSTICAS LTDA,15.651.792/0001-31,Produção teatral,SECUNDARIA
47388,SONORA FILMES LTDA,25.912.530/0001-37,"Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente",PRINCIPAL
47388,SONORA FILMES LTDA,25.912.530/0001-37,"Aluguel de móveis, utensílios e aparelhos de uso doméstico e pessoal; instrumentos musicais",SECUNDARIA
47388,SONORA FILMES LTDA,25.912.530/0001-37,"Atividades de pós-produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente",SECUNDARIA
47388,SONORA FILMES LTDA,25.912.530/0001-37,"Atividades de produção de fotografias, exceto aérea e submarina",SECUNDARIA
47388,SONORA FILMES LTDA,25.912.530/0001-37,Atividades de sonorização e de iluminação,SECUNDARIA
47388,SONORA FILMES LTDA,25.912.530/0001-37,Filmagem de festas e eventos,SECUNDARIA
47405,MAURICIO GUEDES JACOB 10482716762,17.140.796/0001-80,Filmagem de festas e eventos,PRINCIPAL
47405,MAURICIO GUEDES JACOB 10482716762,17.140.796/0001-80,"Atividades de pós-produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente",SECUNDARIA
47405,MAURICIO GUEDES JACOB 10482716762,17.140.796/0001-80,Atividades de produção de fotografias aéreas e submarinas,SECUNDARIA
47405,MAURICIO GUEDES JACOB 10482716762,17.140.796/0001-80,"Atividades de produção de fotografias, exceto aérea e submarina",SECUNDARIA
47405,MAURICIO GUEDES JACOB 10482716762,17.140.796/0001-80,Ensino de arte e cultura não especificado anteriormente,SECUNDARIA
47405,MAURICIO GUEDES JACOB 10482716762,17.140.796/0001-80,Outras atividades de recreação e lazer não especificadas anteriormente,SECUNDARIA
47405,MAURICIO GUEDES JACOB 10482716762,17.140.796/0001-80,"Serviços de organização de feiras, congressos, exposições e festas",SECUNDARIA
47416,SPOT PUBLICIDADE LTDA,34.430.442/0001-90,Agências de publicidade,PRINCIPAL
47416,SPOT PUBLICIDADE LTDA,34.430.442/0001-90,"Agenciamento de espaços para publicidade, exceto em veículos de comunicação",SECUNDARIA
47416,SPOT PUBLICIDADE LTDA,34.430.442/0001-90,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica",SECUNDARIA
47416,SPOT PUBLICIDADE LTDA,34.430.442/0001-90,"Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente",SECUNDARIA
47416,SPOT PUBLICIDADE LTDA,34.430.442/0001-90,Atividades de produção de fotografias aéreas e submarinas,SECUNDARIA
47416,SPOT PUBLICIDADE LTDA,34.430.442/0001-90,"Atividades de produção de fotografias, exceto aérea e submarina",SECUNDARIA
47416,SPOT PUBLICIDADE LTDA,34.430.442/0001-90,"Edição de cadastros, listas e outros produtos gráficos",SECUNDARIA
47416,SPOT PUBLICIDADE LTDA,34.430.442/0001-90,Estúdios cinematográficos,SECUNDARIA
47416,SPOT PUBLICIDADE LTDA,34.430.442/0001-90,Marketing direto,SECUNDARIA
47416,SPOT PUBLICIDADE LTDA,34.430.442/0001-90,Outras atividades de publicidade não especificadas anteriormente,SECUNDARIA
47416,SPOT PUBLICIDADE LTDA,34.430.442/0001-90,Produção de filmes para publicidade,SECUNDARIA
47416,SPOT PUBLICIDADE LTDA,34.430.442/0001-90,Produção musical,SECUNDARIA
47416,SPOT PUBLICIDADE LTDA,34.430.442/0001-90,Produção teatral,SECUNDARIA
47416,SPOT PUBLICIDADE LTDA,34.430.442/0001-90,Promoção de vendas,SECUNDARIA
47416,SPOT PUBLICIDADE LTDA,34.430.442/0001-90,Reprodução de som em qualquer suporte,SECUNDARIA
47416,SPOT PUBLICIDADE LTDA,34.430.442/0001-90,Serviços de mixagem sonora em produção audiovisual,SECUNDARIA
47416,SPOT PUBLICIDADE LTDA,34.430.442/0001-90,"Serviços de organização de feiras, congressos, exposições e festas",SECUNDARIA
47449,JESSICA DE CARVALHO ZANOTELLI 13793577724,31.451.298/0001-80,"Atividades de pós-produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente",PRINCIPAL
47449,JESSICA DE CARVALHO ZANOTELLI 13793577724,31.451.298/0001-80,"Atividades de produção de fotografias, exceto aérea e submarina",SECUNDARIA
47449,JESSICA DE CARVALHO ZANOTELLI 13793577724,31.451.298/0001-80,Filmagem de festas e eventos,SECUNDARIA
47449,JESSICA DE CARVALHO ZANOTELLI 13793577724,31.451.298/0001-80,"Serviços de organização de feiras, congressos, exposições e festas",SECUNDARIA
47449,JESSICA DE CARVALHO ZANOTELLI 13793577724,31.451.298/0001-80,Treinamento em desenvolvimento profissional e gerencial,SECUNDARIA
47449,JESSICA DE CARVALHO ZANOTELLI 13793577724,31.451.298/0001-80,Treinamento em informática,SECUNDARIA
47524,RATIMBUM PRODUÇÕES DE ARTES LTDA,39.341.953/0001-59,"Artes cênicas, espetáculos e atividades complementares não especificados anteriormente",PRINCIPAL
47524,RATIMBUM PRODUÇÕES DE ARTES LTDA,39.341.953/0001-59,"Aluguel de fitas de vídeo, DVDs e similares",SECUNDARIA
47524,RATIMBUM PRODUÇÕES DE ARTES LTDA,39.341.953/0001-59,"Aluguel de palcos, coberturas e outras estruturas de uso temporário, exceto andaimes",SECUNDARIA
47524,RATIMBUM PRODUÇÕES DE ARTES LTDA,39.341.953/0001-59,Atividades de exibição cinematográfica,SECUNDARIA
47524,RATIMBUM PRODUÇÕES DE ARTES LTDA,39.341.953/0001-59,Atividades de gravação de som e de edição de música,SECUNDARIA
47524,RATIMBUM PRODUÇÕES DE ARTES LTDA,39.341.953/0001-59,"Atividades de pós-produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente",SECUNDARIA
47524,RATIMBUM PRODUÇÕES DE ARTES LTDA,39.341.953/0001-59,"Atividades de produção de fotografias, exceto aérea e submarina",SECUNDARIA
47524,RATIMBUM PRODUÇÕES DE ARTES LTDA,39.341.953/0001-59,Atividades de sonorização e de iluminação,SECUNDARIA
47524,RATIMBUM PRODUÇÕES DE ARTES LTDA,39.341.953/0001-59,Ensino de arte e cultura não especificado anteriormente,SECUNDARIA
47524,RATIMBUM PRODUÇÕES DE ARTES LTDA,39.341.953/0001-59,Ensino de dança,SECUNDARIA
47524,RATIMBUM PRODUÇÕES DE ARTES LTDA,39.341.953/0001-59,Ensino de música,SECUNDARIA
47524,RATIMBUM PRODUÇÕES DE ARTES LTDA,39.341.953/0001-59,"Gestão de espaços para artes cênicas, espetáculos e outras atividades artísticas",SECUNDARIA
47524,RATIMBUM PRODUÇÕES DE ARTES LTDA,39.341.953/0001-59,Outras atividades de publicidade não especificadas anteriormente,SECUNDARIA
47524,RATIMBUM PRODUÇÕES DE ARTES LTDA,39.341.953/0001-59,Outras atividades de recreação e lazer não especificadas anteriormente,SECUNDARIA
47524,RATIMBUM PRODUÇÕES DE ARTES LTDA,39.341.953/0001-59,"Produção de espetáculos circenses, de marionetes e similares",SECUNDARIA
47524,RATIMBUM PRODUÇÕES DE ARTES LTDA,39.341.953/0001-59,Produção de espetáculos de dança,SECUNDARIA
47524,RATIMBUM PRODUÇÕES DE ARTES LTDA,39.341.953/0001-59,Produção musical,SECUNDARIA
47524,RATIMBUM PRODUÇÕES DE ARTES LTDA,39.341.953/0001-59,Produção teatral,SECUNDARIA
47524,RATIMBUM PRODUÇÕES DE ARTES LTDA,39.341.953/0001-59,Serviços de dublagem,SECUNDARIA
47524,RATIMBUM PRODUÇÕES DE ARTES LTDA,39.341.953/0001-59,Serviços de mixagem sonora em produção audiovisual,SECUNDARIA
47524,RATIMBUM PRODUÇÕES DE ARTES LTDA,39.341.953/0001-59,"Serviços de organização de feiras, congressos, exposições e festas",SECUNDARIA
47524,RATIMBUM PRODUÇÕES DE ARTES LTDA,39.341.953/0001-59,Serviços de reservas e outros serviços de turismo não especificados anteriormente,SECUNDARIA
47542,MARIA ZALEM RAMIRO 90040473791,34.532.932/0001-05,"Atividades de pós-produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente",PRINCIPAL
47542,MARIA ZALEM RAMIRO 90040473791,34.532.932/0001-05,"Atividades de produção de fotografias, exceto aérea e submarina",SECUNDARIA
47542,MARIA ZALEM RAMIRO 90040473791,34.532.932/0001-05,Atividades de sonorização e de iluminação,SECUNDARIA
47542,MARIA ZALEM RAMIRO 90040473791,34.532.932/0001-05,Edição de jornais não diários,SECUNDARIA
47542,MARIA ZALEM RAMIRO 90040473791,34.532.932/0001-05,Filmagem de festas e eventos,SECUNDARIA
47542,MARIA ZALEM RAMIRO 90040473791,34.532.932/0001-05,Produção teatral,SECUNDARIA
47542,MARIA ZALEM RAMIRO 90040473791,34.532.932/0001-05,"Serviços de organização de feiras, congressos, exposições e festas",SECUNDARIA
47542,MARIA ZALEM RAMIRO 90040473791,34.532.932/0001-05,Serviços de pré-impressão,SECUNDARIA
47567,WAGNER SANTOS OLIVEIRA 08026103742,14.876.344/0001-73,"Atividades de pós-produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente",PRINCIPAL
47567,WAGNER SANTOS OLIVEIRA 08026103742,14.876.344/0001-73,"Atividades de produção de fotografias, exceto aérea e submarina",SECUNDARIA
47567,WAGNER SANTOS OLIVEIRA 08026103742,14.876.344/0001-73,Atividades de sonorização e de iluminação,SECUNDARIA
47567,WAGNER SANTOS OLIVEIRA 08026103742,14.876.344/0001-73,Filmagem de festas e eventos,SECUNDARIA
47567,WAGNER SANTOS OLIVEIRA 08026103742,14.876.344/0001-73,"Serviços de organização de feiras, congressos, exposições e festas",SECUNDARIA
47577,E.D. FONSECA HEWITT,39.741.470/0001-41,"Artes cênicas, espetáculos e atividades complementares não especificados anteriormente",PRINCIPAL
47577,E.D. FONSECA HEWITT,39.741.470/0001-41,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica",SECUNDARIA
47577,E.D. FONSECA HEWITT,39.741.470/0001-41,Atividades de exibição cinematográfica,SECUNDARIA
47577,E.D. FONSECA HEWITT,39.741.470/0001-41,Atividades de gravação de som e de edição de música,SECUNDARIA
47577,E.D. FONSECA HEWITT,39.741.470/0001-41,"Atividades de pós-produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente",SECUNDARIA
47577,E.D. FONSECA HEWITT,39.741.470/0001-41,"Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente",SECUNDARIA
47577,E.D. FONSECA HEWITT,39.741.470/0001-41,"Distribuição cinematográfica, de vídeo e de programas de televisão",SECUNDARIA
47577,E.D. FONSECA HEWITT,39.741.470/0001-41,Edição de livros,SECUNDARIA
47577,E.D. FONSECA HEWITT,39.741.470/0001-41,Exploração de jogos eletrônicos recreativos,SECUNDARIA
47577,E.D. FONSECA HEWITT,39.741.470/0001-41,Filmagem de festas e eventos,SECUNDARIA
47577,E.D. FONSECA HEWITT,39.741.470/0001-41,"Gestão de espaços para artes cênicas, espetáculos e outras atividades artísticas",SECUNDARIA
47577,E.D. FONSECA HEWITT,39.741.470/0001-41,Produção de filmes para publicidade,SECUNDARIA
47577,E.D. FONSECA HEWITT,39.741.470/0001-41,Produção teatral,SECUNDARIA
47577,E.D. FONSECA HEWITT,39.741.470/0001-41,Serviços de dublagem,SECUNDARIA
47577,E.D. FONSECA HEWITT,39.741.470/0001-41,Serviços de mixagem sonora em produção audiovisual,SECUNDARIA
47607,ALIF SANTOS FERREIRA,31.449.125/0001-27,Filmagem de festas e eventos,PRINCIPAL
47607,ALIF SANTOS FERREIRA,31.449.125/0001-27,"Atividades de pós-produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente",SECUNDARIA
47607,ALIF SANTOS FERREIRA,31.449.125/0001-27,Atividades de produção de fotografias aéreas e submarinas,SECUNDARIA
47607,ALIF SANTOS FERREIRA,31.449.125/0001-27,"Atividades de produção de fotografias, exceto aérea e submarina",SECUNDARIA
47607,ALIF SANTOS FERREIRA,31.449.125/0001-27,Comércio varejista especializado de equipamentos e suprimentos de informática,SECUNDARIA
47652,ATROM PRODUCOES E CONSULTORIA LTDA,40.222.072/0001-06,Estúdios cinematográficos,PRINCIPAL
47652,ATROM PRODUCOES E CONSULTORIA LTDA,40.222.072/0001-06,"Agenciamento de espaços para publicidade, exceto em veículos de comunicação",SECUNDARIA
47652,ATROM PRODUCOES E CONSULTORIA LTDA,40.222.072/0001-06,Aluguel de máquinas e equipamentos para escritório,SECUNDARIA
47652,ATROM PRODUCOES E CONSULTORIA LTDA,40.222.072/0001-06,"Artes cênicas, espetáculos e atividades complementares não especificados anteriormente",SECUNDARIA
47652,ATROM PRODUCOES E CONSULTORIA LTDA,40.222.072/0001-06,"Atividades de artistas plásticos, jornalistas independentes e escritores",SECUNDARIA
