REGISTRO_ANCINE,RAZAO_SOCIAL,CNPJ,ATIVIDADE_ECONOMICA,CLASSIFICACAO_ATIVIDADE
11776,GALPÃO PRODUÇÕES ARTÍSTICAS E CULTURAIS LTDA,02.616.581/0001-16,"Artes cênicas, espetáculos e atividades complementares não especificados anteriormente",PRINCIPAL
11776,GALPÃO PRODUÇÕES ARTÍSTICAS E CULTURAIS LTDA,02.616.581/0001-16,"Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente",SECUNDARIA
12199,E.R.TOSTA,03.692.683/0001-83,Agências de publicidade,PRINCIPAL
12199,E.R.TOSTA,03.692.683/0001-83,Produção de espetáculos de dança,SECUNDARIA
12199,E.R.TOSTA,03.692.683/0001-83,Produção de filmes para publicidade,SECUNDARIA
12199,E.R.TOSTA,03.692.683/0001-83,Produção musical,SECUNDARIA
12476,CINEMATOGRÁFICA JARDINS LTDA ME,08.101.204/0001-20,Atividades de exibição cinematográfica,PRINCIPAL
12476,CINEMATOGRÁFICA JARDINS LTDA ME,08.101.204/0001-20,"Comércio varejista de doces, balas, bombons e semelhantes",SECUNDARIA
12476,CINEMATOGRÁFICA JARDINS LTDA ME,08.101.204/0001-20,"Lanchonetes, casas de chá, de sucos e similares",SECUNDARIA
12796,LÚMEN PRODUÇÕES AUDIOVISUAIS LTDA. - ME,08.103.899/0001-80,Estúdios cinematográficos,PRINCIPAL
12796,LÚMEN PRODUÇÕES AUDIOVISUAIS LTDA. - ME,08.103.899/0001-80,Agências de publicidade,SECUNDARIA
12796,LÚMEN PRODUÇÕES AUDIOVISUAIS LTDA. - ME,08.103.899/0001-80,"Aluguel de outras máquinas e equipamentos comerciais e industriais não especificados anteriormente, sem operador",SECUNDARIA
12796,LÚMEN PRODUÇÕES AUDIOVISUAIS LTDA. - ME,08.103.899/0001-80,"Artes cênicas, espetáculos e atividades complementares não especificados anteriormente",SECUNDARIA
12796,LÚMEN PRODUÇÕES AUDIOVISUAIS LTDA. - ME,08.103.899/0001-80,"Atividades de artistas plásticos, jornalistas independentes e escritores",SECUNDARIA
12796,LÚMEN PRODUÇÕES AUDIOVISUAIS LTDA. - ME,08.103.899/0001-80,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica",SECUNDARIA
12796,LÚMEN PRODUÇÕES AUDIOVISUAIS LTDA. - ME,08.103.899/0001-80,Atividades de design não especificadas anteriormente,SECUNDARIA
12796,LÚMEN PRODUÇÕES AUDIOVISUAIS LTDA. - ME,08.103.899/0001-80,Atividades de exibição cinematográfica,SECUNDARIA
12796,LÚMEN PRODUÇÕES AUDIOVISUAIS LTDA. - ME,08.103.899/0001-80,Atividades de gravação de som e de edição de música,SECUNDARIA
12796,LÚMEN PRODUÇÕES AUDIOVISUAIS LTDA. - ME,08.103.899/0001-80,"Atividades de pós-produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente",SECUNDARIA
12796,LÚMEN PRODUÇÕES AUDIOVISUAIS LTDA. - ME,08.103.899/0001-80,"Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente",SECUNDARIA
12796,LÚMEN PRODUÇÕES AUDIOVISUAIS LTDA. - ME,08.103.899/0001-80,Atividades de produção de fotografias aéreas e submarinas,SECUNDARIA
12796,LÚMEN PRODUÇÕES AUDIOVISUAIS LTDA. - ME,08.103.899/0001-80,"Atividades de produção de fotografias, exceto aérea e submarina",SECUNDARIA
12796,LÚMEN PRODUÇÕES AUDIOVISUAIS LTDA. - ME,08.103.899/0001-80,Atividades de sonorização e de iluminação,SECUNDARIA
12796,LÚMEN PRODUÇÕES AUDIOVISUAIS LTDA. - ME,08.103.899/0001-80,Consultoria em publicidade,SECUNDARIA
12796,LÚMEN PRODUÇÕES AUDIOVISUAIS LTDA. - ME,08.103.899/0001-80,Criação de estandes para feiras e exposições,SECUNDARIA
12796,LÚMEN PRODUÇÕES AUDIOVISUAIS LTDA. - ME,08.103.899/0001-80,"Distribuição cinematográfica, de vídeo e de programas de televisão",SECUNDARIA
12796,LÚMEN PRODUÇÕES AUDIOVISUAIS LTDA. - ME,08.103.899/0001-80,"Ensino de artes cênicas, exceto dança",SECUNDARIA
12796,LÚMEN PRODUÇÕES AUDIOVISUAIS LTDA. - ME,08.103.899/0001-80,Filmagem de festas e eventos,SECUNDARIA
12796,LÚMEN PRODUÇÕES AUDIOVISUAIS LTDA. - ME,08.103.899/0001-80,"Instalação de portas, janelas, tetos, divisórias e armários embutidos de qualquer material",SECUNDARIA
12796,LÚMEN PRODUÇÕES AUDIOVISUAIS LTDA. - ME,08.103.899/0001-80,Marketing direto,SECUNDARIA
12796,LÚMEN PRODUÇÕES AUDIOVISUAIS LTDA. - ME,08.103.899/0001-80,Outras atividades de prestação de serviços de informação não especificadas anteriormente,SECUNDARIA
12796,LÚMEN PRODUÇÕES AUDIOVISUAIS LTDA. - ME,08.103.899/0001-80,Outras atividades de publicidade não especificadas anteriormente,SECUNDARIA
12796,LÚMEN PRODUÇÕES AUDIOVISUAIS LTDA. - ME,08.103.899/0001-80,"Outras atividades profissionais, científicas e técnicas não especificadas anteriormente",SECUNDARIA
12796,LÚMEN PRODUÇÕES AUDIOVISUAIS LTDA. - ME,08.103.899/0001-80,Pesquisa e desenvolvimento experimental em ciências sociais e humanas,SECUNDARIA
12796,LÚMEN PRODUÇÕES AUDIOVISUAIS LTDA. - ME,08.103.899/0001-80,Pesquisas de mercado e de opinião pública,SECUNDARIA
12796,LÚMEN PRODUÇÕES AUDIOVISUAIS LTDA. - ME,08.103.899/0001-80,Preparação de documentos e serviços especializados de apoio administrativo não especificados anteriormente,SECUNDARIA
12796,LÚMEN PRODUÇÕES AUDIOVISUAIS LTDA. - ME,08.103.899/0001-80,Produção de espetáculos de dança,SECUNDARIA
12796,LÚMEN PRODUÇÕES AUDIOVISUAIS LTDA. - ME,08.103.899/0001-80,Produção de filmes para publicidade,SECUNDARIA
12796,LÚMEN PRODUÇÕES AUDIOVISUAIS LTDA. - ME,08.103.899/0001-80,Produção musical,SECUNDARIA
12796,LÚMEN PRODUÇÕES AUDIOVISUAIS LTDA. - ME,08.103.899/0001-80,Produção teatral,SECUNDARIA
12796,LÚMEN PRODUÇÕES AUDIOVISUAIS LTDA. - ME,08.103.899/0001-80,Promoção de vendas,SECUNDARIA
12796,LÚMEN PRODUÇÕES AUDIOVISUAIS LTDA. - ME,08.103.899/0001-80,Serviços combinados de escritório e apoio administrativo,SECUNDARIA
12796,LÚMEN PRODUÇÕES AUDIOVISUAIS LTDA. - ME,08.103.899/0001-80,Serviços de dublagem,SECUNDARIA
12796,LÚMEN PRODUÇÕES AUDIOVISUAIS LTDA. - ME,08.103.899/0001-80,Serviços de mixagem sonora em produção audiovisual,SECUNDARIA
12796,LÚMEN PRODUÇÕES AUDIOVISUAIS LTDA. - ME,08.103.899/0001-80,"Serviços de organização de feiras, congressos, exposições e festas",SECUNDARIA
12796,LÚMEN PRODUÇÕES AUDIOVISUAIS LTDA. - ME,08.103.899/0001-80,"Serviços de tradução, interpretação e similares",SECUNDARIA
12796,LÚMEN PRODUÇÕES AUDIOVISUAIS LTDA. - ME,08.103.899/0001-80,Treinamento em desenvolvimento profissional e gerencial,SECUNDARIA
13189,7D PRODUCAO EIRELI,08.427.216/0001-40,Estúdios cinematográficos,PRINCIPAL
13189,7D PRODUCAO EIRELI,08.427.216/0001-40,"Agenciamento de espaços para publicidade, exceto em veículos de comunicação",SECUNDARIA
13189,7D PRODUCAO EIRELI,08.427.216/0001-40,"Aluguel de outras máquinas e equipamentos comerciais e industriais não especificados anteriormente, sem operador",SECUNDARIA
13189,7D PRODUCAO EIRELI,08.427.216/0001-40,Aluguel de outros objetos pessoais e domésticos não especificados anteriormente,SECUNDARIA
13189,7D PRODUCAO EIRELI,08.427.216/0001-40,Atividades de exibição cinematográfica,SECUNDARIA
13189,7D PRODUCAO EIRELI,08.427.216/0001-40,Atividades de gravação de som e de edição de música,SECUNDARIA
13189,7D PRODUCAO EIRELI,08.427.216/0001-40,"Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente",SECUNDARIA
13189,7D PRODUCAO EIRELI,08.427.216/0001-40,Atividades de sonorização e de iluminação,SECUNDARIA
13189,7D PRODUCAO EIRELI,08.427.216/0001-40,Filmagem de festas e eventos,SECUNDARIA
13189,7D PRODUCAO EIRELI,08.427.216/0001-40,Fotocópias,SECUNDARIA
13189,7D PRODUCAO EIRELI,08.427.216/0001-40,Instalação de painéis publicitários,SECUNDARIA
13189,7D PRODUCAO EIRELI,08.427.216/0001-40,"Locação de outros meios de transporte não especificados anteriormente, sem condutor",SECUNDARIA
13189,7D PRODUCAO EIRELI,08.427.216/0001-40,Montagem e desmontagem de andaimes e outras estruturas temporárias,SECUNDARIA
13189,7D PRODUCAO EIRELI,08.427.216/0001-40,Outras atividades de publicidade não especificadas anteriormente,SECUNDARIA
13189,7D PRODUCAO EIRELI,08.427.216/0001-40,Outras obras de instalações em construções não especificadas anteriormente,SECUNDARIA
13189,7D PRODUCAO EIRELI,08.427.216/0001-40,Produção de filmes para publicidade,SECUNDARIA
13189,7D PRODUCAO EIRELI,08.427.216/0001-40,Produção e promoção de eventos esportivos,SECUNDARIA
13189,7D PRODUCAO EIRELI,08.427.216/0001-40,Serviços de pré-impressão,SECUNDARIA
13795,PRODCOM PRODUÇÃO COMERCIAL LTDA ME,09.385.630/0001-04,Produção de filmes para publicidade,PRINCIPAL
1511,VERVE PRODUÇÕES E CONSULTORIA LTDA,31.478.621/0001-09,"Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente",PRINCIPAL
1511,VERVE PRODUÇÕES E CONSULTORIA LTDA,31.478.621/0001-09,Produção de filmes para publicidade,SECUNDARIA
15641,FÁBULAS NEGRAS PRODUÇÕES ARTÍSTICAS LTDA.,09.369.796/0001-29,Estúdios cinematográficos,PRINCIPAL
15641,FÁBULAS NEGRAS PRODUÇÕES ARTÍSTICAS LTDA.,09.369.796/0001-29,"Aluguel de fitas de vídeo, DVDs e similares",SECUNDARIA
15641,FÁBULAS NEGRAS PRODUÇÕES ARTÍSTICAS LTDA.,09.369.796/0001-29,"Artes cênicas, espetáculos e atividades complementares não especificados anteriormente",SECUNDARIA
15641,FÁBULAS NEGRAS PRODUÇÕES ARTÍSTICAS LTDA.,09.369.796/0001-29,Atividades de exibição cinematográfica,SECUNDARIA
15641,FÁBULAS NEGRAS PRODUÇÕES ARTÍSTICAS LTDA.,09.369.796/0001-29,"Comércio varejista de suvenires, bijuterias e artesanatos",SECUNDARIA
15641,FÁBULAS NEGRAS PRODUÇÕES ARTÍSTICAS LTDA.,09.369.796/0001-29,"Distribuição cinematográfica, de vídeo e de programas de televisão",SECUNDARIA
15641,FÁBULAS NEGRAS PRODUÇÕES ARTÍSTICAS LTDA.,09.369.796/0001-29,Ensino de arte e cultura não especificado anteriormente,SECUNDARIA
15641,FÁBULAS NEGRAS PRODUÇÕES ARTÍSTICAS LTDA.,09.369.796/0001-29,Fabricação de produtos diversos não especificados anteriormente,SECUNDARIA
15641,FÁBULAS NEGRAS PRODUÇÕES ARTÍSTICAS LTDA.,09.369.796/0001-29,"Gestão de espaços para artes cênicas, espetáculos e outras atividades artísticas",SECUNDARIA
15641,FÁBULAS NEGRAS PRODUÇÕES ARTÍSTICAS LTDA.,09.369.796/0001-29,Parques de diversão e parques temáticos,SECUNDARIA
15641,FÁBULAS NEGRAS PRODUÇÕES ARTÍSTICAS LTDA.,09.369.796/0001-29,Produção teatral,SECUNDARIA
15963,DENYS LOBO CARVALHO - ME,10.634.153/0001-44,"Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente",PRINCIPAL
15963,DENYS LOBO CARVALHO - ME,10.634.153/0001-44,"Atividades de pós-produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente",SECUNDARIA
15963,DENYS LOBO CARVALHO - ME,10.634.153/0001-44,"Comércio varejista de discos, CDs, DVDs e fitas",SECUNDARIA
16060,ETNIA FILMES LTDA - ME,11.144.385/0001-87,Produção de filmes para publicidade,PRINCIPAL
16060,ETNIA FILMES LTDA - ME,11.144.385/0001-87,Atividades de gravação de som e de edição de música,SECUNDARIA
16060,ETNIA FILMES LTDA - ME,11.144.385/0001-87,"Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente",SECUNDARIA
16060,ETNIA FILMES LTDA - ME,11.144.385/0001-87,Produção musical,SECUNDARIA
16060,ETNIA FILMES LTDA - ME,11.144.385/0001-87,Serviços de mixagem sonora em produção audiovisual,SECUNDARIA
16347,LATITUDE 23º FILMES LTDA.,10.960.415/0001-60,Estúdios cinematográficos,PRINCIPAL
16347,LATITUDE 23º FILMES LTDA.,10.960.415/0001-60,Agências de publicidade,SECUNDARIA
16347,LATITUDE 23º FILMES LTDA.,10.960.415/0001-60,"Aluguel de outras máquinas e equipamentos comerciais e industriais não especificados anteriormente, sem operador",SECUNDARIA
16347,LATITUDE 23º FILMES LTDA.,10.960.415/0001-60,"Atividades de pós-produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente",SECUNDARIA
16347,LATITUDE 23º FILMES LTDA.,10.960.415/0001-60,"Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente",SECUNDARIA
16347,LATITUDE 23º FILMES LTDA.,10.960.415/0001-60,"Distribuição cinematográfica, de vídeo e de programas de televisão",SECUNDARIA
16347,LATITUDE 23º FILMES LTDA.,10.960.415/0001-60,Filmagem de festas e eventos,SECUNDARIA
16347,LATITUDE 23º FILMES LTDA.,10.960.415/0001-60,Produção de filmes para publicidade,SECUNDARIA
16347,LATITUDE 23º FILMES LTDA.,10.960.415/0001-60,Serviços de mixagem sonora em produção audiovisual,SECUNDARIA
16856,TVIX COMUNICAÇÕES LTDA - ME,04.676.620/0001-04,Produção de filmes para publicidade,PRINCIPAL
16856,TVIX COMUNICAÇÕES LTDA - ME,04.676.620/0001-04,"Aluguel de outras máquinas e equipamentos comerciais e industriais não especificados anteriormente, sem operador",SECUNDARIA
16856,TVIX COMUNICAÇÕES LTDA - ME,04.676.620/0001-04,"Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente",SECUNDARIA
16856,TVIX COMUNICAÇÕES LTDA - ME,04.676.620/0001-04,Atividades de produção de fotografias aéreas e submarinas,SECUNDARIA
16856,TVIX COMUNICAÇÕES LTDA - ME,04.676.620/0001-04,"Atividades de produção de fotografias, exceto aérea e submarina",SECUNDARIA
16856,TVIX COMUNICAÇÕES LTDA - ME,04.676.620/0001-04,Atividades de sonorização e de iluminação,SECUNDARIA
16856,TVIX COMUNICAÇÕES LTDA - ME,04.676.620/0001-04,Atividades de televisão aberta,SECUNDARIA
16856,TVIX COMUNICAÇÕES LTDA - ME,04.676.620/0001-04,"Atividades relacionadas à televisão por assinatura, exceto programadoras",SECUNDARIA
16856,TVIX COMUNICAÇÕES LTDA - ME,04.676.620/0001-04,Web design,SECUNDARIA
17645,TK 1 VIDEO PRODUÇÕES LTDA ME,12.301.061/0001-78,Produção de filmes para publicidade,PRINCIPAL
17645,TK 1 VIDEO PRODUÇÕES LTDA ME,12.301.061/0001-78,Atividades de produção de fotografias aéreas e submarinas,SECUNDARIA
17645,TK 1 VIDEO PRODUÇÕES LTDA ME,12.301.061/0001-78,"Atividades de produção de fotografias, exceto aérea e submarina",SECUNDARIA
17645,TK 1 VIDEO PRODUÇÕES LTDA ME,12.301.061/0001-78,Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente,SECUNDARIA
1845,ASSOCIAÇÃO CULTURAL E RECREATIVA DE BELÉM,03.861.448/0001-98,Atividades de organizações associativas ligadas à cultura e à arte,PRINCIPAL
1845,ASSOCIAÇÃO CULTURAL E RECREATIVA DE BELÉM,03.861.448/0001-98,"Artes cênicas, espetáculos e atividades complementares não especificados anteriormente",SECUNDARIA
1845,ASSOCIAÇÃO CULTURAL E RECREATIVA DE BELÉM,03.861.448/0001-98,Atividades associativas não especificadas anteriormente,SECUNDARIA
1845,ASSOCIAÇÃO CULTURAL E RECREATIVA DE BELÉM,03.861.448/0001-98,Atividades de associações de defesa de direitos sociais,SECUNDARIA
1845,ASSOCIAÇÃO CULTURAL E RECREATIVA DE BELÉM,03.861.448/0001-98,Atividades de museus e de exploração de lugares e prédios históricos e atrações similares,SECUNDARIA
1845,ASSOCIAÇÃO CULTURAL E RECREATIVA DE BELÉM,03.861.448/0001-98,"Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente",SECUNDARIA
1845,ASSOCIAÇÃO CULTURAL E RECREATIVA DE BELÉM,03.861.448/0001-98,Estúdios cinematográficos,SECUNDARIA
1845,ASSOCIAÇÃO CULTURAL E RECREATIVA DE BELÉM,03.861.448/0001-98,Produção de espetáculos de dança,SECUNDARIA
1845,ASSOCIAÇÃO CULTURAL E RECREATIVA DE BELÉM,03.861.448/0001-98,Produção de filmes para publicidade,SECUNDARIA
1845,ASSOCIAÇÃO CULTURAL E RECREATIVA DE BELÉM,03.861.448/0001-98,Restauração e conservação de lugares e prédios históricos,SECUNDARIA
19578,CEC - CENTRO DE ENTRETENIMENTO CONCEIÇÃO LTDA,10.763.360/0001-07,Restaurantes e similares,PRINCIPAL
19578,CEC - CENTRO DE ENTRETENIMENTO CONCEIÇÃO LTDA,10.763.360/0001-07,Atividades de exibição cinematográfica,SECUNDARIA
19578,CEC - CENTRO DE ENTRETENIMENTO CONCEIÇÃO LTDA,10.763.360/0001-07,"Discotecas, danceterias, salões de dança e similares",SECUNDARIA
19578,CEC - CENTRO DE ENTRETENIMENTO CONCEIÇÃO LTDA,10.763.360/0001-07,Exploração de boliches,SECUNDARIA
19578,CEC - CENTRO DE ENTRETENIMENTO CONCEIÇÃO LTDA,10.763.360/0001-07,Outras atividades de recreação e lazer não especificadas anteriormente,SECUNDARIA
19578,CEC - CENTRO DE ENTRETENIMENTO CONCEIÇÃO LTDA,10.763.360/0001-07,Serviços de alimentação para eventos e recepções - bufê,SECUNDARIA
19644,SATIRICA FILMES PRODUÇÕES LTDA,11.136.684/0001-70,Produção teatral,PRINCIPAL
19644,SATIRICA FILMES PRODUÇÕES LTDA,11.136.684/0001-70,Atividades de exibição cinematográfica,SECUNDARIA
19644,SATIRICA FILMES PRODUÇÕES LTDA,11.136.684/0001-70,Atividades de gravação de som e de edição de música,SECUNDARIA
19644,SATIRICA FILMES PRODUÇÕES LTDA,11.136.684/0001-70,Laboratórios fotográficos,SECUNDARIA
19644,SATIRICA FILMES PRODUÇÕES LTDA,11.136.684/0001-70,Outras atividades de publicidade não especificadas anteriormente,SECUNDARIA
19644,SATIRICA FILMES PRODUÇÕES LTDA,11.136.684/0001-70,Produção de filmes para publicidade,SECUNDARIA
19644,SATIRICA FILMES PRODUÇÕES LTDA,11.136.684/0001-70,Produção musical,SECUNDARIA
19644,SATIRICA FILMES PRODUÇÕES LTDA,11.136.684/0001-70,Serviços de mixagem sonora em produção audiovisual,SECUNDARIA
20570,M T GARRUTH STUDIO,12.476.637/0001-38,"Atividades de produção de fotografias, exceto aérea e submarina",PRINCIPAL
20570,M T GARRUTH STUDIO,12.476.637/0001-38,"Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente",SECUNDARIA
20570,M T GARRUTH STUDIO,12.476.637/0001-38,Filmagem de festas e eventos,SECUNDARIA
21894,AUDIO VISUAL EDIÇÕES LTDA ME,14.992.876/0001-76,Produção de filmes para publicidade,PRINCIPAL
21894,AUDIO VISUAL EDIÇÕES LTDA ME,14.992.876/0001-76,"Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente",SECUNDARIA
21894,AUDIO VISUAL EDIÇÕES LTDA ME,14.992.876/0001-76,"Atividades de produção de fotografias, exceto aérea e submarina",SECUNDARIA
21894,AUDIO VISUAL EDIÇÕES LTDA ME,14.992.876/0001-76,Estúdios cinematográficos,SECUNDARIA
21894,AUDIO VISUAL EDIÇÕES LTDA ME,14.992.876/0001-76,Filmagem de festas e eventos,SECUNDARIA
21955,OLHOS COLORIDOS LTDA ME,14.985.732/0001-92,"Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente",PRINCIPAL
21967,EXPURGAÇÃO FILMES E PRODUÇÕES ARTÍSTICAS LTDA - ME,15.693.797/0001-27,Estúdios cinematográficos,PRINCIPAL
21967,EXPURGAÇÃO FILMES E PRODUÇÕES ARTÍSTICAS LTDA - ME,15.693.797/0001-27,"Agenciamento de espaços para publicidade, exceto em veículos de comunicação",SECUNDARIA
21967,EXPURGAÇÃO FILMES E PRODUÇÕES ARTÍSTICAS LTDA - ME,15.693.797/0001-27,Aluguel de máquinas e equipamentos para escritório,SECUNDARIA
21967,EXPURGAÇÃO FILMES E PRODUÇÕES ARTÍSTICAS LTDA - ME,15.693.797/0001-27,"Aluguel de móveis, utensílios e aparelhos de uso doméstico e pessoal; instrumentos musicais",SECUNDARIA
21967,EXPURGAÇÃO FILMES E PRODUÇÕES ARTÍSTICAS LTDA - ME,15.693.797/0001-27,"Artes cênicas, espetáculos e atividades complementares não especificados anteriormente",SECUNDARIA
21967,EXPURGAÇÃO FILMES E PRODUÇÕES ARTÍSTICAS LTDA - ME,15.693.797/0001-27,"Atividades de apoio à educação, exceto caixas escolares",SECUNDARIA
21967,EXPURGAÇÃO FILMES E PRODUÇÕES ARTÍSTICAS LTDA - ME,15.693.797/0001-27,Atividades de design não especificadas anteriormente,SECUNDARIA
21967,EXPURGAÇÃO FILMES E PRODUÇÕES ARTÍSTICAS LTDA - ME,15.693.797/0001-27,Atividades de exibição cinematográfica,SECUNDARIA
21967,EXPURGAÇÃO FILMES E PRODUÇÕES ARTÍSTICAS LTDA - ME,15.693.797/0001-27,Atividades de gravação de som e de edição de música,SECUNDARIA
21967,EXPURGAÇÃO FILMES E PRODUÇÕES ARTÍSTICAS LTDA - ME,15.693.797/0001-27,"Atividades de intermediação e agenciamento de serviços e negócios em geral, exceto imobiliários",SECUNDARIA
21967,EXPURGAÇÃO FILMES E PRODUÇÕES ARTÍSTICAS LTDA - ME,15.693.797/0001-27,"Atividades de pós-produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente",SECUNDARIA
21967,EXPURGAÇÃO FILMES E PRODUÇÕES ARTÍSTICAS LTDA - ME,15.693.797/0001-27,"Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente",SECUNDARIA
21967,EXPURGAÇÃO FILMES E PRODUÇÕES ARTÍSTICAS LTDA - ME,15.693.797/0001-27,Atividades de produção de fotografias aéreas e submarinas,SECUNDARIA
21967,EXPURGAÇÃO FILMES E PRODUÇÕES ARTÍSTICAS LTDA - ME,15.693.797/0001-27,"Atividades de produção de fotografias, exceto aérea e submarina",SECUNDARIA
21967,EXPURGAÇÃO FILMES E PRODUÇÕES ARTÍSTICAS LTDA - ME,15.693.797/0001-27,Atividades de psicologia e psicanálise,SECUNDARIA
21967,EXPURGAÇÃO FILMES E PRODUÇÕES ARTÍSTICAS LTDA - ME,15.693.797/0001-27,Consultoria em publicidade,SECUNDARIA
21967,EXPURGAÇÃO FILMES E PRODUÇÕES ARTÍSTICAS LTDA - ME,15.693.797/0001-27,Consultoria em tecnologia da informação,SECUNDARIA
21967,EXPURGAÇÃO FILMES E PRODUÇÕES ARTÍSTICAS LTDA - ME,15.693.797/0001-27,Desenvolvimento de programas de computador sob encomenda,SECUNDARIA
21967,EXPURGAÇÃO FILMES E PRODUÇÕES ARTÍSTICAS LTDA - ME,15.693.797/0001-27,Desenvolvimento e licenciamento de programas de computador customizáveis,SECUNDARIA
21967,EXPURGAÇÃO FILMES E PRODUÇÕES ARTÍSTICAS LTDA - ME,15.693.797/0001-27,Desenvolvimento e licenciamento de programas de computador não-customizáveis,SECUNDARIA
21967,EXPURGAÇÃO FILMES E PRODUÇÕES ARTÍSTICAS LTDA - ME,15.693.797/0001-27,Design de interiores,SECUNDARIA
21967,EXPURGAÇÃO FILMES E PRODUÇÕES ARTÍSTICAS LTDA - ME,15.693.797/0001-27,"Distribuição cinematográfica, de vídeo e de programas de televisão",SECUNDARIA
21967,EXPURGAÇÃO FILMES E PRODUÇÕES ARTÍSTICAS LTDA - ME,15.693.797/0001-27,Edição de livros,SECUNDARIA
21967,EXPURGAÇÃO FILMES E PRODUÇÕES ARTÍSTICAS LTDA - ME,15.693.797/0001-27,"Gestão de espaços para artes cênicas, espetáculos e outras atividades artísticas",SECUNDARIA
21967,EXPURGAÇÃO FILMES E PRODUÇÕES ARTÍSTICAS LTDA - ME,15.693.797/0001-27,Gestão e administração da propriedade imobiliária,SECUNDARIA
21967,EXPURGAÇÃO FILMES E PRODUÇÕES ARTÍSTICAS LTDA - ME,15.693.797/0001-27,Laboratórios fotográficos,SECUNDARIA
21967,EXPURGAÇÃO FILMES E PRODUÇÕES ARTÍSTICAS LTDA - ME,15.693.797/0001-27,Marketing direto,SECUNDARIA
21967,EXPURGAÇÃO FILMES E PRODUÇÕES ARTÍSTICAS LTDA - ME,15.693.797/0001-27,Outras atividades de ensino não especificadas anteriormente,SECUNDARIA
21967,EXPURGAÇÃO FILMES E PRODUÇÕES ARTÍSTICAS LTDA - ME,15.693.797/0001-27,Outras atividades de prestação de serviços de informação não especificadas anteriormente,SECUNDARIA
21967,EXPURGAÇÃO FILMES E PRODUÇÕES ARTÍSTICAS LTDA - ME,15.693.797/0001-27,Outras atividades de publicidade não especificadas anteriormente,SECUNDARIA
21967,EXPURGAÇÃO FILMES E PRODUÇÕES ARTÍSTICAS LTDA - ME,15.693.797/0001-27,"Outras atividades profissionais, científicas e técnicas não especificadas anteriormente",SECUNDARIA
21967,EXPURGAÇÃO FILMES E PRODUÇÕES ARTÍSTICAS LTDA - ME,15.693.797/0001-27,Pesquisa e desenvolvimento experimental em ciências sociais e humanas,SECUNDARIA
21967,EXPURGAÇÃO FILMES E PRODUÇÕES ARTÍSTICAS LTDA - ME,15.693.797/0001-27,"Portais, provedores de conteúdo e outros serviços de informação na internet",SECUNDARIA
21967,EXPURGAÇÃO FILMES E PRODUÇÕES ARTÍSTICAS LTDA - ME,15.693.797/0001-27,Preparação de documentos e serviços especializados de apoio administrativo não especificados anteriormente,SECUNDARIA
21967,EXPURGAÇÃO FILMES E PRODUÇÕES ARTÍSTICAS LTDA - ME,15.693.797/0001-27,Produção de filmes para publicidade,SECUNDARIA
21967,EXPURGAÇÃO FILMES E PRODUÇÕES ARTÍSTICAS LTDA - ME,15.693.797/0001-27,Produção musical,SECUNDARIA
21967,EXPURGAÇÃO FILMES E PRODUÇÕES ARTÍSTICAS LTDA - ME,15.693.797/0001-27,Serviços combinados de escritório e apoio administrativo,SECUNDARIA
21967,EXPURGAÇÃO FILMES E PRODUÇÕES ARTÍSTICAS LTDA - ME,15.693.797/0001-27,Serviços de arquitetura,SECUNDARIA
21967,EXPURGAÇÃO FILMES E PRODUÇÕES ARTÍSTICAS LTDA - ME,15.693.797/0001-27,Serviços de dublagem,SECUNDARIA
21967,EXPURGAÇÃO FILMES E PRODUÇÕES ARTÍSTICAS LTDA - ME,15.693.797/0001-27,Serviços de engenharia,SECUNDARIA
21967,EXPURGAÇÃO FILMES E PRODUÇÕES ARTÍSTICAS LTDA - ME,15.693.797/0001-27,Serviços de mixagem sonora em produção audiovisual,SECUNDARIA
21967,EXPURGAÇÃO FILMES E PRODUÇÕES ARTÍSTICAS LTDA - ME,15.693.797/0001-27,"Serviços de organização de feiras, congressos, exposições e festas",SECUNDARIA
21967,EXPURGAÇÃO FILMES E PRODUÇÕES ARTÍSTICAS LTDA - ME,15.693.797/0001-27,Treinamento em desenvolvimento profissional e gerencial,SECUNDARIA
