CPB;TITULO_ORIGINAL;NUMERO_FSA
B2100408300000  ;DESERTO PARTICULAR                                                                                  ;1717             
B2100408300000  ;DESERTO PARTICULAR                                                                                  ;03449            
B2100417500000  ;JUNHO DE 2013 - O COMEÇO DO AVESSO                                                                  ;01881            
B2100423400000  ;PUNGA                                                                                               ;02030            
B2100427100000  ;LITERATURA, SUBSTANTIVO FEMININO                                                                    ;02477            
B2100427500000  ;NOITE DE FOGO                                                                                       ;2858             
B2100427500000  ;NOITE DE FOGO                                                                                       ;2859             
B2100427500000  ;NOITE DE FOGO                                                                                       ;2857             
B2100432000000  ;A SUSPEITA                                                                                          ;02678            
B2100433800000  ;CARRO REI                                                                                           ;02400            
B2100433800000  ;CARRO REI                                                                                           ;03024            
B2100445800000  ;MAR DE DENTRO                                                                                       ;00893            
B2100445800000  ;MAR DE DENTRO                                                                                       ;02535            
B2100446000000  ;AVE CANUDOS! OS QUE SOBREVIVERAM TE SAÚDAM                                                          ;1659             
B2100446900000  ;OS PELÚCIAS - EPISÓDIO PILOTO                                                                       ;1379             
B2100449200000  ;EXPEDIÇÃO ROOSEVELT - RONDON                                                                        ;03232            
B2100450300000  ;ANJO LOIRO COM SANGUE NO CABELO                                                                     ;03366            
B2100450300000  ;ANJO LOIRO COM SANGUE NO CABELO                                                                     ;01500            
B2100451900000  ;GIGA - 2ª TEMPORADA                                                                                 ;2723             
B2100452100000  ;NINA                                                                                                ;02882            
B2100460000000  ;8 PRESIDENTES 1 JURAMENTO - A HISTÓRIA DE UM TEMPO PRESENTE                                         ;03380            
B2100460000000  ;8 PRESIDENTES 1 JURAMENTO - A HISTÓRIA DE UM TEMPO PRESENTE                                         ;02335            
B2100460500000  ;DANIEL SENISE - NEM TUDO TEM QUE SER SOBRE ALGUMA COISA.                                            ;01999            
B2100464300000  ;FILME DO TÊNIS                                                                                      ;1737             
B2100464300000  ;FILME DO TÊNIS                                                                                      ;1736             
B2100466100000  ;LIBERTÁRIOS                                                                                         ;02748            
B2100472800000  ;PALOMA                                                                                              ;02676            
B2100472800000  ;PALOMA                                                                                              ;03119            
B2100472800000  ;PALOMA                                                                                              ;02158            
B2100472800000  ;PALOMA                                                                                              ;02157            
B2100472800000  ;PALOMA                                                                                              ;02156            
B2100479300000  ;AMOR À QUEIMA ROUPA                                                                                 ;02241            
B2100484600000  ;TINNITUS                                                                                            ;03019            
B2100484600000  ;TINNITUS                                                                                            ;02454            
B2100484600000  ;TINNITUS                                                                                            ;02691            
B2100484600000  ;TINNITUS                                                                                            ;03614            
B2100484600000  ;TINNITUS                                                                                            ;02455            
B2100488500000  ;OS SÚDITOS DO EIXO                                                                                  ;00921            
B2100497300000  ;HISTÓRIAS DA CIDADANIA                                                                              ;03022            
B2100497800000  ;HERMANOTEU NA TERRA DE GODAH                                                                        ;02661            
B2100507100000  ;OS DRAGÕES                                                                                          ;01995            
B2100515000000  ;AMOR DOS OUTROS                                                                                     ;02632            
B2100529600000  ;LOBO DO LOBO                                                                                        ;02291            
B2100532300000  ;JUNTOS E ENROLADOS                                                                                  ;04094            
B2100535800000  ;A VIDA É DA COR QUE PINTAMOS                                                                        ;02103            
B2100536000000  ;TROMBA TREM - O FILME                                                                               ;1734             
B2100536000000  ;TROMBA TREM - O FILME                                                                               ;1566             
B2100536000000  ;TROMBA TREM - O FILME                                                                               ;02164            
B2100536000000  ;TROMBA TREM - O FILME                                                                               ;1763             
B2200003500000  ;TÔ RYCA! 2                                                                                          ;02410            
B2200003500000  ;TÔ RYCA! 2                                                                                          ;02411            
B2200003500000  ;TÔ RYCA! 2                                                                                          ;02980            
B2200004100000  ;CANÇÃO AO LONGE                                                                                     ;00199            
B2200004100000  ;CANÇÃO AO LONGE                                                                                     ;02162            
B2200004100000  ;CANÇÃO AO LONGE                                                                                     ;02355            
B2200012700000  ;ESTRADEIRAS                                                                                         ;03290            
B2200012900000  ;REPRESA                                                                                             ;02853            
B2200013100000  ;ANIMAIS NA PISTA                                                                                    ;02839            
B2200015800000  ;MANUFATURA FASHION                                                                                  ;02539            
B2200023200000  ;ALDEOTAS                                                                                            ;02574            
B2200024300000  ;SONS DO CHORO                                                                                       ;02715            
B2200027600000  ;ROLÊ - HISTÓRIA DOS ROLEZINHOS                                                                      ;2223             
B2200040500000  ;VALE NIGHT                                                                                          ;03787            
B2200040900000  ;A TERCEIRA ERA DO ESPIRITO SANTO: A FÉ, A FESTA E A UTOPIA                                          ;02244            
B2200041000000  ;INCONVENIÊNCIAS HISTÓRICAS                                                                          ;01892            
B2200047500000  ;HOSPITAL DE BRINQUEDOS                                                                              ;03443            
B2200048000000  ;ALEMÃO 2                                                                                            ;00960            
B2200050700000  ;MEU AMIGÃOZÃO - O FILME                                                                             ;031211           
B2200056700000  ;MAD SCIENTISTS - CIENTISTAS QUE NINGUÉM QUIS OUVIR                                                  ;01322            
B2200057500000  ;GAROTO, O GÊNIO DAS CORDAS                                                                          ;02091            
B2200063900000  ;1999 - A CONQUISTA DA AMÉRICA                                                                       ;03838            
B2200065000000  ;AMADO                                                                                               ;03241            
B2200065900000  ;SOL                                                                                                 ;00881            
B2200066000000  ;SOU MODERNO SOU ÍNDIO                                                                               ;02048            
B2200066100000  ;/LOST+FOUND                                                                                         ;02396            
B2200070400000  ;MENINAS DO BENFICA                                                                                  ;02920            
B2200073000000  ;DEUS TEM AIDS                                                                                       ;03122            
B2200073700000  ;VIRAR MAR                                                                                           ;02943            
B2200080600000  ;O PAI DA RITA                                                                                       ;02848            
B2200080600000  ;O PAI DA RITA                                                                                       ;1563             
B2200086800000  ;RAJA NA ROTA                                                                                        ;02964            
B2200087500000  ;SKATE A MAIS DE 100                                                                                 ;02833            
B2200087600000  ;CHICO - MEU AMIGO INVISÍVEL                                                                         ;03430            
B2200089800000  ;O TRAIDOR                                                                                           ;03538            
B2200089800000  ;O TRAIDOR                                                                                           ;03540            
B2200089800000  ;O TRAIDOR                                                                                           ;03539            
B2200102500000  ;AS ÓRFÃS DA RAINHA                                                                                  ;03961            
B2200102500000  ;AS ÓRFÃS DA RAINHA                                                                                  ;03282            
B2200123900000  ;PELOS OLHOS DE LIDENBERG LEITE                                                                      ;02022            
B2200124400000  ;ABESTALHADOS 2                                                                                      ;03465            
B2200127600000  ;DO SOM À ARTE                                                                                       ;02813            
B2200127900000  ;A PEDRA E A PALAVRA - PADRE ANTÔNIO VIEIRA                                                          ;02644            
B2200132800000  ;BEM VINDOS DE NOVO                                                                                  ;02576            
B2200132800000  ;BEM VINDOS DE NOVO                                                                                  ;02577            
B2200133000000  ;LINDBERG LEITE, OS OLHOS DO MARANHÃO.                                                               ;02939            
B2200133200000  ;MÚLTIPLO VALDI                                                                                      ;1757             
B2200136500000  ;FABULOSOS JOÃO E MARIA                                                                              ;01979            
B2200143600000  ;CHEF JACK, O COZINHEIRO AVENTUREIRO                                                                 ;03132            
B2200145800000  ;A CAVERNA DE ESTELA                                                                                 ;03423            
B2200146200000  ;KOBRA - AUTO-RETRATO                                                                                ;02832            
B2200146200000  ;KOBRA - AUTO-RETRATO                                                                                ;03935            
B2200146300000  ;ALÉM DE NÓS                                                                                         ;02665            
B2200146400000  ;A FELICIDADE DAS COISAS                                                                             ;02622            
B2200149500000  ;ALICE DOS ANJOS                                                                                     ;02041            
B2200154200000  ;UM BROTO LEGAL                                                                                      ;02176            
B2200154200000  ;UM BROTO LEGAL                                                                                      ;02141            
B2200154200000  ;UM BROTO LEGAL                                                                                      ;01287            
B2200154700000  ;SE EU CONTAR, VOCÊ ESCUTA ?                                                                         ;03081            
B2200158100000  ;ZIRALDO - ERA UMA VEZ UM MENINO...                                                                  ;02447            
B2200169500000  ;GOLPE DE OURO                                                                                       ;01728            
B2200181800000  ;TOADA PARA JOSÉ SIQUEIRA                                                                            ;02638            
B2200185900000  ;UM TAKE UM SOM - 2ª TEMPORADA                                                                       ;02478            
B2200186300000  ;PAISAGEM CONCRETA                                                                                   ;03954            
B2200202000000  ;DE REPENTE DRAG                                                                                     ;02914            
B2200202800000  ;NA FORÇA DA LEI                                                                                     ;02072            
B2200203400000  ;FIM DE SEMANA NO PARAÍSO SELVAGEM                                                                   ;03462            
B2200203800000  ;AS GRAVAÇÕES DE TURNER NA BAHIA                                                                     ;3248             
B2200208200000  ;LAS VACACIONES DE HILDA                                                                             ;02544            
B2200209900000  ;HIPER PRAIA                                                                                         ;02824            
B2200210800000  ;UM SAMURAI EM SÃO PAULO                                                                             ;02607            
B2200210800000  ;UM SAMURAI EM SÃO PAULO                                                                             ;03940            
B2200212700000  ;OS PRIMEIROS SOLDADOS                                                                               ;02610            
B2200214700000  ;ADEUS CAPITÃO                                                                                       ;02168            
B2200215800000  ;BOI BANDIDO                                                                                         ;01921            
B2200216000000  ;MULHERES DE ENCANTARIA                                                                              ;02822            
B2200223200000  ;ASSALTO NA PAULISTA                                                                                 ;04111            
B2200223200000  ;ASSALTO NA PAULISTA                                                                                 ;02020            
B2200224300000  ;O PARQUE DE ADELIN                                                                                  ;02681            
B2200226700000  ;CRIATIVOS EM FOCO                                                                                   ;02166            
B2200231900000  ;TODA MENINA BAIANA - 2A TEMPORADA                                                                   ;03006            
B2200239600000  ;CINE COACHING                                                                                       ;02730            
B2200243000000  ;SINFONIA DE UM HOMEM COMUM                                                                          ;02842            
B2200244600000  ;BIOCÊNTRICOS                                                                                        ;02445            
B2200246300000  ;A METADE DE NÓS                                                                                     ;02197            
B2200246300000  ;A METADE DE NÓS                                                                                     ;02086            
B2200250200000  ;NOITES ALIENÍGENAS                                                                                  ;1991             
B2200250300000  ;EIKE, TUDO OU NADA                                                                                  ;04578            
B2200250300000  ;EIKE, TUDO OU NADA                                                                                  ;02835            
B2200250500000  ;BARRAGEM                                                                                            ;02145            
B2200251700000  ;ARISTIDES MALTEZ, O MÉDICO DOS POBRES                                                               ;02885            
B2200252300000  ;UM BAIANO CHAMADO HANSEN                                                                            ;02886            
B2200253100000  ;SMETAK - DO SILÊNCIO AO CAOS                                                                        ;03150            
B2200253400000  ;GRANDES CENAS - 2ª TEMPORADA                                                                        ;03157            
B2200257000000  ;UM ADEUS A CADA GESTO                                                                               ;02899            
B2200259600000  ;O COMEDY CLUBE                                                                                      ;01363            
B2200259700000  ;PLAUTO, UM  SOPRO MUSICAL                                                                           ;2207             
B2200266300000  ;CANAL DA QUEBRADA                                                                                   ;04019            
B2200266500000  ;PORTO PRÍNCIPE                                                                                      ;02206            
B2200280400000  ;APOIO CULTURAL                                                                                      ;2464             
B2200285200000  ;BEM-VINDA A QUIXERAMOBIM                                                                            ;02979            
B2200287800000  ;GUARDIÃS DA FLORESTA - SEGUNDA TEMPORADA                                                            ;2706             
B2200289800000  ;MARESIAS                                                                                            ;02792            
B2200290900000  ;GORDURINHA - O BOM BAIANO                                                                           ;02747            
B2200291400000  ;A LASANHA ASSASSINA - A REVOLTA DAS MASSAS                                                          ;1752             
B2200291400000  ;A LASANHA ASSASSINA - A REVOLTA DAS MASSAS                                                          ;00820            
B2200291400000  ;A LASANHA ASSASSINA - A REVOLTA DAS MASSAS                                                          ;03085            
B2200291800000  ;YBY YARA- TERRA DO CONHECIMENTO                                                                     ;02971            
B2200295300000  ;CASA VAZIA                                                                                          ;02081            
B2200296300000  ;REPÚBLICA DOS JUÍZES                                                                                ;02739            
B2200297400000  ;LAVRA                                                                                               ;02328            
B2200298400000  ;O BAILE DOS 41                                                                                      ;02938            
B2200299300000  ;CORDIALMENTE TEUS                                                                                   ;03035            
B2200299800000  ;O VELHO FANTÁSTICO                                                                                  ;03470            
B2200306500000  ;COSMOVISÕES                                                                                         ;02933            
B2200307700000  ;O ALECRIM E O SONHO                                                                                 ;2252             
B2200311200000  ;ILHA DE TODOS OS MESTRES                                                                            ;03005            
B2200312000000  ;RUBENS GERCHMAN - ATEMPORAL                                                                         ;1768             
B2200312700000  ;CARVÃO                                                                                              ;03173            
B2200312700000  ;CARVÃO                                                                                              ;04146            
B2200312700000  ;CARVÃO                                                                                              ;04025            
B2200313200000  ;ESTADOS DA ARTE - 2ª TEMPORADA - NORTE E NORDESTE                                                   ;03548            
B2200315100000  ;NO PAÍS DA POESIA POPULAR                                                                           ;02701            
B2200317100000  ;171                                                                                                 ;02950            
B2200319900000  ;MOTO CONTÍNUO                                                                                       ;03149            
B2200322100000  ;O SILÊNCIO QUE CANTA POR LIBERDADE                                                                  ;2271             
B2200324500000  ;ZOOPEDIA                                                                                            ;02854            
B2200325000000  ;A PORTA AO LADO                                                                                     ;02556            
B2200325000000  ;A PORTA AO LADO                                                                                     ;02584            
B2200325000000  ;A PORTA AO LADO                                                                                     ;04035            
B2200343200000  ;TODOS OS INSCRITOS DE NESS                                                                          ;03432            
B2200343300000  ;A ÚLTIMA FESTA                                                                                      ;03037            
B2200344300000  ;BELCHIOR - APENAS UM CORAÇÃO SELVAGEM                                                               ;03189            
B2200347700000  ;TEMPOS DE BARBÁRIE - ATO I: TERAPIA DA VINGANÇA                                                     ;02234            
B2200347700000  ;TEMPOS DE BARBÁRIE - ATO I: TERAPIA DA VINGANÇA                                                     ;02074            
B2200349100000  ;CINE TERROR                                                                                         ;03131            
B2200349500000  ;TRÊS TIGRES TRISTES                                                                                 ;03206            
B2200351600000  ;TRAVESSIA                                                                                           ;01879            
B2200352000000  ;NÃO MATOU EL MATADOR                                                                                ;02613            
B2200356700000  ;SOCIEDADE DO MEDO                                                                                   ;02650            
B2200358600000  ;CON LIBERTAD NI OFENDO NI TEMO                                                                      ;02879            
B2200360000000  ;BAHIA DA FÉ AO PROFANO                                                                              ;02985            
B2200361800000  ;MÔA, RAIZ AFRO MÃE                                                                                  ;03480            
B2200361900000  ;PRONTO, FALEI. E A HISTÓRIA DE COMO ISSO ACONTECEU                                                  ;02957            
B2200361900000  ;PRONTO, FALEI. E A HISTÓRIA DE COMO ISSO ACONTECEU                                                  ;4591             
B2200366600000  ;PANORAMA                                                                                            ;02452            
B2200367100000  ;OS ARREPENDIDOS                                                                                     ;1542             
B2200375000000  ;CHICO PARA SEMPRE                                                                                   ;4042             
B2200375000000  ;CHICO PARA SEMPRE                                                                                   ;04041            
B2200380100000  ;O PORÃO DA RUA DO GRITO                                                                             ;03988            
B2200380100000  ;O PORÃO DA RUA DO GRITO                                                                             ;03273            
B2200380100000  ;O PORÃO DA RUA DO GRITO                                                                             ;03989            
B2200386600000  ;NA RÉDEA CURTA                                                                                      ;03017            
B2200390700000  ;O QUE OS OLHOS NÃO VEEM...                                                                          ;01221            
B2200393900000  ;ME CHAMA QUE EU VOU                                                                                 ;03924            
B2200402400000  ;ENEIDA                                                                                              ;01538            
B2200404500000  ;A ÚLTIMA VANGUARDA                                                                                  ;02625            
B2200405700000  ;A ILHA DOS ILÚS                                                                                     ;00551            
B2200405900000  ;TRAVESSIAS                                                                                          ;2134             
B2200409600000  ;ESTADOS UNIDOS DO BRASIL                                                                            ;02171            
B2200412200000  ;FAUSTO FAWCETT NA CABEÇA                                                                            ;03551            
B2200412400000  ;FERVO                                                                                               ;02256            
B2200413500000  ;ESQUADRÃO JAMBOCK                                                                                   ;02637            
B2200415900000  ;ALMA EM MADEIRA                                                                                     ;03190            
B2200417400000  ;SANGRE                                                                                              ;03198            
B2200421500000  ;O AMOR DÁ VOLTAS                                                                                    ;0213009800       
B2200421500000  ;O AMOR DÁ VOLTAS                                                                                    ;04667            
B2200423300000  ;GUIGNARD - MUNDO SEM CHÃO                                                                           ;03808            
B2200423400000  ;RURALIDADES BAHIA                                                                                   ;03541            
B2200424900000  ;TURISTA APRENDIZ                                                                                    ;02338            
B2200426400000  ;VIDA DE ORQUESTRA                                                                                   ;03595            
B2200441900000  ;EMPURRANDO COM A BARRIGA                                                                            ;02709            
B2200442800000  ;MEDUSA                                                                                              ;03210            
B2200442800000  ;MEDUSA                                                                                              ;04462            
B2200442900000  ;PLACA-MÃE                                                                                           ;03237            
B2200449200000  ;ESPUMAS AO VENTO                                                                                    ;3454             
B2200451700000  ;BRICHOS 3 - MEGAVIRUS                                                                               ;02863            
B2200454700000  ;PLURAL, A SÉRIE                                                                                     ;03194            
B2200457400000  ;NOVO MUNDO, PINTURA DE RUA NA AMÉRICA LATINA                                                        ;03810            
B2200457500000  ;GRUPO CORPO PELA MÚSICA                                                                             ;02448            
B2200458400000  ;VIZINHOS                                                                                            ;02565            
B2200459700000  ;NADA SOBRE MEU PAI                                                                                  ;02619            
B2200460100000  ;NEYMAR JR                                                                                           ;04117            
B2200462000000  ;EU, EMPRESA                                                                                         ;02789            
B2200462200000  ;PROFISSÃO: MÃE                                                                                      ;02970            
B2200462400000  ;CINEMA DE ENREDO                                                                                    ;02569            
B2200496800000  ;O FUTURO DA ENERGIA                                                                                 ;02150            
B2200497100000  ;O ANEL DE EVA                                                                                       ;1614             
B2200497200000  ;ODOYÁ                                                                                               ;03585            
B2200498900000  ;50 ANOS EM CENA                                                                                     ;02916            
B2200499400000  ;AS MINA PIRA                                                                                        ;04044            
B2200499500000  ;PRAIA DO SILÊNCIO                                                                                   ;03783            
B2200504100000  ;DESAPEGA                                                                                            ;04264            
B2200508100000  ;PERLIMPS                                                                                            ;02567            
B2200508100000  ;PERLIMPS                                                                                            ;01885            
B2300000500000  ;DECOLA                                                                                              ;1679             
B2300001000000  ;MANDADO                                                                                             ;03811            
B2300001100000  ;REGRA 34                                                                                            ;03249            
B2300001100000  ;REGRA 34                                                                                            ;02896            
B2300001300000  ;TODO MUNDO É FILHO DE SANTO                                                                         ;02699            
B2300004200000  ;CONEXÃO BRASIL SENEGAL: A CULTURA EM NÓS                                                            ;02533            
B2300005100000  ;AREMBEPE                                                                                            ;02657            
B2300006800000  ;SINDICATO DO FOLCLORE BRASILEIRO                                                                    ;02547            
B2300007600000  ;TODA NOITE ESTAREI LÁ                                                                               ;02655            
B2300008100000  ;ANDANÇA - OS ENCONTROS E AS MEMÓRIAS DE BETH CARVALHO                                               ;04088            
B2300008500000  ;VAI CORINTHIANS!                                                                                    ;03008            
B2300011000000  ;ZÉ                                                                                                  ;02575            
B2300011000000  ;ZÉ                                                                                                  ;03800            
B2300013200000  ;ALBA E OS FANTASMAS                                                                                 ;03817            
B2300017500000  ;NA FRONTEIRA DA IMAGEM                                                                              ;02733            
B2300018300000  ;CHUVA NEGRA                                                                                         ;02884            
B2300023600000  ;WAR LOVE - AMORES DE GUERRA                                                                         ;02717            
B2300024000000  ;POVO DA FLORESTA                                                                                    ;02488            
B2300026000000  ;RECEBA!                                                                                             ;02337            
B2300026200000  ;13 CANÇÕES PARA FALAR DO SERTANEJO                                                                  ;02735            
B2300031800000  ;BIZARROS PEIXES DAS FOSSAS ABISSAIS                                                                 ;01444            
B2300035300000  ;URSA                                                                                                ;02341            
B2300036300000  ;LINHAS NEGRAS                                                                                       ;02698            
B2300037500000  ;LA SITUACIÓN                                                                                        ;03409            
B2300037600000  ;AMAZONITA                                                                                           ;02276            
B2300038600000  ;LILI E AS LIBÉLULAS                                                                                 ;01808            
B2300041200000  ;ALGO NO ESPAÇO                                                                                      ;03939            
B2300041800000  ;TIA VIRGÍNIA                                                                                        ;02711            
B2300045800000  ;SHOPTUDO                                                                                            ;02722            
B2300051700000  ;FOGARÉU                                                                                             ;730              
B2300051700000  ;FOGARÉU                                                                                             ;02012            
B2300051800000  ;SOMBRAS SOBRE O CONTINENTE                                                                          ;01888            
B2300056300000  ;COMPANHIAS DO TEATRO BRASILEIRO - 1A TEMPORADA                                                      ;01894            
B2300060700000  ;MAIS PESADO É O CÉU                                                                                 ;02474            
B2300062000000  ;INCOMPATÍVEL COM A VIDA                                                                             ;03798            
B2300062400000  ;REGGAE RESISTÊNCIA                                                                                  ;02806            
B2300063500000  ;GRUTA DO LAGO AZUL                                                                                  ;03941            
B2300064600000  ;MÚSICA SUBSTANTIVO FEMININO – CHIQUINHA GONZAGA                                                     ;04170            
B2300065000000  ;FLORESTA, ONDE A TERRA RESPIRA                                                                      ;02472            
B2300065800000  ;O CIRCO VOLTOU                                                                                      ;03082            
B2300071400000  ;GERAIS DA PEDRA                                                                                     ;03804            
B2300077800000  ;ANTES QUE ME ESQUEÇAM MEU NOME É EDY STAR - O FILME                                                 ;03906            
B2300091700000  ;SALVE-ME QUEM PUDER!                                                                                ;03819            
B2300095100000  ;COLETIVOS                                                                                           ;02721            
B2300095100000  ;COLETIVOS                                                                                           ;00748            
B2300095400000  ;SEIS PROPOSTAS PARA UM MUNDO POSSÍVEL                                                               ;02132            
B2300097200000  ;AQUARELA BRASILEIRA                                                                                 ;01946            
B2300097400000  ;ANDANTE - 3ª TEMPORADA                                                                              ;03960            
B2300099200000  ;MORCEGO NEGRO                                                                                       ;01957            
B2300099400000  ;TODOS OS SONHOS                                                                                     ;02881            
B2300103200000  ;RIO DOCE                                                                                            ;02921            
B2300103200000  ;RIO DOCE                                                                                            ;02710            
B2300105700000  ;TESOURO NATTERER                                                                                    ;02847            
B2300105700000  ;TESOURO NATTERER                                                                                    ;1157             
B2300108000000  ;IYAS IDANAS - MULHERES DA COZINHA                                                                   ;02791            
B2300109000000  ;BR 21                                                                                               ;02465            
B2300109700000  ;SEMANA SEM FIM                                                                                      ;04562            
B2300111200000  ;SEGREDOS DO CORAÇÃO DA AMÉRICA DO SUL                                                               ;03917            
B2300114900000  ;THIAGO & ÍSIS E OS SEGREDOS DO BRASIL                                                               ;03871            
B2300120500000  ;O SOM DA COR                                                                                        ;03971            
B2300120800000  ;VAI TER TROCO                                                                                       ;02440            
B2300120800000  ;VAI TER TROCO                                                                                       ;04436            
B2300121300000  ;O PASTOR E O GUERRILHEIRO                                                                           ;04741            
B2300121300000  ;O PASTOR E O GUERRILHEIRO                                                                           ;03074            
B2300121300000  ;O PASTOR E O GUERRILHEIRO                                                                           ;03424            
B2300123500000  ;MADAME DUROCHER                                                                                     ;03962            
B2300130000000  ;O ULTIMO EPISÓDIO                                                                                   ;02582            
B2300130000000  ;O ULTIMO EPISÓDIO                                                                                   ;04074            
B2300131300000  ;O POETA QUE VEIO DO POVO                                                                            ;02880            
B2300132000000  ;CIENTISTAS BRASILEIROS                                                                              ;2817             
B2300135700000  ;VIDAS DESCARTÁVEIS                                                                                  ;04676            
B2300136300000  ;SIMPLES PRAZERES                                                                                    ;00896            
B2300136700000  ;ARTE URBANA                                                                                         ;02315            
B2300136800000  ;JANGADEIROS DA SÃO PEDRO                                                                            ;02855            
B2300137400000  ;QUANDO EU ME ENCONTRAR                                                                              ;03560            
B2300139100000  ;GUARDIÕES DO MAR                                                                                    ;02918            
B2300139500000  ;AMADOS ENCONTROS                                                                                    ;02306            
B2300139500000  ;AMADOS ENCONTROS                                                                                    ;02307            
B2300139700000  ;TUDO O QUE VOCÊ PODIA SER                                                                           ;04748            
B2300139700000  ;TUDO O QUE VOCÊ PODIA SER                                                                           ;03952            
B2300140800000  ;PRESENÇA                                                                                            ;02843            
B2300141200000  ;TENHO FÉ                                                                                            ;9999             
B2300142500000  ;CAINÃ                                                                                               ;02783            
B2300145800000  ;O CASO ESCOLA BASE                                                                                  ;04040            
B2300146200000  ;OS HERDEIROS DE VARGAS                                                                              ;02527            
B2300147000000  ;DIÁRIO DA PRIMAVERA                                                                                 ;02040            
