CPB;TITULO_ORIGINAL;NUMERO_FSA
B1700214000000  ;NO FIM DE TUDO                                                                                      ;00909            
B1700215800000  ;CAÇADORES DA ALMA - 2A TEMPORADA                                                                    ;00291            
B1700217600000  ;O SOM E O TEMPO                                                                                     ;00287            
B1700218600000  ;TERRITÓRIOS                                                                                         ;00537            
B1700220500000  ;ARQUEOLOGIAS - EM BUSCA DOS PRIMEIROS BRASILEIROS                                                   ;00284            
B1700220800000  ;O PIANO QUE CONVERSA                                                                                ;00446            
B1700220900000  ;O NÓ DO DIABO                                                                                       ;00471            
B1700221100000  ;DESIGNERS DO BRASIL                                                                                 ;00349            
B1700222300000  ;ABAIXO A GRAVIDADE                                                                                  ;00320            
B1700222800000  ;A VELHA HISTÓRIA DO MEU AMIGO NOVO                                                                  ;00549            
B1700225000000  ;NÓS, OS FASHIONISTAS                                                                                ;822              
B1700229000000  ;BRASIL MIGRANTE                                                                                     ;00485            
B1700242100000  ;PIRIPKURA                                                                                           ;00352            
B1700248900000  ;A SUPERFÍCIE DA SOMBRA                                                                              ;00993            
B1700249500000  ;COMBOIO DE SAL E AÇÚCAR                                                                             ;00828            
B1700253900000  ;TRABALHAR PRA QUEM?                                                                                 ;00510            
B1700256000000  ;NOKUN TXAI - NOSSOS TXAIS                                                                           ;00536            
B1700260200000  ;MUNDO DA GENTE                                                                                      ;00548            
B1700260300000  ;O BANQUETE                                                                                          ;00309            
B1700260300000  ;O BANQUETE                                                                                          ;00970            
B1700261200000  ;DESARQUIVANDO ALICE GONZAGA                                                                         ;00421            
B1700261300000  ;CIDADE INVISÍVEL                                                                                    ;00480            
B1700262700000  ;ÍNDIO PRESENTE                                                                                      ;00545            
B1700263000000  ;A LINGUAGEM DO CINEMA - SÉRIE II                                                                    ;00077            
B1700264800000  ;OFÍCIO DA PALAVRA                                                                                   ;00412            
B1700266600000  ;ZORA CURIOSA                                                                                        ;00513            
B1700275200000  ;FÉ NA BATIDA                                                                                        ;00875            
B1700278600000  ;ENQUADRO 5X5                                                                                        ;00516            
B1700278800000  ;EXPRESSO                                                                                            ;00368            
B1700291100000  ;TAPUME                                                                                              ;00618            
B1700297600000  ;FANTASMAS DA CASA PRÓPRIA                                                                           ;011489           
B1700301000000  ;TRAVESSIAS NEGRAS                                                                                   ;00538            
B1700305400000  ;GABRIEL E A MONTANHA                                                                                ;00327            
B1700306100000  ;ANTES QUE EU ME ESQUEÇA                                                                             ;00575            
B1700307900000  ;A SOMBRA DO PAI                                                                                     ;00296            
B1700325000000  ;MEXEU COM UMA MEXEU COM TODAS                                                                       ;1486             
B1700326100000  ;OSWALDO - 1A TEMPORADA                                                                              ;00201            
B1700329300000  ;A ÚLTIMA CHANCE                                                                                     ;00055            
B1700329300000  ;A ÚLTIMA CHANCE                                                                                     ;00755            
B1700330100000  ;BINGO - O REI DAS MANHÃS                                                                            ;00109            
B1700332400000  ;QUERIDA MAMÃE                                                                                       ;1202             
B1700332400000  ;QUERIDA MAMÃE                                                                                       ;00157            
B1700333000000  ;FASHION CLICK                                                                                       ;00903            
B1700334600000  ;RETORNADOS                                                                                          ;00340            
B1700339700000  ;HISTORIETAS ASSOMBRADAS - O FILME                                                                   ;00078            
B1700339800000  ;TRAVESSURAS                                                                                         ;00482            
B1700342300000  ;DIÁRIOS DA FLORESTA                                                                                 ;00642            
B1700347300000  ;O MISTÉRIO DE NHEMYRÕ                                                                               ;467              
B1700347600000  ;MALASARTES E O DUELO COM A MORTE                                                                    ;02120275         
B1700347600000  ;MALASARTES E O DUELO COM A MORTE                                                                    ;01346            
B1700348300000  ;BAILÃO - 1ª TEMPORADA                                                                               ;1549             
B1700349800000  ;JOÃO, O MAESTRO                                                                                     ;1236             
B1700349800000  ;JOÃO, O MAESTRO                                                                                     ;00064            
B1700350100000  ;O CÉU DE LÁ                                                                                         ;00533            
B1700353800000  ;BERENICE PROCURA                                                                                    ;00266            
B1700353800000  ;BERENICE PROCURA                                                                                    ;1338             
B1700354400000  ;DIÁRIOS SOBRE O CORPO                                                                               ;00518            
B1700361000000  ;BIKE AMOR                                                                                           ;00163            
B1700361300000  ;MEMÓRIAS DO BRASIL                                                                                  ;00666            
B1700361400000  ;[DES]IGUAIS                                                                                         ;00550            
B1700363000000  ;LINHAS TORTAS                                                                                       ;00311            
B1700373800000  ;MÚSICA PELOS POROS                                                                                  ;00840            
B1700375500000  ;MOSTRA A TUA CARA!                                                                                  ;00522            
B1700375800000  ;IMORTAIS DA ACADEMIA                                                                                ;00350            
B1700376400000  ;ARTISTAS PLÁSTICOS BRASILEIROS                                                                      ;00623            
B1700378900000  ;PERRENGUE                                                                                           ;00360            
B1700379700000  ;GEOGRAFIA DA ARTE                                                                                   ;1166             
B1700381100000  ;INVISÍVEL                                                                                           ;01270            
B1700381100000  ;INVISÍVEL                                                                                           ;01268            
B1700382400000  ;LINO - UMA AVENTURA DE SETE VIDAS                                                                   ;00089            
B1700386400000  ;NÃO DEVORE MEU CORAÇÃO                                                                              ;1407             
B1700386500000  ;COMO SE TORNAR O PIOR ALUNO DA ESCOLA                                                               ;99999            
B1700386500000  ;COMO SE TORNAR O PIOR ALUNO DA ESCOLA                                                               ;00845            
B1700395900000  ;DUAS DE MIM                                                                                         ;420              
B1700395900000  ;DUAS DE MIM                                                                                         ;114              
B1700396100000  ;NINGUÉM ESTÁ OLHANDO                                                                                ;00928            
B1700401300000  ;BOBOLÂNDIA MONSTROLÂNDIA - 1ª TEMPORADA                                                             ;0213002500       
B1700401900000  ;EU MORO AQUI                                                                                        ;00639            
B1700402100000  ;BLITZ                                                                                               ;00407            
B1700405200000  ;PRAÇA PARIS                                                                                         ;00572            
B1700405200000  ;PRAÇA PARIS                                                                                         ;00809            
B1700405200000  ;PRAÇA PARIS                                                                                         ;00196            
B1700405300000  ;MEU SKATE NÃO É ENFEITE                                                                             ;00487            
B1700411300000  ;MÚSICA PARA QUANDO AS LUZES SE APAGAM                                                               ;741              
B1700411500000  ;GIRAMUNDO                                                                                           ;479              
B1700422600000  ;CHOCANTE                                                                                            ;01283            
B1700424300000  ;VAMOS ACABAR COM O MONSTRO                                                                          ;00490            
B1700424500000  ;YONLU                                                                                               ;00735            
B1700424900000  ;#FALAGALERA                                                                                         ;000547           
B1700428000000  ;A MENINA ÍNDIGO                                                                                     ;00624            
B1700431800000  ;AMANAJÉ, O MENSAGEIRO DO FUTURO                                                                     ;00486            
B1700433100000  ;PAPAYA BULL - 1ª TEMPORADA                                                                          ;128              
B1700447300000  ;ÁFRICA DA SORTE                                                                                     ;00469            
B1700448900000  ;BLOG DA MARI                                                                                        ;00534            
B1700449500000  ;CONSTRUINDO PONTES                                                                                  ;00387            
B1700450500000  ;AS BOAS MANEIRAS                                                                                    ;1261             
B1700450500000  ;AS BOAS MANEIRAS                                                                                    ;00040            
B1700450600000  ;NINO: VIAGEM AO CONHECIMENTO                                                                        ;00635            
B1700452300000  ;A BICICLETA DO VOVÔ, A SÉRIE                                                                        ;00621            
B1700454300000  ;GOSTO SE DISCUTE                                                                                    ;01054            
B1700455700000  ;GAME BROS                                                                                           ;00323            
B1700463100000  ;CHAPEUZINHO DE TODAS AS CORES                                                                       ;01114            
B1700464900000  ;AS LENDAS DA TURMA DO JAMBU                                                                         ;00535            
B1700465300000  ;MOACIR                                                                                              ;1238             
B1700466400000  ;FILME B                                                                                             ;00281            
B1700466900000  ;ENTRE IRMÃS                                                                                         ;02042            
B1700467500000  ;CAIXA PRETA                                                                                         ;00723            
B1700468400000  ;COMO É  CRUEL VIVER ASSIM                                                                           ;1333             
B1700469000000  ;UM CONTO EM CADA PONTO                                                                              ;00539            
B1700472700000  ;CINEASTAS                                                                                           ;00631            
B1700473300000  ;NATUREZA MORTA                                                                                      ;00396            
B1700477000000  ;TUDO É PROJETO                                                                                      ;1580             
B1700477300000  ;DONA FLOR E SEUS DOIS MARIDOS                                                                       ;1339             
B1700479800000  ;MEU MUNDIAL                                                                                         ;1230             
B1700480900000  ;ZAMA                                                                                                ;01159            
B1700480900000  ;ZAMA                                                                                                ;00237            
B1700491900000  ;PRIMAVERA DAS MULHERES                                                                              ;1525             
B1700493600000  ;GUARDIÃS DA FLORESTA                                                                                ;00422            
B1700497900000  ;ORGANISMO                                                                                           ;1266             
B1700501700000  ;UNICÓRNIO                                                                                           ;00868            
B1700503500000  ;OS PARÇAS                                                                                           ;01668            
B1700509000000  ;BIO                                                                                                 ;1435             
B1700509400000  ;NA RODA DO SAMBA                                                                                    ;00361            
B1700510100000  ;PAULA PARANORMAL                                                                                    ;00835            
B1700513700000  ;O NOME DA MORTE                                                                                     ;1354             
B1700513700000  ;O NOME DA MORTE                                                                                     ;0098             
B1700516500000  ;PALAVRAS EM SÉRIE                                                                                   ;1701             
B1700518900000  ;DO JAZZ AO SAMBA                                                                                    ;00760            
B1700524600000  ;SOCORRO, VIREI UMA GAROTA!                                                                          ;1201             
B1700525900000  ;VELHAS AMIGAS                                                                                       ;391              
B1700530500000  ;AILTON KRENAK: O SONHO DA PEDRA                                                                     ;00629            
B1700532600000  ;MESTRE CABELO                                                                                       ;00749            
B1700537500000  ;ASDRUBAL TROUXE O TROMBONE                                                                          ;00810            
B1700537500000  ;ASDRUBAL TROUXE O TROMBONE                                                                          ;00829            
B1700537700000  ;ESPERANDO A TEMPESTADE                                                                              ;00847            
B1700539700000  ;ASAS PARA LAUREN                                                                                    ;842              
B1700539800000  ;SOLDADOS DO ARAGUAIA                                                                                ;00838            
B1700542200000  ;ALCE & ALICE                                                                                        ;00365            
B1700552000000  ;FALA SÉRIO, MÃE!                                                                                    ;1118             
B1700558300000  ;CINEMA DIVERSIDADE                                                                                  ;00937            
B1700561400000  ;CANAL TELEVISÃO: UM MORRO DO BARULHO                                                                ;542              
B1700561500000  ;A PALESTINA BRASILEIRA                                                                              ;00799            
B1700565000000  ;GUERRA DO ARAGUAIA                                                                                  ;00541            
B1700565600000  ;SOU AMOR                                                                                            ;01099            
B1700565800000  ;ICAMIABAS NA CIDADE AMAZÔNIA                                                                        ;00640            
B1700566900000  ;O DIA EM QUE NOS TORNAMOS TERRORISTAS                                                               ;00475            
B1700567900000  ;CARRAPATOS E CATAPULTAS - 3A TEMPORADA                                                              ;00160            
B1700571300000  ;HAPPY HOUR                                                                                          ;00555            
B1700571300000  ;HAPPY HOUR                                                                                          ;01360            
B1700571600000  ;NATÁLIA - 2ª TEMPORADA                                                                              ;00332            
B1700574300000  ;XAVANTE - O POVO DO SOL NASCENTE                                                                    ;01089            
B1700574400000  ;NAS NUVENS - 1A TEMPORADA                                                                           ;00818            
B1700578900000  ;CAMPUS SANTO                                                                                        ;00540            
B1700581400000  ;CARNEIRO DE OURO                                                                                    ;00711            
B1700581800000  ;GUERREIROS DA SELVA                                                                                 ;1194             
B1700582100000  ;LANA & CAROL                                                                                        ;01088            
B1700584300000  ;O BEIJO NO ASFALTO                                                                                  ;1461             
B1700584400000  ;VISCERAL BRASIL, AS VEIAS ABERTAS DA MÚSICA - 2A TEMPORADA                                          ;01111            
B1700586400000  ;LEGÍTIMA DEFESA                                                                                     ;00851            
B1700589200000  ;SANGUE DA TERRA                                                                                     ;00404            
B1700590400000  ;OSMAR, A PRIMEIRA FATIA DO PÃO DE FORMA - O FILME                                                   ;1233             
B1700596400000  ;DIAS VAZIOS                                                                                         ;00409            
B1700597100000  ;CORAÇÃO DAS TREVAS                                                                                  ;00069            
B1700600000000  ;MEU IRMÃO NERD                                                                                      ;00793            
B1700600100000  ;MINHA FAMA DE MAU                                                                                   ;00256            
B1700601300000  ;O AMBIENTALISTA                                                                                     ;00754            
B1700602000000  ;ANTÁRTICA POR UM ANO                                                                                ;00427            
B1700602300000  ;PINTANDO A SÉTIMA ARTE                                                                              ;00515            
B1700603800000  ;SOTAQUE ELÉTRICO                                                                                    ;00633            
B1700605000000  ;A MOÇA DO CALENDÁRIO                                                                                ;01068            
B1700605800000  ;LOS TERRITORIOS                                                                                     ;1676             
B1700606000000  ;ÔMICRON                                                                                             ;00301            
B1700610100000  ;SABERES PASSADOS - 1A TEMPORADA                                                                     ;01074            
B1700611000000  ;OS FAROFEIROS                                                                                       ;1506             
B1700611000000  ;OS FAROFEIROS                                                                                       ;1507             
B1700612200000  ;OS SAMBAS                                                                                           ;00954            
B1700615100000  ;RAÍZES                                                                                              ;00493            
B1700615400000  ;O DESMONTE DO MONTE                                                                                 ;00601            
B1700616700000  ;EU TE DEDICO                                                                                        ;00715            
B1700620000000  ;BRAZIL, MADE IN PARANÁ                                                                              ;00918            
B1700621600000  ;HISTÓRIA DA ALIMENTAÇÃO NO BRASIL                                                                   ;00418            
B1700621800000  ;O COLORIDO MUNDO DE DALTON                                                                          ;00526            
B1700625600000  ;CLARA ESTRELA                                                                                       ;00888            
B1700625800000  ;CRIATIVOS.BR - MODA E IDENTIDADE                                                                    ;1162             
B1700627500000  ;GEEK - OS AMADOS NERDS                                                                              ;00370            
B1700628500000  ;ARTE BRASILEIRA QUADRO A QUADRO                                                                     ;00739            
B1800000800000  ;O GRANDE CIRCO MISTICO                                                                              ;6273             
B1800001000000  ;EX-PAJÉ                                                                                             ;00877            
B1800002100000  ;MATA NEGRA                                                                                          ;00880            
B1800006500000  ;EULLER MILLER ENTRE DOIS MUNDOS                                                                     ;01115            
B1800007000000  ;ATÉ O PRIMEIRO DISCO                                                                                ;00405            
B1800009200000  ;ESSE NEGÓCIO DE LIVRO                                                                               ;00294            
B1800019400000  ;SOBRADINHO                                                                                          ;00347            
B1800028600000  ;A TERRA E A VIDA                                                                                    ;01143            
B1800028900000  ;CULTURANDO                                                                                          ;1112             
B1800029300000  ;TODOS OS PAULOS DO MUNDO                                                                            ;1326             
B1800029400000  ;O AMOR DÁ TRABALHO                                                                                  ;01290            
B1800029600000  ;O OLHO E A FACA                                                                                     ;00429            
B1800029600000  ;O OLHO E A FACA                                                                                     ;0211009600       
B1800034000000  ;SERTÃO DE DENTRO                                                                                    ;00794            
B1800036900000  ;FÁBULAS TORTAS                                                                                      ;01142            
B1800042800000  ;MOBILIS                                                                                             ;1307             
B1800043400000  ;SEBASTIANA QUEBRA-GALHO 2A TEMPORADA                                                                ;02090            
B1800046600000  ;LEGALIZE JÁ - AMIZADE NUNCA MORRE                                                                   ;0213016200       
B1800067900000  ;MUNDO DE WANDER - PILOTO                                                                            ;00645            
B1800072600000  ;MANOEL BERNARDINO: O LENIN DA MATTA                                                                 ;00474            
B1800077200000  ;JEITOSINHA                                                                                          ;00787            
B1800078700000  ;TORI, A DETETIVE                                                                                    ;1316             
B1800088900000  ;BAILE DE MÁSCARAS                                                                                   ;01107            
B1800089700000  ;A MULHER DO MEU MARIDO                                                                              ;1410             
B1800089700000  ;A MULHER DO MEU MARIDO                                                                              ;1408             
B1800089700000  ;A MULHER DO MEU MARIDO                                                                              ;1409             
B1800089800000  ;AMORES DE CHUMBO                                                                                    ;00209            
B1800089800000  ;AMORES DE CHUMBO                                                                                    ;00894            
B1800090200000  ;AÇUCAR                                                                                              ;1700             
B1800092400000  ;MARE NOSTRUM                                                                                        ;00823            
B1800093300000  ;ANJOS HUMANOS                                                                                       ;1465             
B1800097300000  ;MEIO IRMÃO                                                                                          ;00393            
B1800098700000  ;SIMONAL                                                                                             ;00733            
B1800106900000  ;BENZINHO                                                                                            ;00824            
B1800114200000  ;INSTANTES CRUZADOS                                                                                  ;00740            
B1800115300000  ;A VIDA EXTRA-ORDINÁRIA DE TARSO DE CASTRO                                                           ;00781            
B1800115600000  ;O HOMEM PERFEITO                                                                                    ;00423            
B1800115900000  ;"""EL HOMBRE QUE CUIDA""                                                                               ";1237             
B1800121800000  ;A CHAVE - 2ª TEMPORADA                                                                              ;1161             
B1800124400000  ;TEU MUNDO NÃO CABE NOS MEUS OLHOS                                                                   ;1817             
B1800124400000  ;TEU MUNDO NÃO CABE NOS MEUS OLHOS                                                                   ;1527             
B1800125800000  ;MEU BEBÊ REBORN                                                                                     ;1303             
B1800126200000  ;ULTRA BEBÊ                                                                                          ;1304             
B1800126800000  ;SEQUESTRO RELÂMPAGO                                                                                 ;227              
B1800130000000  ;ALGUÉM COMO EU                                                                                      ;0213019800       
B1800131200000  ;A TROPA DE TRAPO - NA SELVA DO ARCO-ÍRIS                                                            ;00428            
B1800132200000  ;PELAS BEIRADAS                                                                                      ;00532            
B1800132900000  ;TINTA BRUTA                                                                                         ;00986            
B1800134200000  ;AFINAL, QUEM É DEUS?                                                                                ;01145            
B1800134500000  ;OUTRO SOM - 2ª TEMPORADA                                                                            ;00932            
B1800136400000  ;BRASIL FOLCLORE                                                                                     ;00607            
B1800138800000  ;DOWNWIND NAS FILIPINAS                                                                              ;01292            
B1800141000000  ;AZOUGUE NAZARÉ                                                                                      ;1286             
B1800141100000  ;LINHAS ABERTAS                                                                                      ;00836            
B1800143100000  ;GRUPO DE BAGÉ                                                                                       ;0687             
B1800145300000  ;A TORRE                                                                                             ;00383            
B1800150400000  ;SAUDADE                                                                                             ;1172             
B1800150600000  ;O CHALÉ É UMA ILHA BATIDA DE VENTO E CHUVA                                                          ;905              
B1800151400000  ;À BRASILEIRA                                                                                        ;00371            
B1800152000000  ;GUARNIERI                                                                                           ;1608             
B1800159100000  ;DIVERSIDADE                                                                                         ;00783            
B1800159500000  ;O MORTO MUNDO DE GEORGE - EPISÓDIO PILOTO                                                           ;00913            
B1800166100000  ;REPÚBLICA DA POESIA                                                                                 ;00837            
B1800166700000  ;ALÉM DO HOMEM                                                                                       ;00573            
B1800166700000  ;ALÉM DO HOMEM                                                                                       ;00778            
B1800166700000  ;ALÉM DO HOMEM                                                                                       ;01510            
B1800167500000  ;INFERNINHO - EPISÓDIO PILOTO                                                                        ;1149             
B1800171500000  ;OS DINÂMICOS                                                                                        ;00468            
B1800172700000  ;KARINGANA - LICENÇA PARA CONTAR                                                                     ;02002            
B1800182100000  ;ERIC ACORDE                                                                                         ;00208            
B1800187200000  ;RAIVA                                                                                               ;1643             
B1800188300000  ;AS MIL MULHERES                                                                                     ;00758            
B1800189500000  ;OFF-GRID - (DES)REGRADOS (EPISÓDIO PILOTO)                                                          ;00924            
B1800190900000  ;JOVENS DE CORAÇÃO - EPISÓDIO PILOTO                                                                 ;00890            
B1800192100000  ;MINHA FAMÍLIA É                                                                                     ;01101            
B1800193300000  ;PAMPA HYPERTROPICAL                                                                                 ;01146            
B1800202100000  ;PARAÍSO PERDIDO                                                                                     ;1712             
B1800202100000  ;PARAÍSO PERDIDO                                                                                     ;0243             
B1800202100000  ;PARAÍSO PERDIDO                                                                                     ;1713             
B1800202100000  ;PARAÍSO PERDIDO                                                                                     ;1667             
B1800204300000  ;MORMAÇO                                                                                             ;00430            
B1800206400000  ;UMA NOITE NÃO É NADA                                                                                ;00408            
B1800206400000  ;UMA NOITE NÃO É NADA                                                                                ;00058            
B1800209700000  ;OS ÍMPARES                                                                                          ;1332             
B1800212300000  ;CONTRACAPA                                                                                          ;01110            
B1800212800000  ;TALVEZ UMA HISTÓRIA DE AMOR                                                                         ;1592             
B1800213800000  ;BIXA TRAVESTY                                                                                       ;1476             
B1800215300000  ;UMA VIAGEM INESPERADA                                                                               ;1642             
B1800216200000  ;CORRENDO ATRÁS                                                                                      ;00811            
B1800216200000  ;CORRENDO ATRÁS                                                                                      ;00812            
B1800216300000  ;RICK COM MONSTROS NOS DEDOS - EPISÓDIO PILOTO                                                       ;00834            
B1800217200000  ;TURMA 5B                                                                                            ;00978            
B1800223000000  ;SEMENTES DA EDUCAÇÃO                                                                                ;689              
B1800223200000  ;MAMIRAUÁ                                                                                            ;00833            
B1800227200000  ;ALEGORIAS DO BRASIL                                                                                 ;736              
B1800228000000  ;AMAZÔNIA LEGAL                                                                                      ;01119            
B1800228200000  ;AUTO DE RESISTÊNCIA                                                                                 ;01067            
B1800228200000  ;AUTO DE RESISTÊNCIA                                                                                 ;1299             
B1800235200000  ;ONDE QUER QUE VOCÊ ESTEJA                                                                           ;966              
B1800236000000  ;PROFETAS DA CHUVA                                                                                   ;1678             
B1800236100000  ;XINÃ BENA BEISIKIT XARABU                                                                           ;1276             
B1800245900000  ;O JUÍZO                                                                                             ;00254            
B1800247400000  ;O MURO                                                                                              ;1567             
B1800247400000  ;O MURO                                                                                              ;1596             
B1800249200000  ;MANUAL DE SOBREVIVÊNCIA PARA O SÉCULO XXI                                                           ;00453            
B1800255500000  ;ILHA                                                                                                ;01362            
B1800262500000  ;O OLHAR QUE VEM DE DENTRO                                                                           ;01081            
B1800262800000  ;A VOZ DO SILÊNCIO                                                                                   ;00814            
B1800264200000  ;CARVANA                                                                                             ;00965            
B1800269200000  ;MULHERES ALTERADAS                                                                                  ;01974            
B1800278500000  ;PALAVRAS PERMANECEM                                                                                 ;1253             
B1800279000000  ;JOVENS POLACAS                                                                                      ;1638             
B1800282400000  ;CANDEIA                                                                                             ;00796            
B1800285700000  ;TUDO POR UM POP STAR                                                                                ;1468             
B1800285700000  ;TUDO POR UM POP STAR                                                                                ;1625             
B1800285700000  ;TUDO POR UM POP STAR                                                                                ;1526             
B1800287300000  ;SERTÃO VELHO CERRADO                                                                                ;01985            
B1800287700000  ;LUNA                                                                                                ;00557            
B1800287700000  ;LUNA                                                                                                ;01131            
B1800287800000  ;SUPER FAMÍLIA                                                                                       ;001144           
B1800290700000  ;RESPLENDOR                                                                                          ;01096            
B1800293900000  ;AS HERDEIRAS                                                                                        ;01382            
B1800294900000  ;EXPEDIÇÃO NORDESTE                                                                                  ;1445             
B1800299500000  ;MAKING OF                                                                                           ;00372            
B1800300700000  ;MISSÃO 115                                                                                          ;02648            
B1800307200000  ;SUEÑO FLORIANÓPOLIS                                                                                 ;1191             
B1800307800000  ;1798 REVOLTA DOS BÚZIOS                                                                             ;00638            
B1800307900000  ;O CANDIDATO HONESTO 2                                                                               ;01933            
B1800307900000  ;O CANDIDATO HONESTO 2                                                                               ;1704             
B1800307900000  ;O CANDIDATO HONESTO 2                                                                               ;1696             
B1800308100000  ;GNAKS! - EPISÓDIO PILOTO                                                                            ;008787           
B1800311000000  ;BAR BRASIL - EPISÓDIO PILOTO                                                                        ;00123            
B1800311700000  ;O BEIJO DE ALICE                                                                                    ;00991            
B1800314700000  ;137                                                                                                 ;00706            
B1800315500000  ;DESTINO INCOMUM - 2ª TEMPORADA                                                                      ;00931            
B1800320300000  ;WORK IN PROGRESS - POR DENTRO DA OSESP                                                              ;1702             
B1800324100000  ;O PACIENTE, O CASO TANCREDO NEVES                                                                   ;01622            
B1800324100000  ;O PACIENTE, O CASO TANCREDO NEVES                                                                   ;01620            
B1800324100000  ;O PACIENTE, O CASO TANCREDO NEVES                                                                   ;01621            
B1800335300000  ;FRANS KRAJCBERG: MANIFESTO                                                                          ;1156             
B1800337400000  ;Z4                                                                                                  ;02214            
B1800346100000  ;O SEGREDO DE DAVI                                                                                   ;00636            
B1800346100000  ;O SEGREDO DE DAVI                                                                                   ;01243            
B1800348000000  ;NA CONTRAMÃO                                                                                        ;1256             
