IDENTIFICACAO_CONTRATO,TITULO_PROJETO,CHAMADA_PUBLICA,ANO_CHAMADA_PUBLICA,CNPJ_PROPONENTE,RAZAO_SOCIAL_PROPONENTE,CNPJ_PRODUTORA,RAZAO_SOCIAL_PRODUTORA,CNPJ_DISTRIBUIDORA_PROGRAMADORA,RAZAO_SOCIAL_DISTRIBUIDORA_PROGRAMADORA,DT_PUBLICACAO_CONTRATO_DOU,VL_CONTRATO_DOU,DT_PRIMEIRO_DESEMBOLSO,VL_TOTAL_LIBERADO
PR-03.291,23º FESTIVAL DE CINEMA BRASILEIRO DE MIAMI,SAV/MINC 11,2018-01-01,22.154.154/0001-70,H.P.B MANTEUFEL PRODUTORA LTDA - ME,SEM PRODUTORA,SEM PRODUTORA,SEM DISTRIBUIDORA/PROGRAMADORA,SEM DISTRIBUIDORA/PROGRAMADORA,2019-10-09,200000.0,2019-10-18,200000.0
PR-03.283,A MENSAGEIRA,PRODAV 07,2017-01-01,00.845.658/0001-02,COISA DE CINEMA - CINEMA E VÍDEO LTDA ME,00.845.658/0001-02,COISA DE CINEMA - CINEMA E VÍDEO LTDA ME,67.431.718/0001-03,O2 PRODUÇÕES ARTÍSTICAS E CINEMATOGRÁFICAS LTDA.,2019-10-09,1250000.0,2019-10-18,1250000.0
PR-03.305,A SALAMANDRA,PRODAV 06,2016-01-01,19.804.078/0001-97,N FILMES PRODUTORA E FINALIZADORA DE CINEMA LTDA,19.804.078/0001-97,N FILMES PRODUTORA E FINALIZADORA DE CINEMA LTDA,08.656.129/0001-64,PROVIDENCE DISTRIBUIDORA DE FILMES LTDA - EPP,2019-10-09,300484.8,2019-10-14,300484.8
PR-03.307,A SALAMANDRA,PRODECINE 01,2016-01-01,19.804.078/0001-97,N FILMES PRODUTORA E FINALIZADORA DE CINEMA LTDA,19.804.078/0001-97,N FILMES PRODUTORA E FINALIZADORA DE CINEMA LTDA,08.656.129/0001-64,PROVIDENCE DISTRIBUIDORA DE FILMES LTDA - EPP,2019-10-09,1500000.0,2019-10-14,1500000.0
PR-03.317,AMOR LIVRE AMOR,ARRANJOS REGIONAIS,2015-01-01,02.395.043/0001-49,KINOSCÓPIO CINEMATOGRÁFICA E COMÉRCIO LTDA - EPP,02.395.043/0001-49,KINOSCÓPIO CINEMATOGRÁFICA E COMÉRCIO LTDA - EPP,07.700.630/0001-18,ELO AUDIOVISUAL SERVIÇOS LTDA,2019-10-09,399999.5,2019-10-14,399999.5
PR-03.301,CASA DO AUTOR ROTEIRISTA,SAV/MINC 11,2018-01-01,11.332.857/0001-25,CREATIF EVENTOS LTDA - ME,SEM PRODUTORA,SEM PRODUTORA,SEM DISTRIBUIDORA/PROGRAMADORA,SEM DISTRIBUIDORA/PROGRAMADORA,2019-10-09,100000.0,2019-10-18,100000.0
PR-03.281,ESPERO QUE ESTA TE ENCONTRE E QUE ESTEJAS BEM,ARRANJOS REGIONAIS,2016-01-01,15.472.728/0001-93,MAR ILHA PRODUÇÃO E FINALIZAÇÃO LTDA - EPP,15.472.728/0001-93,MAR ILHA PRODUÇÃO E FINALIZAÇÃO LTDA - EPP,15.144.532/0001-70,EMBAUBA FILMES LTDA,2019-10-09,222424.6,2019-10-25,222424.6
PR-03.306,LILITH,PRODECINE 02,2016-01-01,08.656.129/0001-64,PROVIDENCE DISTRIBUIDORA DE FILMES LTDA - EPP,02.342.813/0001-95,TB PRODUÇÕES LTDA,08.656.129/0001-64,PROVIDENCE DISTRIBUIDORA DE FILMES LTDA - EPP,2019-10-09,1000000.0,2019-10-14,1000000.0
PR-03.253,"O IMPEACHMENT - SETEMBRO, 1957, SEXTA-FEIRA 13",ARRANJOS REGIONAIS,2015-01-01,13.601.904/0001-14,VERA LÚCIA DA SILVA OLIVEIRA-ME,13.601.904/0001-14,VERA LÚCIA DA SILVA OLIVEIRA-ME,SEM DISTRIBUIDORA/PROGRAMADORA,SEM DISTRIBUIDORA/PROGRAMADORA,2019-10-09,300000.0,2019-10-18,300000.0
PR-03.292,SANTO,PRODAV 06,2017-01-01,02.140.164/0001-40,GLAZ ENTRETENIMENTO S.A.,02.140.164/0001-40,GLAZ ENTRETENIMENTO S.A.,SEM DISTRIBUIDORA/PROGRAMADORA,SEM DISTRIBUIDORA/PROGRAMADORA,2019-10-09,300000.0,2019-10-18,300000.0
PR-03.243,BICHA MORTA,PRODAV 06,2017-01-01,11.000.556/0001-02,SANCHO FILMES LTDA ME.,11.000.556/0001-02,SANCHO FILMES LTDA ME.,SEM DISTRIBUIDORA/PROGRAMADORA,SEM DISTRIBUIDORA/PROGRAMADORA,2019-10-16,50000.0,2019-10-25,50000.0
PR-03.329,CÉU DA PÁTRIA,SAV/MINC 10,2018-01-01,10.780.165/0001-87,BRITO E SANTOS PRODUCOES LTDA - ME,10.780.165/0001-87,BRITO E SANTOS PRODUCOES LTDA - ME,SEM DISTRIBUIDORA/PROGRAMADORA,SEM DISTRIBUIDORA/PROGRAMADORA,2019-10-16,200000.0,2019-10-21,200000.0
PR-03.314,JARDIM SECRETO DE MARIANA,FLUXO CONTÍNUO PRODUÇÃO PARA CINEMA,2018-01-01,15.372.472/0001-42,H2O DISTRIBUIDORA DE FILMES S/A,42.473.256/0001-66,MORENA FILMES EIRELI - ME,72.672.017/0001-04,CANNES PRODUÇÕES S/A,2019-10-16,3000000.0,2019-10-21,3000000.0
PR-03.312,LADRILLEROS,SUPORTE AUTOMÁTICO - DESEMPENHO COMERCIAL CINEMA,2018-01-01,23.189.788/0001-21,VALKYRIA CINE EIRELI - ME,23.189.788/0001-21,VALKYRIA CINE EIRELI - ME,67.431.718/0001-03,O2 PRODUÇÕES ARTÍSTICAS E CINEMATOGRÁFICAS LTDA.,2019-10-16,162251.04,2019-11-05,162251.04
PR-03.315,MALÊS,SUPORTE AUTOMÁTICO - DESEMPENHO ARTÍSTICO,2018-01-01,29.269.719/0001-04,TAMBELLINI FILMES E PRODUÇÕES AUDIOVISUAIS LTDA,29.269.719/0001-04,TAMBELLINI FILMES E PRODUÇÕES AUDIOVISUAIS LTDA,08.346.733/0001-94,RESERVA NACIONAL DISTRIBUIDORA DE FILMES LTDA.,2019-10-16,1042539.61,2019-10-21,1042539.61
PR-03.246,TRINDADE NORDESTINA,PRODAV 06,2017-01-01,15.128.758/0001-87,TEM DENDE PRODUCOES LTDA - ME,15.128.758/0001-87,TEM DENDE PRODUCOES LTDA - ME,SEM DISTRIBUIDORA/PROGRAMADORA,SEM DISTRIBUIDORA/PROGRAMADORA,2019-10-16,70000.0,2019-10-25,70000.0
PR-03.323,UMA ENTRE TANTAS MARIAS,SAV/MINC 10,2018-01-01,27.534.777/0001-92,PAULA FABIANA DA SILVA,27.534.777/0001-92,PAULA FABIANA DA SILVA,SEM DISTRIBUIDORA/PROGRAMADORA,SEM DISTRIBUIDORA/PROGRAMADORA,2019-10-16,200000.0,2019-11-01,200000.0
PR-03.328,6ª MOSTRA DE CINEMA DE GOSTOSO,SAV/MINC 11,2018-01-01,32.514.925/0001-47,VALMIRO C DA SILVA,SEM PRODUTORA,SEM PRODUTORA,SEM DISTRIBUIDORA/PROGRAMADORA,SEM DISTRIBUIDORA/PROGRAMADORA,2019-10-23,120000.0,2019-10-28,120000.0
PR-03.340,ARMÁRIO DE JUVENAL,COMERCIALIZAÇÃO EM CINEMA,2018-01-01,09.385.866/0001-32,LATINA STUDIO PRODUÇÕES EIRELI,09.385.866/0001-32,LATINA STUDIO PRODUÇÕES EIRELI,08.656.129/0001-64,PROVIDENCE DISTRIBUIDORA DE FILMES LTDA - EPP,2019-10-23,200000.0,2019-10-28,200000.0
PR-03.262,COMO SE MONTA UMA CENA,ARRANJOS REGIONAIS,2015-01-01,05.760.527/0001-38,NÚCLEO ZERO PUBLICIDADE LTDA,05.760.527/0001-38,NÚCLEO ZERO PUBLICIDADE LTDA,22.000.363/0001-60,LA URSA CINEMATOGRÁFICA LTDA,2019-10-23,699678.0,2020-06-03,699678.0
PR-03.339,CORPO PRESENTE,ARRANJOS REGIONAIS,2015-01-01,20.615.318/0001-94,TANDERA FILMES E PRODUCOES EIRELI - ME,20.615.318/0001-94,TANDERA FILMES E PRODUCOES EIRELI - ME,15.144.532/0001-70,EMBAUBA FILMES LTDA,2019-10-23,127265.5,2019-10-28,127265.5
PR-03.313,CURTAS JORNADAS NOITE ADENTRO,COMERCIALIZAÇÃO EM CINEMA,2018-01-01,06.071.600/0001-27,MEMÓRIA VIVA PRODUÇÃO DE IMAGEM E TEXTO LTDA,06.071.600/0001-27,MEMÓRIA VIVA PRODUÇÃO DE IMAGEM E TEXTO LTDA,15.263.576/0001-19,LIVRES DISTRIBUIDORA DE AUDIVISUAL LTDA ME,2019-10-23,100000.0,2019-11-01,100000.0
PR-03.311,DEUS NÃO ERRA,FLUXO CONTÍNUO PRODUÇÃO PARA CINEMA,2018-01-01,15.372.472/0001-42,H2O DISTRIBUIDORA DE FILMES S/A,01.478.079/0001-23,BLACK MARIA FILME VIDEO DIGITAL EIRELI,15.372.472/0001-42,H2O DISTRIBUIDORA DE FILMES S/A,2019-10-23,1700000.0,2019-11-01,1700000.0
PR-03.316,FILHAS DA LIBERDADE,SAV/MINC 10,2018-01-01,13.211.847/0001-67,IBEJADA FILMES LTDA -ME,13.211.847/0001-67,IBEJADA FILMES LTDA -ME,SEM DISTRIBUIDORA/PROGRAMADORA,SEM DISTRIBUIDORA/PROGRAMADORA,2019-10-23,200000.0,2019-11-14,200000.0
PR-03.337,FÓRUM AUDIOVISUAL DE NATUREZA/PLANETADOC FILM FESTIVAL,SAV/MINC 11,2018-01-01,18.423.215/0001-80,MONICA LINHARES DE OLIVEIRA - ME,SEM PRODUTORA,SEM PRODUTORA,SEM DISTRIBUIDORA/PROGRAMADORA,SEM DISTRIBUIDORA/PROGRAMADORA,2019-10-23,120000.0,2019-11-01,120000.0
PR-03.318,IMAGENS DO CALABOUÇO,SAV/MINC 10,2018-01-01,30.388.392/0001-79,TERCEIRA MARGEM FILMES E PRODUCOES ARTISTICAS LTDA,30.388.392/0001-79,TERCEIRA MARGEM FILMES E PRODUCOES ARTISTICAS LTDA,SEM DISTRIBUIDORA/PROGRAMADORA,SEM DISTRIBUIDORA/PROGRAMADORA,2019-10-23,100000.0,2019-11-07,100000.0
PR-03.326,JÚLIA E A MÁQUINA DO TEMPO,SAV/MINC 10,2018-01-01,15.830.015/0001-54,"PATIO VAZIO PRODUÇÕES CINEMATOGRÁFICAS, ARTÍSTICAS E CULTURAIS LTDA - ME",15.830.015/0001-54,"PATIO VAZIO PRODUÇÕES CINEMATOGRÁFICAS, ARTÍSTICAS E CULTURAIS LTDA - ME",SEM DISTRIBUIDORA/PROGRAMADORA,SEM DISTRIBUIDORA/PROGRAMADORA,2019-10-23,200000.0,2019-12-12,200000.0
PR-03.330,ME CONTARAM,SAV/MINC 10,2018-01-01,12.640.382/0001-05,ADRIANO GURGEL ARRUDA,12.640.382/0001-05,ADRIANO GURGEL ARRUDA,SEM DISTRIBUIDORA/PROGRAMADORA,SEM DISTRIBUIDORA/PROGRAMADORA,2019-10-23,200000.0,2019-11-01,200000.0
PR-03.304,NOSSO LOUCO AMOR,FLUXO CONTÍNUO PRODUÇÃO PARA CINEMA,2018-01-01,09.028.371/0001-56,TORTUGA STUDIOS PRODUTORA DE FILMES LTDA,09.028.371/0001-56,TORTUGA STUDIOS PRODUTORA DE FILMES LTDA,15.372.472/0001-42,H2O DISTRIBUIDORA DE FILMES S/A,2019-10-23,2000000.0,2019-11-01,2000000.0
PR-03.310,O PAI Ó 2 - A FESTA DE YEMANJÁ,PRODAV 06/SUPORTE AUTOMÁTICO - DESEMPENHO COMERCIAL CINEMA,2017-01-01,27.872.415/0001-01,DUETO PRODUÇÕES E PUBLICIDADES LTDA,27.872.415/0001-01,DUETO PRODUÇÕES E PUBLICIDADES LTDA,15.372.472/0001-42,H2O DISTRIBUIDORA DE FILMES S/A,2019-10-23,800000.0,2019-11-11,800000.0
PR-03.348,OS QUADROS DA RAINHA,PRODAV 02 - PROJETO DERIVADO,2016-01-01,10.780.165/0001-87,BRITO E SANTOS PRODUCOES LTDA - ME,10.780.165/0001-87,BRITO E SANTOS PRODUCOES LTDA - ME,17.164.803/0001-84,CURTA! PROGRAMADORA DE CANAIS DE TV LTDA,2019-10-23,400000.0,2019-10-28,400000.0
PR-03.344,A IMAGEM DA INDEPENDÊNCIA,SAV/MINC 10,2018-01-01,03.766.122/0001-81,SOLAR FILMES LTDA - ME,03.766.122/0001-81,SOLAR FILMES LTDA - ME,SEM DISTRIBUIDORA/PROGRAMADORA,SEM DISTRIBUIDORA/PROGRAMADORA,2019-10-30,100000.0,2019-11-05,100000.0
PR-03.325,A MAIS FORTE,SAV/MINC 10,2018-01-01,06.992.833/0001-62,MODO OPERANTE PRODUÇÕES CULTURAIS LTDA. ME,06.992.833/0001-62,MODO OPERANTE PRODUÇÕES CULTURAIS LTDA. ME,SEM DISTRIBUIDORA/PROGRAMADORA,SEM DISTRIBUIDORA/PROGRAMADORA,2019-10-30,200000.0,2019-11-07,200000.0
PR-03.319,A SOLDADO MEDEIROS,SAV/MINC 10,2018-01-01,25.238.748/0001-58,TAGUAY TAYUSSY BRANDAO SOUZA - ME,25.238.748/0001-58,TAGUAY TAYUSSY BRANDAO SOUZA - ME,SEM DISTRIBUIDORA/PROGRAMADORA,SEM DISTRIBUIDORA/PROGRAMADORA,2019-10-30,200000.0,2019-11-07,200000.0
PR-03.347,BONI BONITA,COMERCIALIZAÇÃO EM CINEMA,2018-01-01,12.521.386/0001-66,NKLS PRODUCOES LTDA,12.521.386/0001-66,NKLS PRODUCOES LTDA,67.431.718/0001-03,O2 PRODUÇÕES ARTÍSTICAS E CINEMATOGRÁFICAS LTDA.,2019-10-30,200000.0,2019-11-25,200000.0
PR-03.295,CRAVOS,COMERCIALIZAÇÃO EM CINEMA,2018-01-01,04.315.253/0001-05,MARCO AURELIO DEL FIOL ME,04.315.253/0001-05,MARCO AURELIO DEL FIOL ME,07.700.630/0001-18,ELO AUDIOVISUAL SERVIÇOS LTDA,2019-10-30,199850.0,2019-11-07,199850.0
PR-03.232,EXPEDIÇÃO ROOSEVELT RONDON,PRODAV 01,2013-01-01,06.900.652/0001-69,BSB SERVIÇOS CINEGROUP LTDA,06.900.652/0001-69,BSB SERVIÇOS CINEGROUP LTDA,SEM DISTRIBUIDORA/PROGRAMADORA,SEM DISTRIBUIDORA/PROGRAMADORA,2019-10-30,350000.0,2019-11-14,350000.0
PR-03.322,GUERREIRAS,SAV/MINC 10,2018-01-01,18.088.212/0001-38,H. S. LIMA PRODUÇÕES AUDIOVISUAIS - ME,18.088.212/0001-38,H. S. LIMA PRODUÇÕES AUDIOVISUAIS - ME,SEM DISTRIBUIDORA/PROGRAMADORA,SEM DISTRIBUIDORA/PROGRAMADORA,2019-10-30,200000.0,2019-11-21,200000.0
PR-03.350,HISTÓRIAS INDEPENDENTES,SAV/MINC 10,2018-01-01,04.315.795/0001-88,MACONDO FILMES S/C LTDA,04.315.795/0001-88,MACONDO FILMES S/C LTDA,SEM DISTRIBUIDORA/PROGRAMADORA,SEM DISTRIBUIDORA/PROGRAMADORA,2019-10-30,200000.0,2019-11-05,200000.0
PR-03.346,INDEPENDÊNCIA,SAV/MINC 10,2018-01-01,06.900.652/0001-69,BSB SERVIÇOS CINEGROUP LTDA,06.900.652/0001-69,BSB SERVIÇOS CINEGROUP LTDA,SEM DISTRIBUIDORA/PROGRAMADORA,SEM DISTRIBUIDORA/PROGRAMADORA,2019-10-30,100000.0,2019-11-14,100000.0
PR-03.320,INDEPENDÊNCIA DO BRASIL,SAV/MINC 10,2018-01-01,20.290.522/0001-82,RENDERFRAME PRODUÇÕES AUDIOVISUAIS LTDA,20.290.522/0001-82,RENDERFRAME PRODUÇÕES AUDIOVISUAIS LTDA,SEM DISTRIBUIDORA/PROGRAMADORA,SEM DISTRIBUIDORA/PROGRAMADORA,2019-10-30,200000.0,2019-11-07,200000.0
PR-03.332,INDEPENDÊNCIA OU MORTE,SAV/MINC 10,2018-01-01,14.440.714/0001-25,BUBBLES PRODUÇÕES ARTÍSTICAS LTDA,14.440.714/0001-25,BUBBLES PRODUÇÕES ARTÍSTICAS LTDA,SEM DISTRIBUIDORA/PROGRAMADORA,SEM DISTRIBUIDORA/PROGRAMADORA,2019-10-30,100000.0,2019-12-19,100000.0
PR-03.342,L.O.C.A.,FLUXO CONTÍNUO PRODUÇÃO PARA CINEMA,2018-01-01,09.180.984/0001-04,CONSPIRAÇÃO FILMES ENTRETENIMENTO 3º MILÊNIO LTDA.,09.180.984/0001-04,CONSPIRAÇÃO FILMES ENTRETENIMENTO 3º MILÊNIO LTDA.,03.918.609/0001-32,WMIX DISTRIBUIDORA LTDA.,2019-10-30,4438846.48,2019-11-07,4438846.48
PR-03.300,"LAB CINEMA EXPANDIDO - RIO DE JANEIRO: FANTASMAS, CORPOS E MÁSCARAS",SAV/MINC 13,2018-01-01,01.125.538/0001-95,DM FILMES E PRODUÇÕES ARTÍSTICAS LTDA,01.125.538/0001-95,DM FILMES E PRODUÇÕES ARTÍSTICAS LTDA,SEM DISTRIBUIDORA/PROGRAMADORA,SEM DISTRIBUIDORA/PROGRAMADORA,2019-10-30,600000.0,2020-01-09,600000.0
PR-03.352,LIVRAMENTO,CONCURSO PRODUÇÃO PARA CINEMA,2018-01-01,09.505.106/0001-11,ARISSAS MULTIMIDIA LTDA,09.505.106/0001-11,ARISSAS MULTIMIDIA LTDA,21.054.261/0001-64,LIRA FILMES PRODUÇÕES LTDA ME,2019-10-30,1325223.5,2019-11-05,1325223.5
PR-03.333,NÚCLEO CRIATIVO HAMACA,PRODAV 03,2017-01-01,10.281.460/0001-99,HAMACA PRODUÇÕES ARTÍSTICAS LTDA - ME,10.281.460/0001-99,HAMACA PRODUÇÕES ARTÍSTICAS LTDA - ME,SEM DISTRIBUIDORA/PROGRAMADORA,SEM DISTRIBUIDORA/PROGRAMADORA,2019-10-30,999500.0,2019-11-19,999500.0
PR-03.309,O FANTÁSTICO PATINHO FEIO,COMERCIALIZAÇÃO EM CINEMA,2018-01-01,26.575.824/0001-83,CALDO DE CANA FILMES E PRODUCOES LTDA,26.575.824/0001-83,CALDO DE CANA FILMES E PRODUCOES LTDA,07.700.630/0001-18,ELO AUDIOVISUAL SERVIÇOS LTDA,2019-10-30,200000.0,2019-11-07,200000.0
PR-03.345,PRAIA DO NÃO RETORNO,SAV/MINC 10,2018-01-01,19.138.730/0001-81,BRUTA FLOR FILMES LTDA -ME,19.138.730/0001-81,BRUTA FLOR FILMES LTDA -ME,SEM DISTRIBUIDORA/PROGRAMADORA,SEM DISTRIBUIDORA/PROGRAMADORA,2019-10-30,100000.0,2019-11-07,100000.0
PR-03.302,PROJETO OBJETIVA CAPACITAÇÃO ONLINE,SAV/MINC 13,2018-01-01,09.207.407/0001-69,IPANEMA ENTERTAINMENT CRIAÇÃO E PRODUÇÃO DE OBRAS AUTORAIS LTDA.,09.207.407/0001-69,IPANEMA ENTERTAINMENT CRIAÇÃO E PRODUÇÃO DE OBRAS AUTORAIS LTDA.,SEM DISTRIBUIDORA/PROGRAMADORA,SEM DISTRIBUIDORA/PROGRAMADORA,2019-10-30,600000.0,2019-12-12,600000.0
PR-03.297,TERRAS QUE LIBERTAM - HISTÓRIAS DOS CUPERTINOS,PRODAV 02 - PROJETO DERIVADO,2016-01-01,23.150.369/0001-86,DENISE MONTEIRO DE OLIVEIRA,23.150.369/0001-86,DENISE MONTEIRO DE OLIVEIRA,13.420.609/0001-61,INSTITUTO DE RADIODIFUSAO EDUCATIVA DA BAHIA IRDEB,2019-10-30,207790.0,2019-11-07,207790.0
PR-03.324,TREZE DE MAIO,COMERCIALIZAÇÃO EM CINEMA,2018-01-01,17.545.702/0001-53,PROSPERIDADE COMUNICAÇÃO E FILMES LTDA,17.545.702/0001-53,PROSPERIDADE COMUNICAÇÃO E FILMES LTDA,07.700.630/0001-18,ELO AUDIOVISUAL SERVIÇOS LTDA,2019-10-30,197675.0,2019-11-07,197675.0
PR-03.343,UMA HISTÓRIA DE AMOR ASSOMBRADO,COMERCIALIZAÇÃO EM CINEMA,2018-01-01,01.946.155/0001-88,CINÉTICA FILMES E PRODUÇÕES LTDA.,01.946.155/0001-88,CINÉTICA FILMES E PRODUÇÕES LTDA.,07.819.481/0001-00,FILM CONNECTION DISTRIBUIDORA DE FILMES LTDA,2019-10-30,200000.0,2019-11-05,200000.0
PR-03.371,3ª EDIÇÃO DO FORUM AUDIOVISUAL FRANÇA - BRASIL,SAV/MINC 11,2018-01-01,26.374.639/0001-20,MAR BRANCO AUDIOVISUAL LTDA,SEM PRODUTORA,SEM PRODUTORA,SEM DISTRIBUIDORA/PROGRAMADORA,SEM DISTRIBUIDORA/PROGRAMADORA,2019-11-06,180000.0,2019-11-11,180000.0
PR-03.364,ADRIANA VAREJÃO,PRODAV 06,2017-01-01,09.180.984/0001-04,CONSPIRAÇÃO FILMES ENTRETENIMENTO 3º MILÊNIO LTDA.,09.180.984/0001-04,CONSPIRAÇÃO FILMES ENTRETENIMENTO 3º MILÊNIO LTDA.,17.164.803/0001-84,CURTA! PROGRAMADORA DE CANAIS DE TV LTDA,2019-11-06,390500.39,2019-11-11,390500.39
PR-03.360,ECOS DE UM GRITO: ONDE VIVE A NOSSA HISTÓRIA,SAV/MINC 10,2018-01-01,03.117.764/0001-50,OKA COMUNICAÇÕES LTDA,03.117.764/0001-50,OKA COMUNICAÇÕES LTDA,SEM DISTRIBUIDORA/PROGRAMADORA,SEM DISTRIBUIDORA/PROGRAMADORA,2019-11-06,100000.0,2019-12-09,100000.0
PR-03.355,LAS MOSCAS,PRODECINE 06,2015-01-01,19.457.687/0001-17,ESTÚDIO GIZ PRODUÇÕES LTDA. - ME,19.457.687/0001-17,ESTÚDIO GIZ PRODUÇÕES LTDA. - ME,31.296.141/0001-27,RETRATO FILMES LTDA,2019-11-06,250000.0,2019-11-28,250000.0
PR-03.303,MACHO DO SÉCULO XXI,PRODAV 06,2016-01-01,01.378.559/0001-12,GULLANE ENTRETENIMENTO S.A.,01.378.559/0001-12,GULLANE ENTRETENIMENTO S.A.,33.015.827/0001-28,WARNER BROS. (SOUTH) INC.,2019-11-06,416428.29,2019-11-14,416428.29
PR-03.335,MARIA Q,SAV/MINC 10,2018-01-01,33.897.794/0001-97,IPANEMA FILMES LTDA,33.897.794/0001-97,IPANEMA FILMES LTDA,SEM DISTRIBUIDORA/PROGRAMADORA,SEM DISTRIBUIDORA/PROGRAMADORA,2019-11-06,200000.0,2019-11-28,200000.0
PR-03.299,MOTO PERPÉTUO,ARRANJOS REGIONAIS,2015-01-01,09.601.928/0001-04,ZÓIO COMUNICAÇÃO LTDA,09.601.928/0001-04,ZÓIO COMUNICAÇÃO LTDA,SEM DISTRIBUIDORA/PROGRAMADORA,SEM DISTRIBUIDORA/PROGRAMADORA,2019-11-06,300000.0,2019-11-25,300000.0
PR-03.358,PRÓXIMO PASSADO,SAV/MINC 10,2018-01-01,27.999.931/0001-00,CARNAVAL FILMES LTDA - EPP,27.999.931/0001-00,CARNAVAL FILMES LTDA - EPP,SEM DISTRIBUIDORA/PROGRAMADORA,SEM DISTRIBUIDORA/PROGRAMADORA,2019-11-06,200000.0,2019-11-28,200000.0
PR-03.361,TINHA O POVO NO MEIO DO CAMINHO,SAV/MINC 10,2018-01-01,19.045.369/0001-49,HORST FILHO E MOSCHEN NETO PRODUTORES AUDIOVISUAIS ASSOCIADOS LTDA,19.045.369/0001-49,HORST FILHO E MOSCHEN NETO PRODUTORES AUDIOVISUAIS ASSOCIADOS LTDA,SEM DISTRIBUIDORA/PROGRAMADORA,SEM DISTRIBUIDORA/PROGRAMADORA,2019-11-06,100000.0,2019-11-28,100000.0
PR-03.378,200 ANOS DE ARTE,SAV/MINC 10,2018-01-01,04.876.666/0001-69,BOSSA PRODUÇÕES LTDA,04.876.666/0001-69,BOSSA PRODUÇÕES LTDA,SEM DISTRIBUIDORA/PROGRAMADORA,SEM DISTRIBUIDORA/PROGRAMADORA,2019-11-13,100000.0,2019-11-28,100000.0
PR-03.370,7ª MOSTRA DE CINEMA DE IGUATU,SAV/MINC 11,2018-01-01,12.476.201/0001-49,A.C.A. TEIXEIRA PRODUCOES,SEM PRODUTORA,SEM PRODUTORA,SEM DISTRIBUIDORA/PROGRAMADORA,SEM DISTRIBUIDORA/PROGRAMADORA,2019-11-13,120000.0,2019-12-09,120000.0
PR-03.368,A GRANDE DÍVIDA,SAV/MINC 10,2018-01-01,12.772.107/0001-37,NOVELO FILMES PRODUÇÕES AUDIOVISUAIS LTDA ME,12.772.107/0001-37,NOVELO FILMES PRODUÇÕES AUDIOVISUAIS LTDA ME,SEM DISTRIBUIDORA/PROGRAMADORA,SEM DISTRIBUIDORA/PROGRAMADORA,2019-11-13,100000.0,2019-11-19,100000.0
PR-03.366,ANJO LOIRO COM SANGUE NO CABELO,SUPORTE AUTOMÁTICO - DESEMPENHO ARTÍSTICO,2018-01-01,01.125.538/0001-95,DM FILMES E PRODUÇÕES ARTÍSTICAS LTDA,01.125.538/0001-95,DM FILMES E PRODUÇÕES ARTÍSTICAS LTDA,02.608.224/0001-06,CANAL BRAZIL S/A,2019-11-13,374258.04,2020-01-09,374258.04
PR-03.327,HISTÓRIAS ATRÁS DA PORTA,SAV/MINC 10,2018-01-01,07.587.195/0001-67,BACTÉRIA FILMES LTDA. EPP,07.587.195/0001-67,BACTÉRIA FILMES LTDA. EPP,SEM DISTRIBUIDORA/PROGRAMADORA,SEM DISTRIBUIDORA/PROGRAMADORA,2019-11-13,200000.0,2019-12-12,200000.0
PR-03.365,INDEPENDÊNCIA OU MORTE!,SAV/MINC 10,2018-01-01,04.937.797/0001-09,GP7 CINEMA LTDA,04.937.797/0001-09,GP7 CINEMA LTDA,SEM DISTRIBUIDORA/PROGRAMADORA,SEM DISTRIBUIDORA/PROGRAMADORA,2019-11-13,200000.0,2019-12-02,200000.0
PR-03.373,MARIA DO CARITÓ,COMERCIALIZAÇÃO EM CINEMA,2018-01-01,03.918.609/0001-32,WMIX DISTRIBUIDORA LTDA.,00.338.948/0001-51,E.H. FILMES LTDA,03.918.609/0001-32,WMIX DISTRIBUIDORA LTDA.,2019-11-13,700000.0,2019-11-19,700000.0
PR-03.321,O BELICHE VOADOR,SAV/MINC 10,2018-01-01,20.282.507/0001-92,"MEDIALAB CRIACAO, PRODUCOES CINEMATOGRAFICAS E SOFTWARE LTDA - ME",20.282.507/0001-92,"MEDIALAB CRIACAO, PRODUCOES CINEMATOGRAFICAS E SOFTWARE LTDA - ME",SEM DISTRIBUIDORA/PROGRAMADORA,SEM DISTRIBUIDORA/PROGRAMADORA,2019-11-13,200000.0,2019-11-21,200000.0
PR-03.382,O GRÁFICO AMADOR,PRODAV 02 - PROJETO DERIVADO,2016-01-01,02.857.394/0001-24,LUNI ÁUDIO E VÍDEO LTDA - ME,02.857.394/0001-24,LUNI ÁUDIO E VÍDEO LTDA - ME,17.164.803/0001-84,CURTA! PROGRAMADORA DE CANAIS DE TV LTDA,2019-11-13,380000.0,2019-11-19,380000.0
PR-03.351,O RIO DE JANEIRO DE HO CHI MINH,COMERCIALIZAÇÃO EM CINEMA,2018-01-01,10.831.015/0001-55,MOVIOLA PRODUÇÕES CINEMATOGRÁFICAS LTDA,10.831.015/0001-55,MOVIOLA PRODUÇÕES CINEMATOGRÁFICAS LTDA,05.933.574/0001-36,PIPA NATIVA PRODUÇÃO CULTURAL LTDA,2019-11-13,199450.0,2020-03-16,199450.0
