,REGISTRO_ANCINE,CNPJ_EMPRESA,RAZAO_SOCIAL,EMPRESA_ASSOCIADA,CNPJ_EMPRESA_ASSOCIADA
5077,52106,47.859.179/0001-09,GAFFE PRODUÇÕES LTDA,ZERO40 ENTRETENIMENTO E ARTE LTDA,32.696.463/0001-26
5078,23699,08.537.504/0001-57,MULTIMEDIA DELUXE SOLUCOES EM TECNOLOGIA INTERATIVA LTDA - ME,KLIPFX FILMS EIRELI,22.971.231/0001-85
5079,37001,26.627.435/0001-54,CINEMAS RIBEIRO HENKES BARREIRAS LTDA ME,CINEMAS HENKES RIBEIRO UNAI LTDA,18.501.407/0001-68
5080,28683,21.037.391/0001-99,QUATTRO PRODUCOES LTDA - ME,"DOIS TOM COMUNICAÇÃO, PRODUÇÃO E EVENTOS LTDA",07.350.086/0001-21
5081,51115,39.226.435/0001-94,MOLIVE PRODUCOES AUDIOVISUAIS LTDA,BRIGADEIRO BENTES PRODUCOES LTDA,22.493.404/0001-05
5082,20376,06.246.435/0001-05,CHRISTIANO CALDEIRA RABELLO,POCKET VÍDEO PRODUÇÃO E EVENTOS,14.862.417/0001-78
5083,39025,20.264.569/0001-71,CAJUA PRODUCOES ARTISTICAS LTDA  ME,"C R PRODUÇÕES - FOTO, CINE-VÍDEO LTDA - EPP",05.780.593/0001-70
5084,6062,52.559.671/0001-90,D F F DIANA FOTO FILME E TELECOMUNICACOES LTDA,CBSP - CASABLANCA SERVICE PROVIDER LTDA,04.995.093/0001-92
5085,15769,09.575.512/0001-50,ASSOCIAÇÃO IMAGINÁRIO DIGITAL,SUPIMPA PRODUÇÕES ARTÍSTICAS E CULTURAIS LTDA,20.464.455/0001-75
5086,18189,13.050.466/0001-43,WDESIGNER CORPORATION LTDA - ME,BRASIL POSITIVO,12.530.623/0001-55
5087,50117,44.325.583/0001-04,ALAS COMUNICACAO E PRODUCAO AUDIOVISUAL LTDA,BMK PRODUCOES AUDIOVISUAIS LTDA,29.893.870/0001-19
5088,47047,37.618.015/0001-28,VENTO SOLAR PRODUCOES ARTISTICAS LTDA,DIADORIM FILMES LTDA-ME,17.096.738/0001-05
5089,14304,03.741.577/0001-42,FUNDACAO EDUCATIVA DE RADIODIFUSAO FUTURA,FUNDACAO ROBERTO MARINHO,29.527.413/0001-00
5090,16639,11.432.521/0001-34,LANTERNA MÁGICA FILMES E ENTRETERIMENTO LTDA,ANDERSON NEY FARIAS,11.089.959/0001-61
5091,38511,28.708.005/0001-92,CULT CINEMAS LTDA,BRANDOLT E CIA LTDA,31.320.834/0001-08
5092,2821,03.669.481/0001-10,DVP VIDEO PRODUÇÕES LTDA-EPP,VIDA PROPAGANDA CRIACAO E PRODUCAO DE CONTEUDO LTDA,12.951.177/0001-52
5093,37152,22.601.020/0001-50,O MISSIONÁRIO COMUNICAÇÃO LTDA - EPP,AMADRE PROPAGANDA E INTERNET LTDA,17.276.493/0001-90
5094,38163,27.380.966/0001-58,CINE COMERCIAL PASSO FUNDO LTDA,CINESALA EXIBIÇÕES E EVENTOS LTDA,19.361.857/0001-65
5095,41991,31.694.954/0001-75,ARTEPLEX DISTRIBUIDORA LTDA,CINESALA EXIBIÇÕES E EVENTOS LTDA,19.361.857/0001-65
5096,1083,01.425.583/0001-65,CIRCUITO CINEARTE LTDA,CINESALA EXIBIÇÕES E EVENTOS LTDA,19.361.857/0001-65
5097,2733,02.715.607/0001-83,ESPAÇO DE CINEMA JUIZ DE FORA LTDA,CINESALA EXIBIÇÕES E EVENTOS LTDA,19.361.857/0001-65
5098,2914,01.688.909/0001-47,CINEMATOGRÁFICA PASSOS LTDA,CINEPASS CINEMATOGRÁFICA LTDA,03.387.103/0001-44
5099,2685,29.171.311/0001-03,CINECLUBE PAU BRASIL,PORTO FELIZ CAFÉ E VIDEO LTDA,33.747.452/0001-90
5100,48277,35.814.114/0001-50,SAFARI PÓS-PRODUÇÃO LTDA.,GUERRILHA FILMES LTDA EPP,13.891.678/0001-53
5101,3333,05.360.352/0001-71,ONTOP PRODUTORA LTDA,RAMPA PRODUÇÕES LTDA,22.751.296/0001-15
5102,12660,07.675.338/0001-92,LGK MUSIC PRODUÇOES ARTISTICAS LTDA,ESTUDIOS MEGA LTDA,01.618.105/0001-71
5103,13613,07.949.581/0001-51,RAIN NETWORK REPRESENTAÇÃO COMERCIAL LTDA,ESTUDIOS MEGA LTDA,01.618.105/0001-71
5104,17748,31.887.052/0001-55,ASSOCIAÇÃO POLO RIO CINE VIDEO E COMUNICAÇÃO - RIOCOM,ESTUDIOS MEGA LTDA,01.618.105/0001-71
5105,13613,07.949.581/0001-51,RAIN NETWORK REPRESENTAÇÃO COMERCIAL LTDA,BRASIL FILMES LTDA,02.660.841/0001-50
5106,118,29.027.687/0001-30,PARAMOUNT HOME ENTERTAINMENT (BRAZIL) LTDA.,UNIVERSAL PICTURES INTERNATIONAL BRAZIL LTDA.,24.810.280/0001-61
5107,38015,28.175.907/0001-00,ESTÚDIO PIXEL MULTIMIDIA LTDA,NOVA CONTINENTAL PRODUÇÕES CINEMATOGRÁFICAS LTDA EPP,07.610.916/0001-02
5108,2687,06.998.046/0001-28,RT2A PRODUÇÕES CINEMATOGRÁFICAS LTDA.,ART2D2 PRODUÇÕES LTDA,72.353.725/0001-74
5109,48419,35.421.036/0001-23,"BG PRODUÇÃO, COMUNICAÇÃO, LOCAÇÃO DE EQUIPAMENTOS E MARKETING LTDA",A ILHA FILMES LOCAÇÕES E PRODUÇÕES LTDA ME,09.549.087/0001-25
5110,52870,39.314.110/0001-63,MPB RECORDS E PRODUÇÕES ARTÍSTICAS LTDA,VOZ FILMES E PRODUÇÕES ARTÍSTICAS EIRELI,38.487.725/0001-29
5111,42205,32.683.323/0001-13,MPB FILMES E PRODUÇÕES ARTÍSTICAS E ENTRETENIMENTO LTDA,VOZ FILMES E PRODUÇÕES ARTÍSTICAS EIRELI,38.487.725/0001-29
5112,31641,21.257.121/0001-93,CINEMATOGRÁFICA CATAGUASES LTDA EPP,CINEMATOGRÁFICA LAFAIETE LTDA.,30.670.167/0001-20
5113,5642,05.762.295/0001-57,EMPRESA CINEMATOGRÁFICA ITAPETININGA LTDA,SANTA CLARA COMÉRCIO DE EQUIPAMENTOS PARA CINEMA LTDA,11.209.288/0001-25
5114,39289,00.912.718/0001-54,INDUSTRIA E COMERCIO DE POLTRONAS PARA CINEMA SANTA CLARA LTDA,SANTA CLARA COMÉRCIO DE EQUIPAMENTOS PARA CINEMA LTDA,11.209.288/0001-25
5115,31571,23.024.509/0001-70,R.L. DE ARRUDA FILHO - FILMES - ME,RTV PRODUTORA LTDA EPP,24.078.533/0001-54
5116,16464,02.431.101/0001-42,DANIEL - PROMOÇÕES ARTÍSTICAS LTDA,J.D.CAMILLO EMPRESA CINEMATOGRAFICA,10.626.318/0001-36
5117,170,30.013.056/0001-41,PUBLYTAPE COMUNICAÇÃO LTDA,PUBLYTIME COMUNICAÇÃO LTDA,27.052.323/0001-85
5118,47205,04.419.879/0001-61,ROBERTO CORREA DE FARIA,FRAMERIA CRIAÇÃO E PRODUÇÃO LTDA,40.036.132/0001-98
5119,37001,26.627.435/0001-54,CINEMAS RIBEIRO HENKES BARREIRAS LTDA ME,CINEMAS SANTOS RIBEIRO LTDA ME,08.708.519/0001-30
5120,23499,37.897.907/0001-05,CINEMAS HENKES RIBEIRO LTDA ME,CINEMAS SANTOS RIBEIRO LTDA ME,08.708.519/0001-30
5121,13012,03.141.461/0001-72,BLUES FILMES PRODUÇÕES LTDA-ME,BLUES CONTENT PRODUÇÕES LTDA.,20.110.412/0001-91
5122,21278,10.768.716/0001-97,PRODUTORA TAKE FILMES LTDA,PUBLITAKE PRODUTORA E SERVIÇOS LTDA,28.863.578/0001-90
5123,52051,47.249.914/0001-54,MOLINETE PRODUTORA AUDIOVISUAL LTDA,UTROPICA PRODUTORA AUDIOVISUAL LTDA,30.211.180/0001-11
5124,52307,47.726.290/0001-19,IMAGE BAKERS PRODUTORA AUDIOVISUAL LTDA,EDUARDO DA FONTE BUSSOLIN,27.675.273/0001-92
5125,767,37.155.280/0001-17,THOR FILMES EIRELI - ME,THOR FILMES LTDA,14.096.129/0001-50
5126,15599,09.132.659/0001-76,EMBRATEL TVSAT TELECOMUNICACOES SA,CLARO NXT TELECOMUNICAÇÕES S.A.,66.970.229/0001-67
5127,24881,13.625.745/0001-98,GLEYDSON A. CAETANO STUDIOS - ME.,YUREI STUDIO LTDA,43.924.065/0001-36
5128,38474,29.220.825/0001-01,CONFRARIA FILMES LTDA,EDITAR SERVIÇOS DE EDIÇÃO DE IMAGENS LTDA - ME,01.833.085/0001-51
5129,457,04.367.756/0001-24,TRANSCOM SISTEMA DE COMUNICACAO LTDA,3 T MEDIA SOLUTIONS ASSESSORIA E COMUNICAÇÕES LTDA,07.126.215/0001-00
5130,24768,50.023.373/0001-56,TV SAO JOSE DO RIO PRETO LTDA,3 T MEDIA SOLUTIONS ASSESSORIA E COMUNICAÇÕES LTDA,07.126.215/0001-00
5131,18458,13.203.969/0001-01,FATA MORGANA FILMES LTDA ME,ZÉ PEQUENO PRODUÇÕES ARTÍSTICAS LTDA,44.406.374/0001-87
5132,15907,10.229.491/0001-09,USINA DE FILMES LTDA,USINA PRODUCOES LTDA ME,20.174.764/0001-00
5133,49942,42.642.939/0001-08,INTRO PICTURES AUDIOVISUAL LTDA,INTRO PICTURES PRODUÇÕES CINEMATOGRÁFICAS LTDA,05.832.663/0001-96
5134,45171,35.551.857/0001-84,OBI FILMES E CRIACAO CULTURAL EIRELI,JOKANA KUPARAKA LAB DE CRIACAO LTDA,40.930.246/0001-87
5135,273,44.182.046/0001-44,CINEARTE PRODUÇÕES CINEMATOGRÁFICAS LTDA,GCB EMPREENDIMENTOS E PARTICIPAÇÕES LTDA,02.407.790/0001-50
5136,412,73.668.295/0001-42,RF CINEMA E TV LTDA,LMC PRODUÇÕES ARTÍSTICAS LTDA,01.651.043/0001-08
5137,16077,11.113.394/0001-00,E. J. DE OLIVEIRA PRODUÇÕES CINEMATOGRÁFICAS,SCRIPT DOCTOR PRODUCTIONS LTDA,34.565.003/0001-94
5138,16673,07.926.156/0001-47,TELETV SERVIÇOS INTERATIVOS LTDA,TV OMEGA LTDA.,02.131.538/0001-60
5139,28464,21.160.773/0001-05,CINE A MARABA LTDA,CINE A SERVIÇOS LTDA,23.682.751/0001-30
5140,14008,09.560.462/0001-38,CINE ART CAFÉ LTDA,CINE A SERVIÇOS LTDA,23.682.751/0001-30
5141,35188,22.828.178/0001-68,LR PRODUÇÕES ARTÍSTICAS LTDA,CRSM PRODUÇÕES ARTÍSTICAS LTDA.,04.287.585/0001-23
5142,34949,26.273.529/0001-72,CINEMAX CINEMA PATO BRANCO LTDA - ME,CINEMAX CINEMA CANOINHAS LTDA-ME,26.600.209/0001-80
5143,1996,74.571.886/0001-60,BRASILEIRA CINEMATOGRÁFICA LTDA,"BRASILEIRA FILMES, ENTRETENIMENTO E CULTURA LTDA",07.863.017/0001-11
5144,31959,23.829.460/0001-22,INFEST PRODUTORA DE FILMES PUBLICIDADE MARKETING E EVENTOS LTDA - EPP,PAULO EDUARDO MARQUES DA SILVA JUNIOR,20.562.297/0001-96
5145,20462,03.862.216/0001-54,TELEVISAO CIDADE MODELO LTDA,GRAÇA ARTES GRÁFICAS E EDITORA LTDA,28.339.349/0001-71
5146,16514,11.292.373/0001-08,GRAÇA FILMES PRODUTORA E DISTRIBUIDORA LTDA,GRAÇA ARTES GRÁFICAS E EDITORA LTDA,28.339.349/0001-71
5147,34605,24.924.270/0001-57,CASSIO LEONARDO NOBRE DE SOUZA LIMA - ME,ASSOCIAÇÃO SÓCIO CULTURAL UMBIGADA,07.770.132/0001-41
5148,33798,25.094.170/0001-03,CABORÉ PRODUTORES ASSOCIADOS LTDA - ME,CARDEIRO AGENCIAMENTO ARTÍSTICO LTDA,46.076.811/0001-77
5149,30860,14.716.352/0001-52,SERVICOS COMPARTILHADOS DE PRODUCAO DE FILMES LTDA,SUSTO PRODUÇÃO DE FILMES LTDA,41.670.839/0001-14
5150,47950,40.462.838/0001-11,UTLD PRODUCAO DE FIMES LTDA,SUSTO PRODUÇÃO DE FILMES LTDA,41.670.839/0001-14
5151,281,40.426.918/0001-11,MAC COMUNICAÇÃO E PRODUÇÃO LTDA,CARVANA PRODUCOES CULTURAIS LTDA,04.525.284/0001-90
5152,16514,11.292.373/0001-08,GRAÇA FILMES PRODUTORA E DISTRIBUIDORA LTDA,TELEVISAO CIDADE MODELO LTDA,03.862.216/0001-54
5153,572,05.161.846/0001-27,RPJ PRODUTORES ASSOCIADOS LTDA,IMAGEM SERVIÇOS CINEMATOGRÁFICOS EIRELI,05.130.532/0001-67
5154,42565,31.935.854/0001-93,PURE RED STUDIOS LTDA,RED TERRA STUDIOS LTDA,10.378.423/0001-01
5155,34488,25.175.289/0001-00,MOVIE MACHINE PRODUÇÕES LTDA,MACHINE FILMES LTDA,30.370.614/0001-26
5156,42827,31.279.085/0001-12,LUZES DA CIDADE AUDIOVISUAL LTDA,INSENSATEZ AUDIOVISUAL LTDA.-ME,18.418.408/0001-43
5157,19362,11.097.796/0001-69,TRANSBORDA PRODUÇÕES ARTÍSTICAS LTDA.,CINERAMABC FILMES E PRODUÇÕES ARTÍSTICAS LTDA. ME,13.507.233/0001-27
5158,18309,13.021.376/0001-24,RJ SERVICOS CINE GROUP LTDA,SP SERVIÇOS CINEVIDEO LTDA,02.188.743/0001-62
5159,24415,17.569.758/0001-48,R2 VÍDEO LTDA - ME,ROMANELLI & ROMANELLI S/S LTDA.,00.391.723/0001-69
5160,34779,21.542.573/0001-17,AGENCIA DE DESENVOLVIMENTO DO POLO AUDIOVISUAL DA ZONA DA MATA DE MINAS GERAIS,MUTUCA PRODUCOES ARTISTICAS LTDA,17.744.924/0001-03
5161,47295,30.798.660/0001-20,AVELLAR MEDIA CONSULTORIA PUBLICIDADE E MARKETING LTDA,ADVENTURES STUDIOS LTDA,45.303.885/0001-36
5162,19465,03.569.447/0001-74,CINE LASER CINEMAS EIRELI,CINE LASER NORTE CINEMA LTDA,34.626.954/0001-26
5163,1267,01.916.445/0001-89,SUPERTRUNFO - COMUNICACOES LTDA,"GRIFA PRODUÇÕES CINEMATOGRÁFICAS, AUDIOVISUAIS E ARTÍSTICAS LTDA.",01.486.085/0001-22
5164,23754,09.374.330/0001-11,TIA MARIA FILMES LTDA - ME,SARAVA FILMES LTDA,35.445.795/0001-26
5165,23505,13.704.763/0001-65,H.GUIMARAES NETO DIGITAL PRODUCOES - ME,HGN PRODUÇÕES CINEMATOGRÁFICAS LTDA,58.483.678/0001-52
5166,27979,19.805.153/0001-34,CARIRI PLEXCINE LTDA,CINEMAS PARIS ORIENT LTDA,86.985.587/0001-50
5167,1240,86.985.587/0001-50,CINEMAS PARIS ORIENT LTDA,ITAIGARA PLEXCINE LTDA.,06.107.805/0001-15
5168,4710,93.049.245/0001-94,RBS EMPRESA DE TVA LTDA,TV COLIGADAS DE SANTA CATARINA S A,82.645.029/0001-95
5169,17254,61.106.779/0001-19,LIRA FILMES E VÍDEO LTDA,ECOFALANTE,05.678.997/0001-57
5170,27870,20.010.297/0001-83,DOIDDO CORP EIRELI - EPP,RONEY B. GIACOMETTI - ME,18.680.641/0001-08
5171,43969,34.396.167/0001-35,STUDIO FLY SOLUCOES LTDA,TIAGO FRANCISCO SCHENK IMAGENS - ME,08.449.178/0001-26
5172,48462,41.670.839/0001-14,SUSTO PRODUÇÃO DE FILMES LTDA,CAROLINA MARKOWICZ BASTOS - ME,22.380.200/0001-50
5173,4267,04.995.093/0001-92,CBSP - CASABLANCA SERVICE PROVIDER LTDA,D F F DIANA FOTO FILME E TELECOMUNICACOES LTDA,52.559.671/0001-90
5174,184,04.731.133/0001-99,CASABLANCA EFFECTS LTDA.,D F F DIANA FOTO FILME E TELECOMUNICACOES LTDA,52.559.671/0001-90
5175,23074,13.987.065/0001-14,EUMEMO COMUNICAÇÃO LTDA - ME,FAZ CINEMA FILMES LTDA ME,17.543.833/0001-00
5176,38317,28.773.148/0001-88,MUTATO PRODUÇÃO LTDA,MUTATO ENTRETENIMENTO CONTEUDO E PUBLICIDADE LTDA,73.039.380/0001-41
5177,30965,23.154.046/0001-60,GOS CATALÀ H. FILMES LTDA.,GOMES LIMA PRODUÇÕES LTDA,09.123.958/0001-44
5178,38968,28.871.194/0001-10,UNIVERSO AUDIOVISUAL LTDA - EPP,ONZE CORUJAS AUDIOVISUAL LTDA.,15.344.466/0001-81
5179,52290,47.093.852/0001-34,CINE LASER CASCAVEL LTDA,CINE LASER CINEMAS UMUARAMA LTDA,40.850.944/0001-72
5180,17330,10.894.769/0001-54,PLANO CONJUNTO FILMES LTDA,LUNAR FILMES - L & A PRODUCOES AUDIOVISUAIS E ARTISTICAS LTDA - ME,21.338.669/0001-68
5181,6355,05.474.957/0001-93,KRM PRODUÇÕES AUDIOVISUAIS LTDA,PARKER PRODUCOES AUDIOVISUAIS LTDA,34.093.368/0001-63
5182,23682,10.464.547/0001-00,PROCINE PRODUTORA DE VÍDEO E COMUNICAÇÃO LTDA-ME,CINEMATOGRÁFICA PRODUÇÕES EIRELI,30.615.996/0001-00
5183,36999,27.676.231/0001-76,CINE ELI SP CINEMAS LTDA,CINE ELI AMAZONAS CINEMAS LTDA,28.619.116/0001-22
5184,40317,30.096.740/0001-34,CINE ELI BAHIA CINEMAS LTDA,CINE ELI AMAZONAS CINEMAS LTDA,28.619.116/0001-22
5185,44050,30.479.615/0001-03,PULLSE COMUNICACAO LTDA,FRONT PRODUCAO CINEMATOGRAFICA LTDA,47.509.589/0001-11
5186,51394,46.265.076/0001-40,FRONT PRODUCOES E CONTEUDO LTDA,FRONT PRODUCAO CINEMATOGRAFICA LTDA,47.509.589/0001-11
5187,38576,29.121.096/0001-28,MULTIVERSO FILMES PRODUÇÕES ARTÍSTICAS LTDA,RETRATO FILMES LTDA,31.296.141/0001-27
5188,50053,43.965.726/0001-71,BRUNO M. J. ARANTES,BRUNO MACIEL JORGE ARANTE ME,09.490.352/0001-47
5189,30387,15.044.499/0001-06,BENHUR REAL FIGUEIRÓ 09918466723,DESDOBRO PRODUÇÕES EIRELLI,01.224.405/0001-76
5190,1772,05.780.593/0001-70,"C R PRODUÇÕES - FOTO, CINE-VÍDEO LTDA - EPP",CAJUA PRODUCOES ARTISTICAS LTDA  ME,20.264.569/0001-71
5191,19087,13.507.233/0001-27,CINERAMABC FILMES E PRODUÇÕES ARTÍSTICAS LTDA. ME,KINOOSFERA FILMES E PRODUÇÕES ARTÍSTICAS LTDA.,08.465.974/0001-52
5192,39468,18.432.771/0001-13,GARDENIA PARTICIPAÇÕES LTDA,ZOOMOO PROGRAMADORA SA.,18.651.835/0001-77
5193,19635,03.247.208/0001-06,AA - AFROREGGAE AUDIOVISUAL S.A.,GRUPO CULTURAL AFRO REGGAE,73.322.240/0001-86
5194,1268,02.952.192/0001-61,CABO SERVICOS DE TELECOMUNICACOES LTDA,VIDEOMAR REDE NORDESTE S/A,63.356.042/0001-80
5195,28420,20.140.395/0001-35,JUAREZ FERREIRA DA SILVA FILMES,TVJ VÍDEO PRODUÇÕES LTDA.-ME,10.214.276/0001-26
5196,33770,24.971.903/0001-88,TUBARÃO FILMES LTDA,GOYTACAZES FILMES LTDA,34.099.574/0001-80
5197,38280,29.043.456/0001-10,R MALUF GARDOLINSKI FILMES - ME,DESTINO INCOMUM PRODUCOES AUDIOVISUAIS LTDA - ME,25.448.159/0001-02
5198,33594,11.181.279/0001-73,J.C.M. MESQUITA & CIA LTDA,MESQUITA PRODUÇÕES LTDA,37.101.346/0001-96
5199,14371,01.710.918/0001-97,TV MINAS CENTRO-OESTE LTDA,TV MINAS SUL LTDA,25.649.179/0001-33
5200,22652,09.271.593/0001-03,SALIVA PRODUCOES CINEMATOGRAFICAS LTDA,FETICHE PRODUÇÕES AUDIOVISUAIS LTDA.,31.899.210/0001-97
5201,31774,09.445.629/0001-10,FIXER INC PRODUÇÃO CINEMATOGRÁFICA LTDA - ME,11 VISUALS PRODUÇÕES DE FILMES LTDA - ME,17.494.118/0001-16
5202,27912,42.898.015/0001-69,CINEMAS USINA LIBERDADE LTDA,ARTEPLEX DISTRIBUIDORA LTDA,31.694.954/0001-75
5203,3758,06.953.374/0001-08,ESPAÇO CULTURAL DE CINEMA DE SALVADOR LTDA,ARTEPLEX DISTRIBUIDORA LTDA,31.694.954/0001-75
5204,12560,09.726.365/0001-72,AESO - ENSINO SUPERIOR DE OLINDA LTDA,BAM STUDIO AUDIOVISUAL LTDA,12.001.757/0001-89
5205,595,03.457.922/0001-10,ACADEMIA DE CULTURA,ILEGAL FX POS-PRODUCAO AUDIOVISUAL LTDA,09.222.300/0001-90
5206,4465,07.447.850/0001-81,30 PÉS FILMES LTDA.,ILEGAL FX POS-PRODUCAO AUDIOVISUAL LTDA,09.222.300/0001-90
5207,18,68.153.956/0001-67,INK GERAÇÃO E PRODUÇÃO DE CONTEÚDOS LTDA,ILEGAL FX POS-PRODUCAO AUDIOVISUAL LTDA,09.222.300/0001-90
5208,13263,08.844.841/0001-97,PB BRASIL ENTRETENIMENTO S/A,GLOBO COMUNICACAO E PARTICIPACOES S/A,27.865.757/0001-02
5209,585,04.063.325/0001-74,MEGACINE EDIÇÃO DE SOM MIXAGEM LTDA.,RAIN NETWORK REPRESENTAÇÃO COMERCIAL LTDA,07.949.581/0001-51
5210,3293,04.334.366/0001-58,NEWCO PROGRAMADORA E PRODUTORA DE COMUNICACAO LTDA.,RADIO E TELEVISAO BANDEIRANTES S.A.,60.509.239/0001-13
5211,50672,40.820.712/0001-71,BADOGUE SERVICOS DE COMUNICACAO LTDA,PINHEIRO E PAIVA SERVIÇOS DE COMUNICAÇÃO LTDA,10.510.690/0001-82
5212,2802,07.060.648/0001-00,INDIANA PRODUÇÕES CINEMATOGRÁFICAS EIRELI - ME,ASSOCIAÇÃO REVISTA DO CINEMA BRASILEIRO,04.440.028/0001-09
5213,34923,26.651.887/0001-71,44 ENTRETENIMENTO INTERATIVO DESENVOLVIMENTO DE SOFTWARE LTDA.,RENDERFRAME PRODUÇÕES AUDIOVISUAIS LTDA,20.290.522/0001-82
5214,47988,36.938.159/0001-07,REDUTO DIGITAL SERVIÇOS DE COMUNICAÇÃO MULTIMIDIA LTDA,RM PRODUÇÕES EIRELI,34.301.817/0001-11
5215,42775,30.223.224/0001-23,NEXO FILMES EIRELI,PEQUI FILMES LTDA,06.247.686/0001-04
5216,2793,02.082.764/0001-07,SPIE COMUNICAÇÃO & PUBLICIDADE LTDA,PLANETA FILMES CINEMA E VÍDEO LTDA - ME,21.597.780/0001-79
5217,5654,07.665.262/0001-14,REDECINE-CPQ CINEMATOGRÁFICA LTDA,NETCINE ASSESSORIA DE NEGOCIO E INGRESSOS LTDA,14.859.056/0001-00
5218,13424,09.222.300/0001-90,ILEGAL FX POS-PRODUCAO AUDIOVISUAL LTDA,VELUDO CREATIVE FILM COMPANY LTDA,09.252.906/0001-78
5219,30263,22.130.863/0001-16,DFJV PRODUCOES ARTISTICAS E CULTURAIS LTDA,VINICIUS CARDOSO SANTOS ­ ME,24.107.715/0001-06
5220,22724,17.095.184/0001-13,DIAMOND FILMS DO BRASIL PRODUÇÃO E DISTRIBUIÇÃO AUDIOVISUAL LTDA.,GALERIA DISTRIBUIDORA AUDIOVISUAL LTDA,32.656.607/0001-10
5221,33371,20.032.770/0001-23,GUILHERME TAMBURUS FOTOGRAFIA - ME,CABANA STUDIO FOTOGRAFIA E CINEMATOGRAFIA LTDA,41.864.145/0001-18
5222,3118,07.102.998/0001-84,DRAW PRODUTORA LTDA.,PLUMER & PLUMER LTDA.,94.964.939/0001-10
5223,12345,04.730.202/0001-40,OITO CRIAÇÃO E PRODUÇÃO LTDA,MOTTA PRODUÇÕES E CRIAÇÕES ARTÍSTICAS LTDA,41.363.218/0001-98
5224,19374,12.559.741/0001-96,IRAN CARLOS DA SILVA,PROVIDEO PRODUÕES DE VÍDEO EIRELI,36.391.252/0001-36
5225,48766,32.829.854/0001-71,GUILHERME ADOLFO DUTRA DA SILVEIRA DUARTE,IMAGO STUDIO ILUSTRAÇÃO LTDA,43.794.579/0001-14
5226,23696,13.899.937/0001-92,KAPPAMAKKI PRODUÇÕES ARTÍSTICAS LTDA,QUATRO MAOS EDITORA LTDA,04.559.254/0001-03
5227,41,04.887.159/0001-20,DIGITAL 21 PRODUÇÕES ARTÍSTICAS LTDA,RODYFACE PRODUÇÕES E EVENTOS LTDA,11.873.794/0001-14
5228,45736,35.827.762/0001-40,"DRIKA CONSULTORIA EM MARKETING, CONTEUDO E EVENTOS EIRELI",RODYFACE PRODUÇÕES E EVENTOS LTDA,11.873.794/0001-14
5229,26149,19.388.280/0001-85,PACTO AUDIOVISUAL PRODUTORES ASSOCIADOS LTDA,TELEVISÃO AMÉRICA LATINA,05.576.331/0001-98
5230,43125,32.711.614/0001-78,RENATO TORTORA RODRIGUES,EPIC FILMES LTDA,44.342.985/0001-09
5231,52509,36.782.234/0001-85,CENTO E NOVE FILMS LTDA,HERNANE DONISETE PEREIRA ALVES FILHO-ME,18.597.810/0001-32
5232,39315,14.862.417/0001-78,POCKET VÍDEO PRODUÇÃO E EVENTOS,CHRISTIANO CALDEIRA RABELLO,06.246.435/0001-05
5233,31198,09.347.877/0001-28,GATO PRETO FILMES PRODUCAO E DISTRIBUICAO IMPORTACAO E EXPORTACAO LTDA ­ ME,GATO PRETO FILMES EIRELI ME,26.243.849/0001-80
5234,37083,21.698.215/0001-06,REDE 4 K PRODUCOESLTDA ME,CANAL 800 PRODUÇÕES LTDA,10.718.660/0001-66
5235,23470,08.018.912/0001-00,VOLTAIRE BARBIERI VARGAS-ME,EFRAME PRODUÇÃO CINEMATOGRÁFICA LTDA-ME,23.284.825/0001-80
5236,47191,39.394.840/0001-11,MANAIA DIGITAL LTDA,GOULART & PINOTTI - SOLUÇÕES MULTIMÍDIA LTDA,07.069.666/0001-45
5237,2317,05.606.114/0001-01,CINTRA PRODUCOES ARTISTICAS EIRELI,CINTRA PRODUÇÃO IMAGEM E MARKETING LTDA ME,34.969.158/0001-96
5238,16095,10.332.701/0001-81,CHIN - PRODUCOES ARTISTICAS LTDA,JOBI AUDIOVISUAL LTDA,04.188.420/0001-02
5239,30598,58.138.769/0001-50,CINEMA E BOMBONIERE ROXY LTDA ME,SUELI VIEIRA DO PRADO - EIRELI,27.606.307/0001-97
5240,50125,41.584.659/0001-10,FLORESTA URBANA AUDIOVISUAL E COMUNICACAO LTDA,MONTAGEM PARALELA PROJETOS AUDIOVISUIAS E COMUNICACAO LTDA - ME,06.727.170/0001-59
5241,39072,25.166.970/0001-92,LAERCIO RODRIGUES DA SILVA 32956460749,"SOCIEDADE DE DESENVOLVIMENTO CULTURAL,ECOLOGICA E SOCIAL DO M.S.",01.746.087/0001-03
5242,14283,08.215.198/0001-32,SCREEN SP FILME E VÍDEO LTDA ME,WORKIDEA POS PRODUÇÃO LTDA ME,14.690.781/0001-06
5243,214,57.279.499/0001-35,SCREEN VIDEO PRODUÇÕES LTDA,WORKIDEA POS PRODUÇÃO LTDA ME,14.690.781/0001-06
5244,24534,18.087.870/0001-05,REDECINE BSB CINEMATOGRÁFICA LTDA,REDECINE RIO GRANDE CINEMATOGRAFICA LTDA,35.804.953/0001-97
5245,22729,15.774.293/0001-31,REDECINE VALINHOS CINEMATOGRÁFICA LTDA,REDECINE RIO GRANDE CINEMATOGRAFICA LTDA,35.804.953/0001-97
5246,25182,18.672.374/0001-19,REDECINE SUL CINEMAS LTDA.,REDECINE RIO GRANDE CINEMATOGRAFICA LTDA,35.804.953/0001-97
